state_letter,set_extension,encoder_position,timestamp_seconds,temperature_celsius,pressure_pascals,raw_acceleration_x_gs,raw_acceleration_y_gs,raw_acceleration_z_gs,raw_angular_rate_x_deg_per_s,raw_angular_rate_y_deg_per_s,raw_angular_rate_z_deg_per_s,magnetic_field_x_microteslas,magnetic_field_y_microteslas,magnetic_field_z_microteslas,est_position_x_meters,est_position_y_meters,est_position_z_meters,est_velocity_x_meters_per_s,est_velocity_y_meters_per_s,est_velocity_z_meters_per_s,est_acceleration_x_gs,est_acceleration_y_gs,est_acceleration_z_gs,est_angular_rate_x_rad_per_s,est_angular_rate_y_rad_per_s,est_angular_rate_z_rad_per_s,est_quaternion_w,est_quaternion_x,est_quaternion_y,est_quaternion_z,predicted_apogee,height_used_for_prediction,velocity_used_for_prediction,retrieved_firm_packets,apogee_predictor_queue_size,update_timestamp_ns
S,78,0,32.85277752,38.01147461,101902.26562500,0.66305721,-0.71045917,0.01031219,0.02546970,-0.01170303,-0.08117060,-42.43605423,-4.50491524,-20.00937080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00415332,-0.00072411,0.97456360,-0.00001115,0.00252229,-0.00327876,0.66017580,0.23530598,-0.66365892,0.26144952,,,,1,0,1771633091869002022
S,78,0,32.86395252,38.01300049,101902.32812500,0.66574275,-0.71058124,0.01092254,-0.05845364,0.01118515,0.11719364,-42.27598190,-4.36608410,-20.05803490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00421375,-0.00073335,0.97457707,0.00111773,-0.00143070,-0.00141657,0.65981549,0.23540743,-0.66396368,0.26149404,,,,1,0,1771633091881069640
S,78,0,32.87430607,38.00558472,101903.35937500,0.66671932,-0.71082538,0.00982391,-0.15763576,0.16377303,-0.31768182,-42.35979080,-4.42351675,-19.94664001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00439051,-0.00069482,0.97454393,0.00055345,0.00007528,-0.00035099,0.65974605,0.23562506,-0.66387254,0.26170474,,,,1,0,1771633091892105117
S,78,0,32.88630257,38.00434875,101902.75000000,0.66562068,-0.71363300,0.00982391,-0.21104153,-0.04985000,-0.03539424,-42.30552673,-4.41459322,-19.98080063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00443339,-0.00065188,0.97450352,0.00290511,-0.00133635,0.00310984,0.65964520,0.23576000,-0.66392094,0.26171458,,,,1,0,1771633091900935554
S,78,0,32.89680440,38.01309204,101902.34375000,0.66464412,-0.70960468,0.00909148,0.04072849,-0.33213758,-0.09642939,-42.40216827,-4.60443068,-20.04544640,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00451292,-0.00058880,0.97457933,0.00365815,-0.00001889,-0.00208100,0.65959668,0.23601705,-0.66390347,0.26164967,,,,1,0,1771633091914181293
S,78,0,32.90616933,38.01547241,101902.93750000,0.66537654,-0.70936054,0.00933562,-0.15000637,-0.18717909,0.07141728,-42.32889175,-4.29852009,-20.02694702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00451232,-0.00056330,0.97456014,-0.00029418,0.00035772,0.00031456,0.65961742,0.23611782,-0.66390854,0.26149336,,,,1,0,1771633091925124122
S,78,0,32.91938580,38.01205444,101902.54687500,0.66330135,-0.71253437,0.01238738,0.08650485,-0.04985000,-0.01250606,-42.33893204,-4.44930458,-20.07364464,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00460684,-0.00050912,0.97463018,-0.00236445,0.00129894,0.00191089,0.65967226,0.23638022,-0.66378671,0.26142728,,,,1,0,1771633091935021533
S,78,0,32.92953195,38.01727295,101904.01562500,0.66647518,-0.70752949,0.01165496,-0.02030667,0.07222031,-0.02776485,-42.42136765,-4.43687963,-19.95920753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00460916,-0.00048779,0.97463536,-0.00198840,0.00186390,0.00124599,0.66000485,0.23644483,-0.66348320,0.26129976,,,,1,0,1771633091947079058
S,78,0,32.93976102,38.00720215,101903.00000000,0.66830623,-0.70923847,0.01311980,0.04072849,-0.13377333,0.12482303,-42.23246002,-4.42598867,-19.97864532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00458215,-0.00043906,0.97462124,-0.00330572,0.00299307,-0.00168164,0.66030151,0.23661117,-0.66327375,0.26093113,,,,1,0,1771633091957028043
S,78,0,32.94962815,38.00909424,101902.78125000,0.66317928,-0.71094745,0.01116668,-0.11948879,-0.05747939,0.10193485,-42.36806870,-4.61052227,-19.89250565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00456810,-0.00041241,0.97470421,-0.00142421,-0.00058339,0.00044672,0.66000050,0.23640244,-0.66345644,0.26141703,,,,1,0,1771633091969140401
S,78,0,32.96017190,38.02012634,101902.70312500,0.66574275,-0.70936054,0.01092254,-0.18815334,0.27058455,-0.11168818,-42.29924393,-4.38847256,-19.99339867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00451763,-0.00043645,0.97466636,-0.00481171,0.00073428,-0.00301298,0.66015482,0.23631616,-0.66334945,0.26137707,,,,1,0,1771633091980174322
S,78,0,32.97073580,38.00947571,101902.54687500,0.66684139,-0.70923847,0.01324187,-0.13474758,0.07984970,0.31555790,-42.34193420,-4.48156834,-19.92050171,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00456261,-0.00047954,0.97468406,-0.00434073,-0.00218277,0.00058112,0.65983754,0.23621023,-0.66357702,0.26169634,,,,1,0,1771633091990026493
S,78,0,32.98191080,38.00967407,101903.57812500,0.66439998,-0.70936054,0.01263152,-0.18815334,0.01118515,0.32318729,-42.33726120,-4.38658857,-20.05278015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00460297,-0.00043325,0.97468036,-0.00142396,-0.00058263,0.00404075,0.65970427,0.23630632,-0.66364276,0.26177853,,,,1,0,1771633092003869579
S,78,0,32.99308587,38.01081848,101902.98437500,0.66317928,-0.71045917,0.01080047,-0.15763576,-0.03459121,-0.08880000,-42.29268646,-4.36286354,-19.99428558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00459286,-0.00042833,0.97469956,0.00026950,0.00035832,0.00164573,0.65947598,0.23623152,-0.66382718,0.26195353,,,,1,0,1771633092013082791
S,78,0,33.00526928,38.01776123,101902.34375000,0.66574275,-0.71241230,0.01141082,0.01784030,0.25532576,0.14771122,-42.29729843,-4.43821001,-19.87448692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00462629,-0.00043058,0.97470587,-0.00292961,-0.00190089,0.00231127,0.65944856,0.23617174,-0.66378373,0.26218668,,,,1,0,1771633092023033776
S,78,0,33.01694367,38.00444031,101903.34375000,0.66378963,-0.71094745,0.00774871,0.10176364,-0.08799697,0.16297001,-42.25109100,-4.37966108,-20.02769661,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00453766,-0.00038500,0.97465932,-0.00368282,0.00167628,0.00244429,0.65958369,0.23610535,-0.66369724,0.26212522,,,,1,0,1771633092035128634
S,78,0,33.02788540,38.00958252,101902.23437500,0.66598690,-0.71045917,0.01238738,-0.10423000,0.01118515,0.14008182,-42.49196243,-4.58318472,-19.98996162,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00445426,-0.00040494,0.97464544,-0.00321181,0.00139334,0.00310936,0.65939361,0.23598978,-0.66395134,0.26206395,,,,1,0,1771633092046127074
S,78,0,33.04026930,38.00900269,101904.01562500,0.66513240,-0.71338886,0.00823699,-0.07371242,-0.06510878,-0.14220576,-42.34798813,-4.53446484,-19.87759972,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00438613,-0.00041973,0.97464943,-0.00227085,-0.00011270,0.00004828,0.65982080,0.23586442,-0.66361254,0.26195976,,,,1,0,1771633092056039689
S,78,0,33.05046711,38.00291443,101902.85937500,0.66293514,-0.71290058,0.01128875,0.01021091,0.07984970,-0.11931758,-42.40325165,-4.41639614,-19.98299026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00428649,-0.00044282,0.97463721,-0.00292888,-0.00001757,0.00231091,0.65980512,0.23561329,-0.66366690,0.26208770,,,,1,0,1771633092068100621
S,78,0,33.06261982,38.00358582,101903.00000000,0.66403377,-0.71375507,0.00909148,0.04835788,0.01881455,0.06378789,-42.33135986,-4.47827148,-19.99049950,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00421038,-0.00041458,0.97464794,0.00008235,-0.00058307,0.00191096,0.65956962,0.23567314,-0.66398042,0.26183212,,,,1,0,1771633092079163024
S,78,0,33.07503595,38.01271057,101902.76562500,0.66501033,-0.71241230,0.01141082,0.13991061,0.15614364,-0.02013545,-42.39406967,-4.51585054,-20.03132439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00413628,-0.00046626,0.97472465,-0.00048247,-0.00189937,0.00337601,0.65972614,0.23547332,-0.66390151,0.26181778,,,,1,0,1771633092089026454
S,78,0,33.08660601,38.00453186,101902.81250000,0.66269100,-0.71253437,0.01067840,-0.15000637,0.23243758,0.07141728,-42.51781082,-4.79169798,-19.88862419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00391201,-0.00044712,0.97475809,-0.00349476,-0.00189993,0.00111223,0.66028565,0.23568231,-0.66375321,0.26059243,,,,1,0,1771633092101235811
S,78,0,33.09825536,38.02061462,101903.81250000,0.66305721,-0.71387714,0.00835906,-0.05082424,0.14851424,-0.31005242,-42.58794022,-4.99155521,-19.85877037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00355488,-0.00045667,0.97486442,-0.00189511,0.00101704,0.00297628,0.66086930,0.23543887,-0.66358036,0.25977224,,,,1,0,1771633092112189215
S,78,0,33.10980249,38.01441956,101902.39062500,0.66220272,-0.71302265,0.01153289,-0.05845364,-0.11851455,-0.14220576,-42.43801498,-4.71195412,-19.93090820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00325547,-0.00057981,0.97486520,-0.00020058,0.00252332,-0.00114997,0.66102940,0.23483786,-0.66369110,0.25962597,,,,1,0,1771633092122071755
S,78,0,33.12061512,38.01214600,101902.14062500,0.66342342,-0.71229023,0.01153289,0.12465182,-0.04222060,-0.02013545,-42.51332855,-4.86756182,-19.89712715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00288611,-0.00072273,0.97488070,0.00337633,-0.00199453,0.00084635,0.66119027,0.23430195,-0.66390884,0.25914317,,,,1,0,1771633092134128040
S,78,0,33.12966923,38.01147461,101903.84375000,0.66427791,-0.71277851,0.01189910,0.17805758,-0.01170303,-0.01250606,-42.65649033,-5.10217571,-19.83250046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00267596,-0.00074481,0.97486949,0.00158842,0.00224058,-0.00088394,0.66142493,0.23419386,-0.66391319,0.25863060,,,,1,0,1771633092143973840
S,78,0,33.14068511,38.01281738,101902.92187500,0.66317928,-0.71277851,0.00896941,0.15516940,-0.08036757,0.17822880,-42.60024261,-4.89284277,-19.93901062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00225615,-0.00078118,0.97488081,0.00290663,0.00092260,0.00310900,0.66179711,0.23390730,-0.66399908,0.25771582,,,,1,0,1771633092157220208
S,78,0,33.15110702,38.00158691,101903.06250000,0.66330135,-0.71082538,0.01128875,0.49086273,-0.20243788,-0.14220576,-42.51356125,-4.84078598,-19.92743111,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00219311,-0.00091228,0.97487587,0.00300014,0.00195743,-0.00075196,0.66162193,0.23352849,-0.66419113,0.25801364,,,,1,0,1771633092166018294
S,78,0,33.16195259,38.01347351,101902.60937500,0.66391170,-0.71045917,0.01043426,0.26961032,-0.17192030,-0.31005242,-42.46899796,-4.77753687,-19.89975357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00215816,-0.00108685,0.97476095,0.00450679,-0.00067667,-0.00048492,0.66191757,0.23310746,-0.66395539,0.25824305,,,,1,0,1771633092178119411
S,78,0,33.17312747,38.01965332,101903.06250000,0.66244686,-0.71180195,0.01006805,0.17805758,-0.30924940,0.04852910,-42.48871994,-4.84110260,-19.90931511,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00218601,-0.00119826,0.97479415,0.00074202,-0.00011225,-0.00194823,0.66189730,0.23288345,-0.66395545,0.25849655,,,,1,0,1771633092188009359
S,78,0,33.18600066,38.01937866,101902.14062500,0.66427791,-0.71241230,0.01250945,-0.05845364,-0.16429090,-0.27953485,-42.36519623,-4.39201546,-19.94219971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00231171,-0.00116155,0.97477144,0.00271782,0.00205213,0.00111191,0.66191989,0.23325931,-0.66390455,0.25823054,,,,1,0,1771633092197968362
S,78,0,33.19488140,38.01652527,101902.82812500,0.66647518,-0.71106952,0.01104461,0.04072849,0.09510849,-0.06591181,-42.38334274,-4.36634541,-19.95534706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00252328,-0.00119204,0.97477782,-0.00048134,0.00073436,-0.00008560,0.66128415,0.23291628,-0.66410613,0.25964671,,,,1,0,1771633092211196972
S,78,0,33.20599364,38.01071167,101901.81250000,0.66513240,-0.71021503,0.01250945,0.01784030,0.09510849,-0.29479364,-42.32999420,-4.36889029,-20.01827431,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00285892,-0.00108685,0.97487468,-0.00057613,0.00289941,0.00124605,0.66127986,0.23340632,-0.66380215,0.25999469,,,,1,0,1771633092220974680
S,78,0,33.21819026,38.02479553,101902.29687500,0.66330135,-0.70862812,0.01482879,-0.00504788,0.04170273,-0.05828242,-42.38891983,-4.51394606,-20.07217979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00314135,-0.00096797,0.97487301,0.00055342,-0.00293655,-0.00248139,0.66068840,0.23399903,-0.66411161,0.26017508,,,,1,0,1771633092233179648
S,78,0,33.23038760,38.00700378,101903.34375000,0.66696346,-0.70801777,0.01116668,-0.23392969,0.07984970,0.06378789,-42.44377136,-4.54810953,-20.04285049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00345186,-0.00100316,0.97491854,0.00130595,-0.00274712,-0.00061741,0.66074955,0.23437434,-0.66385603,0.26033431,,,,1,0,1771633092244238958
S,78,0,33.24141914,38.00463867,101900.93750000,0.66574275,-0.70838398,0.01177703,-0.18052395,0.15614364,0.02564091,-42.38513947,-4.50785303,-19.92043495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00365110,-0.00093496,0.97487980,-0.00283610,0.00045204,-0.00194840,0.66060770,0.23479973,-0.66384286,0.26034451,,,,1,0,1771633092254041999
S,78,0,33.25259470,38.00511169,101903.56250000,0.66537654,-0.70850605,0.01311980,0.02546970,0.02644394,0.20874637,-42.41099548,-4.45296049,-20.02258301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00386842,-0.00084338,0.97485745,-0.00151796,-0.00086564,0.00164515,0.66029119,0.23499860,-0.66384840,0.26095328,,,,1,0,1771633092266142765
S,78,0,33.26291543,38.00758362,101902.51562500,0.66989315,-0.70813984,0.01177703,-0.14237697,-0.08036757,-0.09642939,-42.20602417,-4.30417633,-19.98881721,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00404093,-0.00078437,0.97481430,0.00083495,-0.00340707,-0.00154943,0.66036081,0.23525576,-0.66362882,0.26110366,,,,1,0,1771633092277142835
S,78,0,33.27370247,38.00947571,101902.75000000,0.66452205,-0.71058124,0.01348602,-0.31022364,-0.06510878,0.04852910,-42.27735901,-4.43594217,-20.06107521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00419473,-0.00072145,0.97481149,-0.00405961,-0.00227770,0.00004827,0.66030401,0.23574783,-0.66363811,0.26077974,,,,1,0,1771633092287029820
S,78,0,33.28529721,38.01338196,101901.98437500,0.66720760,-0.70997089,0.00860320,-0.01267727,0.19429061,0.11719364,-42.29356384,-4.42048550,-19.98612595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00436440,-0.00071329,0.97476244,-0.00208299,-0.00218347,0.00004915,0.65994525,0.23575203,-0.66374612,0.26140815,,,,1,0,1771633092299131011
S,78,0,33.29481083,38.01480103,101903.04687500,0.66525447,-0.70752949,0.01019012,-0.20341213,-0.05747939,0.05615849,-42.31098557,-4.36983204,-19.98858452,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00443642,-0.00069789,0.97475231,-0.00405995,-0.00227750,0.00271045,0.65988672,0.23582037,-0.66372555,0.26154673,,,,1,0,1771633092310144970
S,78,0,33.30598576,38.00976562,101902.70312500,0.66635311,-0.70862812,0.01031219,-0.22630031,-0.04222060,-0.11168818,-42.31963730,-4.41786432,-20.05694580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00459781,-0.00071082,0.97472125,-0.00330661,-0.00114788,0.00164539,0.65973121,0.23586431,-0.66369790,0.26196927,,,,1,0,1771633092320082955
S,78,0,33.31716073,38.01452637,101901.90625000,0.66562068,-0.70936054,0.01067840,-0.13474758,-0.01170303,0.10193485,-42.38725281,-4.41007757,-19.83097267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00463795,-0.00069647,0.97475070,-0.00415388,-0.00218317,0.00137973,0.65974140,0.23614901,-0.66375428,0.26154393,,,,1,0,1771633092332146646
S,78,0,33.32833576,38.01756287,101902.34375000,0.66391170,-0.71363300,0.01311980,-0.21104153,0.02644394,0.13245243,-42.21074295,-4.31347895,-19.92428207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00460996,-0.00062321,0.97472841,-0.00255284,-0.00491209,-0.00061703,0.65976107,0.23602422,-0.66363531,0.26190901,,,,1,0,1771633092342039335
S,78,0,33.33813638,38.01985168,101902.25000000,0.66586483,-0.70936054,0.01055633,-0.37888819,-0.01170303,0.09430546,-42.27169037,-4.38727856,-19.86427498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00457983,-0.00060944,0.97477096,-0.00330758,-0.00077154,-0.00035130,0.65988624,0.23597683,-0.66352218,0.26192284,,,,1,0,1771633092354156082
S,78,0,33.34696076,38.01185608,101903.17187500,0.66317928,-0.71021503,0.00689422,-0.07371242,-0.12614393,-0.13457637,-42.27311707,-4.44387674,-19.87953949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00458472,-0.00055382,0.97481608,-0.00227176,-0.00425316,0.00151292,0.65975833,0.23606718,-0.66362107,0.26191282,,,,1,0,1771633092365159041
S,78,0,33.35813573,38.01414490,101902.73437500,0.66293514,-0.71143574,0.00884734,-0.26444727,0.17903182,0.11719364,-42.31917572,-4.31832266,-19.86232948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00455999,-0.00050203,0.97482598,-0.00170667,0.00120513,0.00097999,0.65967518,0.23589101,-0.66359627,0.26234367,,,,1,0,1771633092377104215
S,78,0,33.37108571,38.01556396,101902.68750000,0.66391170,-0.71143574,0.01250945,-0.26444727,0.11799667,0.04089970,-42.37157059,-4.43113947,-19.92323303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00445228,-0.00043809,0.97475803,-0.00340042,-0.00048921,0.00071354,0.65961391,0.23569994,-0.66364092,0.26255623,,,,1,0,1771633092386018873
S,78,0,33.38172736,37.99816895,101902.25000000,0.66342342,-0.71167988,0.00628387,-0.11948879,0.13325545,0.02564091,-42.23308945,-4.25198174,-19.88639832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00425875,-0.00034721,0.97478163,-0.00443605,0.00186357,-0.00287970,0.65948141,0.23563230,-0.66388911,0.26232228,,,,1,0,1771633092398181694
S,78,0,33.39302536,38.02117920,101902.53125000,0.66378963,-0.71155781,0.00933562,-0.06608303,0.00355576,0.29266971,-42.42144775,-4.60297728,-20.08684731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00417091,-0.00025451,0.97476429,-0.00547222,-0.00293655,0.00031457,0.65931588,0.23583262,-0.66414946,0.26189923,,,,1,0,1771633092409199449
S,78,0,33.40533173,38.01470947,101903.00000000,0.66281307,-0.71058124,0.00787078,-0.11185940,0.01118515,0.09430546,-42.33312225,-4.32847977,-19.92650795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00406850,-0.00025517,0.97477818,-0.00217737,-0.00227737,-0.00061690,0.65922475,0.23566104,-0.66429448,0.26191494,,,,1,0,1771633092419040805
S,78,0,33.41649416,38.01129150,101902.25000000,0.66281307,-0.71167988,0.00787078,-0.12711819,0.28584334,0.07904667,-42.39243698,-4.36582804,-19.82704544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00397021,-0.00023756,0.97469085,-0.00067134,-0.00039436,-0.00194854,0.65916884,0.23531319,-0.66430461,0.26234242,,,,1,0,1771633092431173570
S,78,0,33.42642735,38.01765442,101902.85937500,0.66366756,-0.71216816,0.00848113,-0.05082424,0.00355576,-0.02776485,-42.36561584,-4.46366501,-19.90424919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00377476,-0.00009335,0.97464007,-0.00339987,0.00101715,0.00044657,0.65935123,0.23515365,-0.66416395,0.26238331,,,,1,0,1771633092441007167
S,78,0,33.43636083,38.01576233,101903.20312500,0.66354549,-0.71180195,0.00738250,0.08650485,-0.01170303,0.10956424,-42.48221207,-4.69029331,-20.00876045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00355797,-0.00004723,0.97464788,-0.00038899,0.00045299,-0.00248078,0.65964365,0.23518479,-0.66414022,0.26167980,,,,1,0,1771633092453147950
S,78,0,33.44629404,38.01870728,101902.87500000,0.66159236,-0.71033710,0.00738250,0.12465182,-0.11088515,0.07904667,-42.41804886,-4.49080515,-20.03289604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00342238,0.00005149,0.97462940,0.00271741,0.00148764,-0.00154928,0.65955311,0.23538555,-0.66438091,0.26111561,,,,1,0,1771633092464166927
S,78,0,33.45808183,38.01614380,101902.75000000,0.66366756,-0.71009296,0.00823699,0.25435153,-0.21769667,0.10193485,-42.32550812,-4.33118296,-19.86195564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00324745,-0.00002278,0.97466755,0.00262395,0.00252273,0.00217816,0.65953332,0.23466595,-0.66436827,0.26184452,,,,1,0,1771633092474071894
S,78,0,33.46988576,38.01879883,101903.98437500,0.66330135,-0.71277851,0.00689422,0.25435153,-0.14140272,-0.08880000,-42.26728439,-4.33131075,-19.97744942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00332507,0.00007419,0.97461659,0.00742433,0.00487572,-0.00194810,0.65945697,0.23491813,-0.66434401,0.26187244,,,,1,0,1771633092486274640
S,78,0,33.47981902,38.01194763,101902.62500000,0.66452205,-0.70948261,0.01275359,0.23146334,-0.14140272,-0.09642939,-42.41323090,-4.65948772,-19.95583153,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00326826,0.00013482,0.97459936,0.00318902,-0.00218282,-0.00181489,0.65955675,0.23499326,-0.66430008,0.26166508,,,,1,0,1771633092497261302
S,78,0,33.49223566,38.01918030,101901.65625000,0.66403377,-0.70972675,0.00957977,0.35353366,-0.26347303,-0.14983515,-42.35083389,-4.42377806,-20.08079720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00340374,0.00015578,0.97457385,0.00535481,-0.00058258,-0.00367930,0.65959102,0.23543765,-0.66426927,0.26125705,,,,1,0,1771633092506990844
S,78,0,33.50217842,38.01823425,101903.14062500,0.66501033,-0.70997089,0.01263152,0.49086273,-0.31687880,-0.10405879,-42.32904434,-4.44309902,-19.92176437,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00348487,0.00010323,0.97458535,0.00704791,-0.00020591,-0.00354629,0.65985012,0.23545262,-0.66398382,0.26131472,,,,1,0,1771633092519214887
S,78,0,33.51210234,38.01974487,101903.68750000,0.66342342,-0.71021503,0.01250945,0.26198092,-0.05747939,-0.19561152,-42.50102997,-4.70286703,-20.02037239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00356366,0.00005285,0.97462678,0.00638880,0.00346450,-0.00128335,0.66015631,0.23537390,-0.66362125,0.26153359,,,,1,0,1771633092530157920
S,78,0,33.52516950,38.02697754,101902.76562500,0.66354549,-0.70679706,0.01250945,0.23146334,-0.12614393,-0.16509394,-42.33048248,-4.42064953,-19.99865913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00364626,0.00002529,0.97464639,0.00300178,0.00233415,0.00257694,0.66038752,0.23545061,-0.66335827,0.26154771,,,,1,0,1771633092540095164
S,78,0,33.53533343,38.01756287,101903.78125000,0.66623104,-0.70923847,0.01128875,0.27723971,-0.18717909,0.03327031,-42.29949188,-4.39459038,-19.99899864,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00381844,0.00007587,0.97465730,0.00507179,0.00478152,-0.00434408,0.66018379,0.23582578,-0.66343015,0.26154181,,,,1,0,1771633092552156522
S,78,0,33.54438564,38.01689148,101904.03125000,0.66903865,-0.70777363,0.01006805,-0.02030667,-0.13377333,0.01038213,-42.25718307,-4.34688044,-20.05253601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00401912,0.00008668,0.97466582,0.00507004,0.00289905,0.00204341,0.66039234,0.23617563,-0.66314328,0.26142681,,,,1,0,1771633092563164055
S,78,0,33.55680232,38.01205444,101903.31250000,0.66745174,-0.70545429,0.01238738,-0.03556545,0.24006698,0.10193485,-42.36568832,-4.44377518,-19.92258453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00414721,0.00006940,0.97467262,0.00036424,-0.00030044,-0.00021843,0.66021967,0.23625883,-0.66318089,0.26169240,,,,1,0,1771633092573087688
S,78,0,33.56797737,38.00976562,101904.12500000,0.67013729,-0.70838398,0.01287566,0.13228121,0.14851424,0.04852910,-42.35596466,-4.50473022,-19.97831154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00419449,0.00016104,0.97473085,0.00083518,0.00280649,0.00097980,0.66023594,0.23656988,-0.66314292,0.26146656,,,,1,0,1771633092585160713
S,78,0,33.57666895,38.01670837,101903.96875000,0.66720760,-0.70948261,0.00860320,-0.00504788,0.06459092,0.28504032,-42.39133453,-4.40902853,-20.00053978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00439428,0.00022354,0.97479635,-0.00311748,0.00111173,-0.00141595,0.66012353,0.23685670,-0.66307086,0.26167321,,,,1,0,1771633092596119801
