state_letter,set_extension,encoder_position,timestamp,invalid_fields,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,scaledAmbientPressure,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,estPressureAlt,estAttitudeUncertQuaternionW,estAttitudeUncertQuaternionX,estAttitudeUncertQuaternionY,estAttitudeUncertQuaternionZ,estAngularRateX,estAngularRateY,estAngularRateZ,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estGravityVectorX,estGravityVectorY,estGravityVectorZ,current_altitude,vertical_velocity,vertical_acceleration,predicted_apogee,a_coefficient,b_coefficient,uncertainty_threshold_1,uncertainty_threshold_2,batch_number,imu_queue_size,apogee_predictor_queue_size,update_timestamp_ns
S,-0.72,0,1737839613736416768,,0.99858588,0.01116361,-0.00368982,0.01546394,0.00536619,0.00388746,0.00998357,0.00011236,-0.00004365,0.00015899,0.00005254,0.00003436,1034.81445312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,0,0,1737839613725064937
S,-0.72,0,1737839613759872768,,,,,,,,,,,,,,,0.37054881,0.61067533,0.36886460,-0.59473372,-177.89152527,0.01240638,0.00772862,0.01278852,0.00780075,0.01591329,0.00459677,0.00798061,9.79093456,0.13447881,-0.03013195,0.01328278,0.26961759,-0.20588903,-9.77765179,0.13513878,-0.17575708,-0.15220032,0.00000000,9.74928223,,,,,,2353,1,0,1737839613738400536
S,-0.72,0,1737839613746406144,,0.99948519,0.01205388,-0.00243465,0.01501085,0.00418211,0.00439011,0.00999274,0.00011481,-0.00001909,0.00014743,0.00004557,0.00004838,1034.80883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,0,0,1737839613739010895
S,-0.72,0,1737839613756397568,,0.99993944,0.01260492,-0.00124061,0.01282916,0.00302546,0.00192545,0.01000599,0.00012659,-0.00001441,0.00012871,0.00003112,0.00000840,1034.80615234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,0,0,1737839613749464654
S,-0.72,0,1737839613779846656,,,,,,,,,,,,,,,0.37047130,0.61073625,0.36879399,-0.59476322,-178.02363586,0.01240638,0.00772862,0.01278852,0.00780075,0.00396792,0.00009945,0.00492205,9.75138760,0.13630420,0.00086751,-0.02625465,0.27156657,-0.17532665,-9.77764225,0.13526236,-0.17619416,-0.28431091,0.00000000,9.71132051,,,,,,2356,0,0,1737839613756651344
S,-0.72,0,1737839613766385152,,0.99798155,0.01283542,0.00026866,0.00583537,0.00296520,0.00059494,0.00997288,0.00012345,0.00000815,0.00005835,0.00002267,0.00000772,1034.81213379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356,0,0,1737839613756651344
S,-0.72,0,1737839613776374272,,0.99910676,0.01401313,0.00155574,-0.00292891,0.00589477,-0.00009428,0.00999476,0.00013414,0.00002019,-0.00003594,0.00005568,-0.00000138,1034.81640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357,0,0,1737839613766884290
S,-0.72,0,1737839613799818496,,,,,,,,,,,,,,,0.37048185,0.61074382,0.36883530,-0.59472322,-178.02363586,0.01240638,0.00772862,0.01278852,0.00780075,-0.01407566,0.00021489,0.00769599,9.79324722,0.13547318,0.02852751,0.01561928,0.27072477,-0.14844429,-9.77762794,0.13525158,-0.17697181,-0.28431091,0.00000000,9.75444033,,,,,,2358,0,0,1737839613774081685
S,-0.72,0,1737839613786365440,,0.99831694,0.01551512,0.00189213,-0.01373925,0.00381966,0.00300765,0.00998467,0.00015394,0.00001433,-0.00014449,0.00003145,0.00003900,1034.81835938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359,0,0,1737839613780607378
S,-0.72,0,1737839613796352512,,0.99916035,0.01706955,0.00018089,-0.01956726,0.00323627,0.00239099,0.00999074,0.00017396,0.00000507,-0.00020644,0.00003393,0.00002027,1034.81921387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,0,0,1737839613785481265
S,-0.72,0,1737839613819794176,,,,,,,,,,,,,,,0.37061238,0.61068928,0.36895764,-0.59462208,-178.17160034,0.01240638,0.00772862,0.01278852,0.00780075,-0.02248734,0.00351142,0.00138457,9.78455448,0.16802040,0.01393736,0.00694084,0.30374271,-0.16349536,-9.77761364,0.13572231,-0.17743272,-0.43227539,0.00000000,9.74295446,,,,,,2361,1,0,1737839613799157642
S,-0.72,0,1737839613806341888,,0.99910355,0.01903147,-0.00131725,-0.02250546,0.00237855,0.00199681,0.00998801,0.00019698,-0.00001483,-0.00023565,0.00002172,0.00001895,1034.82751465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,0,0,1737839613800114520
S,-0.72,0,1737839613816333312,,0.99946702,0.01820281,-0.00355840,-0.02141116,0.00158720,0.00263401,0.00999552,0.00017744,-0.00003860,-0.00022115,0.00001551,0.00002896,1034.83288574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,0,0,1737839613810643218
S,-0.72,0,1737839613839768064,,,,,,,,,,,,,,,0.37074810,0.61061835,0.36908540,-0.59453088,-178.17160034,0.01240638,0.00772862,0.01278852,0.00780075,-0.01445192,-0.00346832,0.00014118,9.80117702,0.15571915,-0.05727191,0.02357101,0.29172069,-0.23485772,-9.77760601,0.13600153,-0.17758581,-0.43227539,0.00000000,9.75654198,,,,,,2364,1,0,1737839613815845658
S,-0.72,0,1737839613826320640,,0.99898189,0.01727706,-0.00436234,-0.01690731,0.00050425,0.00257326,0.00999314,0.00016884,-0.00004833,-0.00016920,0.00000240,0.00001425,1034.83557129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365,0,0,1737839613816464481
S,-0.72,0,1737839613836310528,,0.99941283,0.01819453,-0.00505374,-0.01110656,0.00076627,0.00239121,0.00999289,0.00018435,-0.00005319,-0.00009401,0.00001471,0.00002247,1034.83679199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366,0,0,1737839613827223049
S,-0.72,0,1737839613859745792,,,,,,,,,,,,,,,0.37082046,0.61058617,0.36913466,-0.59448832,-178.36184692,0.01240638,0.00772862,0.01278852,0.00780075,-0.01019377,0.00323902,0.00195823,9.77228832,0.15659963,-0.00489233,-0.00531483,0.29296637,-0.18241833,-9.77760315,0.13636674,-0.17752600,-0.62252197,0.00000000,9.73039714,,,,,,2367,1,0,1737839613839869796
S,-0.72,0,1737839613846301952,,0.99910194,0.01765095,-0.00347117,-0.00984648,0.00091573,0.00155689,0.00999291,0.00017455,-0.00003296,-0.00009117,0.00000323,0.00001976,1034.84545898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368,0,0,1737839613840413755
S,-0.72,0,1737839613856289536,,0.99930865,0.02065136,-0.00650801,-0.00993983,0.00088078,0.00363819,0.00998811,0.00021429,-0.00006126,-0.00009132,0.00001284,0.00003341,1034.85351562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369,0,0,1737839613845917318
S,-0.72,0,1737839613879722240,,,,,,,,,,,,,,,0.37073541,0.61030740,0.36924317,-0.59476024,-178.36184692,0.01240623,0.00772793,0.01278773,0.00779935,-0.01478090,0.00761000,0.01092407,9.79129887,0.16151325,-0.06033972,0.01351929,0.29161686,-0.23277411,-9.77777958,0.13010360,-0.17243439,-0.62252197,0.00000000,9.74585581,,,,,,2370,1,0,1737839613858161703
S,-0.72,0,1737839613866279680,,0.99851638,0.01756273,-0.00559276,-0.01017895,0.00259275,0.00410092,0.00998753,0.00017424,-0.00006092,-0.00011301,0.00002935,0.00004152,1034.85729980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,0,0,1737839613858765264
S,-0.72,0,1737839613876271104,,0.99770659,0.01521129,-0.00894138,-0.00597463,0.00334186,0.00463609,0.00997859,0.00014952,-0.00008673,-0.00005904,0.00003039,0.00006023,1034.85913086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372,0,0,1737839613868737501
S,-0.72,0,1737839613899696384,,,,,,,,,,,,,,,0.37077904,0.61031502,0.36925015,-0.59472090,-178.32485962,0.01240623,0.00772793,0.01278773,0.00779935,0.00616863,0.00194587,-0.00008421,9.78765678,0.12239403,-0.11135755,0.00989151,0.25327674,-0.28407440,-9.77776527,0.13088271,-0.17271684,-0.58553467,0.00000000,9.74190128,,,,,,2373,0,0,1737839613878008586
S,-0.72,0,1737839613886258688,,0.99846071,0.01368398,-0.00897287,0.00424664,0.00118808,0.00338907,0.00998498,0.00013839,-0.00010161,0.00005518,-0.00000229,0.00002584,1034.85839844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,0,0,1737839613878008586
S,-0.72,0,1737839613896248064,,0.99769551,0.01510790,-0.00900101,0.01250958,0.00131066,0.00388181,0.00997371,0.00015221,-0.00008714,0.00013637,0.00001572,0.00005396,1034.85742188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374,0,0,1737839613886815336
S,-0.72,0,1737839613919668480,,,,,,,,,,,,,,,0.37071207,0.61038446,0.36915621,-0.59474963,-178.32485962,0.01240850,0.00773101,0.01279050,0.00780163,0.02220225,0.00216217,0.00462150,9.79922771,0.18722053,-0.03536954,0.02147675,0.31869259,-0.20838922,-9.77775097,0.13147207,-0.17301969,-0.58553467,0.00000000,9.75338995,,,,,,2375,0,0,1737839613894171516
S,-0.72,0,1737839613906239744,,0.99900109,0.01708804,-0.00588439,0.01773169,0.00075433,0.00458058,0.00998776,0.00016951,-0.00005227,0.00018687,0.00001909,0.00004185,1034.85681152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,0,0,1737839613899093855
S,-0.72,0,1737839613916227328,,0.99853861,0.01598163,-0.00350834,0.01413247,0.00236637,0.00434422,0.00999125,0.00016549,-0.00002870,0.00014314,0.00002408,0.00004663,1034.85681152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377,0,0,1737839613906063213
S,-0.72,0,1737839613939644928,,,,,,,,,,,,,,,0.37065449,0.61045247,0.36906141,-0.59477460,-178.18745422,0.01240850,0.00773101,0.01279050,0.00780163,0.00231939,-0.00559352,0.00016576,9.77445793,0.14522623,-0.05682847,-0.00327969,0.27742666,-0.23010203,-9.77773762,0.13220045,-0.17327356,-0.44812927,0.00000000,9.73020735,,,,,,2378,1,0,1737839613919675173
S,-0.72,0,1737839613926217984,,0.99867797,0.01562116,-0.00248195,0.00417102,0.00186882,0.00382850,0.00998276,0.00015424,-0.00002250,0.00002322,0.00001545,0.00003664,1034.85253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,0,0,1737839613920278882
S,-0.72,0,1737839613936209664,,0.99915332,0.01516277,-0.00160731,-0.00600647,0.00213955,0.00380582,0.00999728,0.00014940,-0.00001438,-0.00007577,0.00002373,0.00004015,1034.84594727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,0,0,1737839613928951758
S,-0.72,0,1737839613959619072,,,,,,,,,,,,,,,0.37070465,0.61045456,0.36909139,-0.59472263,-178.18745422,0.01240850,0.00773101,0.01279050,0.00780163,-0.01024302,-0.00096705,0.00167661,9.80135059,0.16224420,-0.06969763,0.02363014,0.29508501,-0.24345316,-9.77772045,0.13284081,-0.17375553,-0.44812927,0.00000000,9.75526642,,,,,,2381,0,0,1737839613938509112
S,-0.72,0,1737839613946197504,,0.99910808,0.01488596,-0.00443659,-0.01186213,0.00359024,0.00407179,0.00999609,0.00015014,-0.00004784,-0.00013029,0.00004237,0.00004440,1034.84277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,0,0,1737839613938509112
S,-0.72,0,1737839613956187392,,0.99877000,0.01615718,-0.00448975,-0.01568248,0.00003154,0.00441266,0.00998710,0.00016520,-0.00005212,-0.00017063,-0.00000137,0.00004367,1034.84130859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382,0,0,1737839613948289354
S,-0.72,0,1737839613979597056,,,,,,,,,,,,,,,0.37081802,0.61041278,0.36917120,-0.59464520,-178.02891541,0.01240850,0.00773101,0.01279050,0.00780163,-0.01578199,-0.00388441,0.00721649,9.81051826,0.14123076,-0.04077959,0.03281116,0.27475274,-0.21469206,-9.77770710,0.13352199,-0.17391247,-0.28959045,0.00000000,9.76716486,,,,,,2383,1,0,1737839613960933471
S,-0.72,0,1737839613966179328,,0.99857301,0.01428624,-0.00550940,-0.01403165,-0.00021265,0.00286457,0.00997956,0.00014029,-0.00005417,-0.00013897,0.00000242,0.00003254,1034.83569336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384,0,0,1737839613962132870
S,-0.72,0,1737839613976166912,,0.99957865,0.01397160,-0.00676436,-0.01194512,0.00155043,0.00235484,0.00999829,0.00013394,-0.00007249,-0.00011191,0.00002798,0.00001916,1034.82788086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,0,0,1737839613964985798
S,-0.72,0,1737839613999573760,,,,,,,,,,,,,,,0.37089178,0.61038327,0.36923045,-0.59459269,-178.02891541,0.01240850,0.00773101,0.01279050,0.00780163,-0.00824787,0.00220870,0.00381801,9.81581497,0.14432587,-0.06814709,0.03811550,0.27820492,-0.24221094,-9.77769947,0.13387904,-0.17406385,-0.28959045,0.00000000,9.77072123,,,,,,2386,1,0,1737839613980889982
S,-0.72,0,1737839613986157312,,0.99980587,0.01514281,-0.00833749,-0.00900980,0.00191145,0.00400841,0.00999576,0.00015187,-0.00008260,-0.00008728,0.00001494,0.00003648,1034.82409668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,0,0,1737839613982493892
S,-0.72,0,1737839613996149248,,0.99886394,0.01592584,-0.00955804,-0.00964592,0.00251662,0.00362173,0.00999593,0.00016072,-0.00009299,-0.00008726,0.00002499,0.00003932,1034.82226562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388,0,0,1737839613988824331
S,-0.72,0,1737839614019547904,,,,,,,,,,,,,,,0.37095746,0.61037588,0.36927149,-0.59453386,-178.02891541,0.01240850,0.00773101,0.01279050,0.00780163,-0.00818878,0.00365430,0.00629233,9.78904343,0.13796322,-0.06909300,0.01136017,0.27252051,-0.24357209,-9.77768326,0.13455729,-0.17447908,-0.28959045,0.00000000,9.74424493,,,,,,2389,0,0,1737839613996629862
S,-0.72,0,1737839614006136832,,0.99857134,0.01584963,-0.00852945,-0.01027405,0.00245103,0.00410770,0.00998881,0.00016480,-0.00008067,-0.00010266,0.00003042,0.00004724,1034.82714844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390,0,0,1737839613997220218
S,-0.72,0,1737839614016126208,,0.99995703,0.01351538,-0.01091220,-0.00617847,0.00426542,0.00319490,0.00999787,0.00012562,-0.00011691,-0.00006177,0.00004834,0.00003020,1034.84570312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391,0,0,1737839614007923036
S,-0.72,0,1737839614039520256,,,,,,,,,,,,,,,0.37098569,0.61039174,0.36929536,-0.59448510,-178.37242126,0.01240850,0.00773101,0.01279050,0.00780163,0.00268904,0.00616774,0.00260720,9.81506252,0.12170535,-0.11147315,0.03740025,0.25678903,-0.28667662,-9.77766228,0.13508369,-0.17520346,-0.63309631,0.00000000,9.76882222,,,,,,2392,0,0,1737839614014470993
S,-0.72,0,1737839614026117632,,0.99967569,0.01321469,-0.01125417,0.00373705,0.00440867,0.00482976,0.00999821,0.00013095,-0.00011446,0.00005482,0.00004397,0.00004622,1034.85449219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393,0,0,1737839614018731874
S,-0.72,0,1737839614036104960,,0.99975157,0.01567763,-0.01057373,0.01428661,0.00366272,0.00387852,0.01000635,0.00015429,-0.00010496,0.00014909,0.00004002,0.00003046,1034.85876465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394,0,0,1737839614024971725
S,-0.72,0,1737839614059496448,,,,,,,,,,,,,,,0.37090433,0.61047560,0.36921123,-0.59450209,-178.37242126,0.01240850,0.00773101,0.01279050,0.00780163,0.02107824,0.00461594,0.00176230,9.80920315,0.17755485,-0.10325778,0.03155994,0.31313139,-0.27924684,-9.77764320,0.13557656,-0.17598905,-0.63309631,0.00000000,9.75987247,,,,,,2395,0,0,1737839614040203210
S,-0.72,0,1737839614046094848,,0.99961948,0.01878465,-0.00897279,0.01781444,0.00368846,0.00334117,0.00999012,0.00018485,-0.00009125,0.00018302,0.00004037,0.00002785,1034.86083984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,0,0,1737839614040203210
S,-0.72,0,1737839614056086272,,0.99861836,0.01932754,-0.00688285,0.01653909,0.00590573,0.00273341,0.00998855,0.00019708,-0.00007304,0.00016471,0.00005787,0.00002941,1034.87939453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396,0,0,1737839614049460572
S,-0.72,0,1737839614079470848,,,,,,,,,,,,,,,0.37079784,0.61057842,0.36910841,-0.59452671,-178.64721680,0.01240850,0.00773101,0.01279050,0.00780163,0.01571524,0.00240329,0.00810652,9.83099842,0.18063162,-0.01968450,0.05338097,0.31670019,-0.19664589,-9.77761745,0.13606857,-0.17696138,-0.90789185,0.00000000,9.78570299,,,,,,2397,0,0,1737839614056833737
S,-0.72,0,1737839614066074368,,1.00096011,0.01776520,-0.00321515,0.01411267,0.00500200,0.00548058,0.01000643,0.00018062,-0.00002044,0.00014920,0.00005538,0.00005594,1034.88818359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,0,0,1737839614056833737
S,-0.72,0,1737839614076064000,,1.00105917,0.01803012,-0.00320549,0.00974247,0.00559601,0.00513877,0.01000706,0.00017243,-0.00002673,0.00010041,0.00005936,0.00005145,1034.89245605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398,0,0,1737839614066947128
S,-0.72,0,1737839614099449856,,,,,,,,,,,,,,,0.37074280,0.61066622,0.36903682,-0.59451538,-178.64721680,0.01240850,0.00773101,0.01279050,0.00780163,0.00835442,0.00747379,0.00680522,9.79682350,0.15165843,-0.03313022,0.01923656,0.28862065,-0.21115342,-9.77758694,0.13696222,-0.17802320,-0.90789185,0.00000000,9.75254129,,,,,,2399,0,0,1737839614081987822
S,-0.72,0,1737839614086056704,,0.99870992,0.01764393,-0.00306853,0.00940430,0.00472191,0.00530301,0.00998352,0.00018079,-0.00002625,0.00009673,0.00005674,0.00005719,1034.89453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,0,0,1737839614083896226
S,-0.72,0,1737839614096044544,,0.99974173,0.01782201,-0.00156975,0.01081195,0.00488323,0.00501079,0.01000300,0.00018072,-0.00000773,0.00010515,0.00004618,0.00004759,1034.88317871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401,0,0,1737839614085620600
S,-0.72,0,1737839614119427072,,,,,,,,,,,,,,,0.37068823,0.61074150,0.36896646,-0.59451562,-178.45697021,0.01241144,0.00773057,0.01279613,0.00780171,0.01363562,0.00199818,0.00403848,9.80480194,0.17788982,0.01134001,0.02724075,0.31556237,-0.16746901,-9.77756119,0.13767254,-0.17880902,-0.71764526,0.00000000,9.76115597,,,,,,2402,1,0,1737839614098705568
S,-0.72,0,1737839614106035200,,0.99908298,0.01581601,-0.00132288,0.01223098,0.00437565,0.00364825,0.00999204,0.00016281,-0.00000787,0.00012170,0.00003222,0.00003937,1034.87756348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403,0,0,1737839614100396788
S,-0.72,0,1737839614116029440,,1.00014246,0.01489721,-0.00036497,0.01020369,0.00282028,0.00415032,0.01000100,0.00014482,-0.00000141,0.00010709,0.00002501,0.00004157,1034.87487793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404,0,0,1737839614112210030
S,-0.72,0,1737839614139401472,,,,,,,,,,,,,,,0.37047657,0.61053991,0.36894655,-0.59486681,-178.45697021,0.01241129,0.00772985,0.01279535,0.00780030,0.00756048,0.00741847,0.00433718,9.77246666,0.15552022,0.02363586,-0.00527287,0.28690046,-0.15007129,-9.77773952,0.13138025,-0.17370716,-0.71764526,0.00000000,9.73084407,,,,,,2405,1,0,1737839614116083106
S,-0.72,0,1737839614126017280,,0.99869215,0.01537548,0.00080677,0.00721085,0.00366171,0.00397684,0.00997957,0.00016058,0.00000471,0.00007436,0.00004311,0.00003997,1034.87365723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406,0,0,1737839614117161615
S,-0.72,0,1737839614136006912,,0.99940348,0.01812311,0.00067769,0.00049622,0.00305924,0.00420318,0.00999704,0.00018387,0.00000286,0.00000279,0.00001255,0.00005362,1034.84240723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,0,0,1737839614127347925
S,-0.72,0,1737839614159374080,,,,,,,,,,,,,,,0.37050200,0.61056036,0.36893615,-0.59483653,-177.88623047,0.01241129,0.00772985,0.01279535,0.00780030,-0.01362236,0.00708813,0.00524728,9.79294491,0.15438809,0.01696936,0.01522160,0.28655970,-0.15707394,-9.77772331,0.13217160,-0.17404331,-0.14690552,0.00000000,9.75081059,,,,,,2408,0,0,1737839614134133088
S,-0.72,0,1737839614145998848,,0.99867648,0.01586808,0.00086038,-0.01095261,0.00277882,0.00527795,0.00998288,0.00016097,0.00000826,-0.00012279,0.00002918,0.00005555,1034.82214355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409,0,0,1737839614140118286
S,-0.72,0,1737839614155986432,,0.99924922,0.01395183,0.00109144,-0.01873527,0.00225885,0.00448785,0.00998755,0.00013264,0.00001708,-0.00020699,0.00002190,0.00004977,1034.81225586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2410,0,0,1737839614145723793
S,-0.72,0,1737839614179351040,,,,,,,,,,,,,,,0.37064180,0.61051464,0.36904213,-0.59473056,-177.88623047,0.01241129,0.00772985,0.01279535,0.00780030,-0.02371314,0.00232702,0.00478637,9.77874851,0.09325434,-0.00190159,0.00104523,0.22629598,-0.17638411,-9.77770329,0.13304164,-0.17448251,-0.14690552,0.00000000,9.73937628,,,,,,2411,1,0,1737839614158731415
S,-0.72,0,1737839614165976576,,0.99947947,0.01108648,-0.00166460,-0.02124431,0.00326673,0.00365422,0.00999794,0.00010247,-0.00002123,-0.00022763,0.00003634,0.00003765,1034.80749512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412,0,0,1737839614160037072
S,-0.72,0,1737839614175968256,,0.99943352,0.01062028,-0.00477763,-0.01828673,0.00355693,0.00489298,0.00999920,0.00010428,-0.00005083,-0.00018050,0.00002571,0.00004252,1034.82006836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413,0,0,1737839614169735099
S,-0.72,0,1737839614199327232,,,,,,,,,,,,,,,0.37075347,0.61047137,0.36913848,-0.59464562,-178.16104126,0.01241129,0.00772985,0.01279535,0.00780030,-0.00954941,0.00164424,0.00048287,9.80292034,0.10069469,-0.03488998,0.02522945,0.23424873,-0.20972909,-9.77769089,0.13355404,-0.17483911,-0.42171631,0.00000000,9.76119740,,,,,,2414,0,0,1737839614180215475
S,-0.72,0,1737839614185957632,,0.99858892,0.01001014,-0.00472181,-0.01166609,0.00186684,0.00113755,0.00998989,0.00009803,-0.00004613,-0.00010794,0.00001237,0.00001182,1034.82861328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,0,0,1737839614180215475
S,-0.72,0,1737839614195947520,,0.99898887,0.01147396,-0.00402071,-0.00811074,0.00215976,0.00223143,0.00999438,0.00012136,-0.00004016,-0.00008719,0.00001797,0.00002141,1034.83288574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415,0,0,1737839614186889323
S,-0.72,0,1737839614219305728,,,,,,,,,,,,,,,0.37079722,0.61045498,0.36918232,-0.59460795,-178.16104126,0.01241129,0.00772985,0.01279535,0.00780030,-0.00229502,0.00419479,0.00254535,9.82030582,0.10773835,-0.03283248,0.04262257,0.24145795,-0.20791328,-9.77768326,0.13371961,-0.17508081,-0.42171631,0.00000000,9.77810864,,,,,,2416,0,0,1737839614201003866
S,-0.72,0,1737839614205939456,,0.99947453,0.01081044,-0.00259552,-0.00337406,0.00118614,0.00158590,0.00999806,0.00010688,-0.00002608,-0.00002464,0.00001610,0.00001173,1034.83483887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,0,0,1737839614201003866
S,-0.72,0,1737839614215928064,,0.99914187,0.01302783,-0.00228181,-0.00009731,0.00027527,0.00168960,0.00998399,0.00013029,-0.00002416,0.00000830,-0.00000769,0.00001792,1034.82250977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417,0,0,1737839614205729211
S,-0.72,0,1737839614239282432,,,,,,,,,,,,,,,0.37080780,0.61046046,0.36917171,-0.59460235,-177.85452271,0.01241129,0.00772985,0.01279535,0.00780030,-0.00188242,0.00151991,0.00934186,9.76972294,0.11338808,-0.00510567,-0.00795746,0.24743763,-0.18016332,-9.77768040,0.13404955,-0.17505765,-0.11519775,0.00000000,9.72868812,,,,,,2418,0,0,1737839614218768542
S,-0.72,0,1737839614225918464,,0.99911314,0.01355127,-0.00251562,-0.00115561,0.00203118,0.00352640,0.00998764,0.00013305,-0.00002690,-0.00000737,0.00002494,0.00003988,1034.81054688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,0,0,1737839614218768542
S,-0.72,0,1737839614235910656,,0.99930948,0.01472574,-0.00270620,-0.00113373,0.00045692,0.00297208,0.00999692,0.00014772,-0.00002854,-0.00000782,-0.00000071,0.00003225,1034.80480957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,0,0,1737839614230836288
S,-0.72,0,1737839614259257088,,,,,,,,,,,,,,,0.37082502,0.61046922,0.36916316,-0.59458792,-177.85452271,0.01241129,0.00772985,0.01279535,0.00780030,0.00271811,0.00366614,0.00173220,9.77203465,0.18086132,-0.03851582,-0.00563717,0.31538364,-0.21365911,-9.77767181,0.13452232,-0.17514329,-0.11519775,0.00000000,9.72487462,,,,,,2420,1,0,1737839614236060400
S,-0.72,0,1737839614245898752,,0.99925852,0.01698294,-0.00327800,0.00003816,0.00116996,0.00392969,0.00999233,0.00017694,-0.00003464,0.00000417,0.00001531,0.00003269,1034.80200195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421,0,0,1737839614236566242
S,-0.72,0,1737839614255888640,,0.99960452,0.01465819,-0.00443606,0.00016715,-0.00029456,0.00334654,0.00999402,0.00014349,-0.00004673,-0.00000720,-0.00001267,0.00003241,1034.80725098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422,0,0,1737839614247547626
S,-0.72,0,1737839614279229696,,,,,,,,,,,,,,,0.37083754,0.61047554,0.36915210,-0.59458053,-178.00778198,0.01241129,0.00772985,0.01279535,0.00780030,-0.00476584,0.00200310,0.00307645,9.80256271,0.12355900,-0.06248912,0.02489567,0.25845876,-0.23762277,-9.77766705,0.13489977,-0.17513365,-0.26845703,0.00000000,9.75754009,,,,,,2423,0,0,1737839614254394928
S,-0.72,0,1737839614265880576,,0.99871361,0.01307017,-0.00558903,0.00013744,0.00039675,0.00420223,0.00998370,0.00012458,-0.00005961,0.00000197,0.00001029,0.00003093,1034.81286621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424,0,0,1737839614259449493
S,-0.72,0,1737839614275868416,,0.99980056,0.01581600,-0.00451890,-0.00299936,0.00062488,0.00232999,0.00999742,0.00016133,-0.00004393,-0.00003331,0.00000090,0.00001830,1034.81555176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425,0,0,1737839614265116992
