state_letter,set_extension,encoder_position,timestamp,invalid_fields,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,scaledAmbientPressure,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,estPressureAlt,estAttitudeUncertQuaternionW,estAttitudeUncertQuaternionX,estAttitudeUncertQuaternionY,estAttitudeUncertQuaternionZ,estAngularRateX,estAngularRateY,estAngularRateZ,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estGravityVectorX,estGravityVectorY,estGravityVectorZ,current_altitude,vertical_velocity,vertical_acceleration,predicted_apogee,a_coefficient,b_coefficient,uncertainty_threshold_1,uncertainty_threshold_2,batch_number,imu_queue_size,apogee_predictor_queue_size,update_timestamp_ns
S,-0.75,0,1737839597074733205,,,,,,,,,,,,,,,0.36385527,0.61462247,0.36166763,-0.59920382,-177.53216553,0.01231487,0.00745008,0.01267924,0.00753644,0.00394929,0.00709205,0.00456110,9.79770374,0.15448065,-0.08150584,0.01990891,0.28985786,-0.24902278,-9.77779484,0.13537720,-0.16751693,0.20715942,0.00000000,9.79179322,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597075428594,,0.99917012,0.01727607,-0.00763765,0.00377759,0.00556882,0.00405535,0.00999245,0.00017405,-0.00007838,0.00003915,0.00006051,0.00004168,1034.76123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597085418752,,0.99864709,0.01852843,-0.00750658,0.00590177,0.00547391,0.00486213,0.00998174,0.00018880,-0.00007072,0.00006380,0.00004993,0.00005306,1034.78442383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597094714368,,,,,,,,,,,,,,,0.36382765,0.61468327,0.36162865,-0.59918171,-178.30372620,0.01231487,0.00745008,0.01267924,0.00753644,0.00706123,0.00266084,0.00313815,9.80186462,0.19485208,-0.05037792,0.02409744,0.33094311,-0.21880646,-9.77776718,0.13609101,-0.16842854,-0.56440125,0.00000000,9.79589545,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597095399424,,0.99970502,0.01945939,-0.00686335,0.00512088,0.00506671,0.00452893,0.01000194,0.00019364,-0.00006621,0.00005001,0.00004394,0.00004953,1034.82043457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597105369856,,0.99904752,0.01885763,-0.00566817,0.00431799,0.00581357,0.00609697,0.00999470,0.00018530,-0.00005597,0.00004267,0.00005915,0.00006315,1034.83776855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597114675712,,,,,,,,,,,,,,,0.36381030,0.61475384,0.36158901,-0.59914380,-178.30372620,0.01231487,0.00745008,0.01267924,0.00753644,0.00556702,0.00402273,0.00407963,9.79717350,0.20758331,-0.05648705,0.01943874,0.34470057,-0.22605102,-9.77773476,0.13711728,-0.16956396,-0.56440125,0.00000000,9.79087771,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597115330816,,0.99959230,0.01915221,-0.00429936,0.00614479,0.00588066,0.00659742,0.00999246,0.00019343,-0.00004024,0.00006357,0.00006657,0.00006466,1034.84619141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597125281792,,0.99877214,0.01654200,-0.00523874,0.00776690,0.00435116,0.00777439,0.00999098,0.00016407,-0.00005355,0.00007514,0.00003530,0.00007421,1034.83325195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597134617344,,,,,,,,,,,,,,,0.36378208,0.61482555,0.36152387,-0.59912658,-177.27850342,0.01231472,0.00745584,0.01267973,0.00754286,0.00883529,0.00416936,0.00380734,9.79648972,0.14486508,-0.03030236,0.01878548,0.28303838,-0.20067173,-9.77770424,0.13817328,-0.17036937,0.46082153,0.00000000,9.79148542,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597135222528,,0.99864137,0.01461898,-0.00399475,0.00804925,0.00426286,0.00566762,0.00998653,0.00014618,-0.00003039,0.00008441,0.00004397,0.00004727,1034.77893066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597145157888,,0.99946707,0.01307268,-0.00085994,0.00992663,0.00356438,0.00647926,0.00999919,0.00012374,-0.00001414,0.00010183,0.00003060,0.00006707,1034.75280762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597154556672,,,,,,,,,,,,,,,0.36373368,0.61490285,0.36144018,-0.59912711,-177.27850342,0.01231472,0.00745584,0.01267973,0.00754286,0.01269701,0.00397331,0.00606629,9.80222988,0.16174702,-0.01399478,0.02455044,0.30086526,-0.18504031,-9.77767944,0.13911824,-0.17104553,0.46082153,0.00000000,9.79721959,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597155097088,,0.99791265,0.01364828,-0.00133347,0.01142204,0.00423598,0.00564782,0.00997940,0.00013968,-0.00001517,0.00012998,0.00004263,0.00005477,1034.74011230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1737839597102351340
S,-0.75,0,1737839597165036544,,0.99946451,0.01360373,-0.00016247,0.01036588,0.00327094,0.00527671,0.00998732,0.00013278,0.00000190,0.00010091,0.00003039,0.00004838,1034.74438477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1737839597106318270
S,-0.75,0,1737839597174492928,,,,,,,,,,,,,,,0.36350781,0.61471248,0.36140701,-0.59947950,-177.90208435,0.01231452,0.00745516,0.01267900,0.00754139,0.00840368,0.00079509,0.00286153,9.79434681,0.09704071,-0.00100099,0.01649380,0.22998646,-0.16699792,-9.77785301,0.13294575,-0.16599694,-0.16275940,0.00000000,9.79046609,,,,,,3,0,0,1737839597114089493
S,-0.75,0,1737839597174972160,,0.99862248,0.01279549,-0.00045424,0.00951133,0.00395769,0.00425316,0.00999079,0.00012640,-0.00000435,0.00009393,0.00004141,0.00005184,1034.77612305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1737839597114089493
S,-0.75,0,1737839597184909824,,0.99922502,0.01173836,0.00074573,0.00971641,0.00297788,0.00305327,0.00999470,0.00012034,0.00000688,0.00009958,0.00003608,0.00003352,1034.79125977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1737839597124076812
S,-0.75,0,1737839597194433024,,,,,,,,,,,,,,,0.36345705,0.61477214,0.36134550,-0.59948623,-177.90208435,0.01231452,0.00745516,0.01267900,0.00754139,0.00934993,0.00090904,0.00225934,9.77789974,0.05773736,0.01765100,0.00006199,0.19117045,-0.14890964,-9.77783775,0.13343309,-0.16656065,-0.16275940,0.00000000,9.77489639,,,,,,5,0,0,1737839597136904602
S,-0.75,0,1737839597194849536,,0.99929845,0.00912325,-0.00016708,0.00975694,0.00092129,0.00229583,0.00998876,0.00009080,0.00000212,0.00009994,0.00000418,0.00002568,1034.79870605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,1737839597138944150
S,-0.75,0,1737839597204785408,,0.99822658,0.00887369,-0.00045545,0.01071172,0.00151682,0.00295937,0.00997757,0.00008861,-0.00000227,0.00010434,0.00001236,0.00003190,1034.80224609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,1737839597141877378
S,-0.75,0,1737839597214371328,,,,,,,,,,,,,,,0.36340576,0.61482024,0.36127278,-0.59951180,-177.47932434,0.01231452,0.00745516,0.01267900,0.00754139,0.00887443,0.00028359,0.00032357,9.79814816,0.10768478,-0.00259186,0.02031898,0.24151516,-0.16928205,-9.77782917,0.13383037,-0.16669019,0.26000061,0.00000000,9.79407109,,,,,,8,0,0,1737839597154867417
S,-0.75,0,1737839597214723584,,0.99856400,0.01125350,0.00028483,0.01000534,0.00129903,0.00193940,0.00998870,0.00011153,-0.00000135,0.00009375,0.00001884,0.00002000,1034.77685547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,1737839597156864347
S,-0.75,0,1737839597224663296,,0.99899507,0.01102940,0.00296352,0.00599536,0.00092362,0.00085615,0.00998756,0.00010924,0.00002859,0.00005078,0.00000163,0.00001663,1034.76452637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,1737839597166283427
S,-0.75,0,1737839597234307584,,,,,,,,,,,,,,,0.36337230,0.61484188,0.36124760,-0.59952509,-177.47932434,0.01231452,0.00745516,0.01267900,0.00754139,-0.00363771,0.00386058,-0.00210737,9.78661537,0.15246059,0.01366475,0.00878811,0.28624374,-0.15318947,-9.77782726,0.13378315,-0.16685422,0.26000061,0.00000000,9.78218637,,,,,,11,1,0,1737839597173782588
S,-0.75,0,1737839597234599680,,0.99878687,0.01268622,0.00269489,-0.00157772,0.00157280,0.00221434,0.00999062,0.00012810,0.00002913,-0.00001653,0.00002081,0.00001871,1034.75866699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,1737839597175094649
S,-0.75,0,1737839597244537856,,0.99853915,0.01508380,0.00090010,-0.00987227,-0.00161021,0.00221228,0.00998632,0.00015550,0.00001140,-0.00011147,-0.00000962,0.00001647,1034.75585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1737839597187138185
S,-0.75,0,1737839597254241792,,,,,,,,,,,,,,,0.36345068,0.61480653,0.36130387,-0.59947991,-177.82810974,0.01231452,0.00745516,0.01267900,0.00754139,-0.01833027,0.00135352,0.00238661,9.81694984,0.15242052,0.05894188,0.03912640,0.28655431,-0.10785763,-9.77782345,0.13413379,-0.16679952,-0.08878479,0.00000000,9.81329033,,,,,,14,0,0,1737839597191249453
S,-0.75,0,1737839597254477568,,0.99911594,0.01641186,0.00062576,-0.01720443,0.00114255,0.00209240,0.00999727,0.00016846,0.00000257,-0.00017938,0.00001289,0.00002302,1034.77673340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,1737839597196136364
S,-0.75,0,1737839597264413952,,0.99878561,0.01558934,-0.00169232,-0.02245777,0.00206687,0.00152079,0.00998084,0.00015383,-0.00001274,-0.00023479,0.00002078,0.00001489,1034.78686523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,1737839597201754113
S,-0.75,0,1737839597274180096,,,,,,,,,,,,,,,0.36360157,0.61473149,0.36144361,-0.59938103,-177.82810974,0.01231452,0.00745516,0.01267900,0.00754139,-0.02683965,-0.00204261,0.00239151,9.80914688,0.15412924,-0.05953217,0.03133297,0.28860432,-0.22650467,-9.77781391,0.13447510,-0.16697250,-0.08878479,0.00000000,9.80337676,,,,,,17,0,0,1737839597214793086
S,-0.75,0,1737839597274352640,,0.99979138,0.01580135,-0.00241208,-0.02700295,0.00079447,0.00275104,0.00999665,0.00015666,-0.00002950,-0.00027919,0.00000030,0.00003166,1034.79174805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,1737839597216515972
S,-0.75,0,1737839597284292864,,0.99923944,0.01682441,-0.00331242,-0.03082692,0.00037785,0.00098729,0.00998551,0.00017040,-0.00002941,-0.00031987,-0.00000796,0.00001431,1034.79406738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,1737839597226645054
S,-0.75,0,1737839597294117120,,,,,,,,,,,,,,,0.36380127,0.61460567,0.36161852,-0.59928352,-177.50045776,0.01231452,0.00745516,0.01267900,0.00754139,-0.03026692,-0.00658255,-0.00308750,9.80042076,0.14817764,-0.01163770,0.02259731,0.28279787,-0.17805508,-9.77782345,0.13462025,-0.16641738,0.23886719,0.00000000,9.79561811,,,,,,20,1,0,1737839597233585904
S,-0.75,0,1737839597294229760,,0.99972922,0.01469543,-0.00431943,-0.03178298,-0.00158125,0.00046579,0.00999576,0.00013792,-0.00004297,-0.00031719,-0.00003209,-0.00000293,1034.77722168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,1737839597234435077
S,-0.75,0,1737839597304168704,,0.99999851,0.01513087,-0.00605186,-0.03232993,-0.00127922,0.00065236,0.01000273,0.00015489,-0.00005765,-0.00032087,-0.00001583,0.00000108,1034.76611328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,1737839597244976965
S,-0.75,0,1737839597314057984,,,,,,,,,,,,,,,0.36400345,0.61448169,0.36180767,-0.59917361,-177.50045776,0.01231639,0.00746012,0.01267827,0.00754736,-0.03187213,-0.00050778,-0.00092863,9.79499912,0.14529264,-0.10021772,0.01717281,0.28002101,-0.26633340,-9.77782631,0.13472839,-0.16611569,0.23886719,0.00000000,9.78870596,,,,,,23,1,0,1737839597257542325
S,-0.75,0,1737839597314109952,,0.99714887,0.01711264,-0.00587185,-0.03401192,0.00039104,0.00146303,0.00996976,0.00017043,-0.00005890,-0.00033840,0.00000911,0.00002128,1034.76062012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,1737839597258142550
S,-0.75,0,1737839597324046336,,0.99921566,0.01928571,-0.00693230,-0.03615619,0.00074591,0.00244102,0.00999282,0.00018980,-0.00007005,-0.00035395,0.00000800,0.00001857,1034.75793457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,1737839597261637812
S,-0.75,0,1737839597333996800,,,,,,,,,,,,,,,0.36423641,0.61435455,0.36201438,-0.59903759,-177.37362671,0.01231639,0.00746012,0.01267827,0.00754736,-0.02983833,0.00050454,-0.00239652,9.80433464,0.21945252,-0.11558297,0.02651119,0.35461605,-0.28156808,-9.77782345,0.13516355,-0.16598511,0.36569824,0.00000000,9.79672604,,,,,,26,1,0,1737839597275299922
S,-0.75,0,1737839597333985024,,0.99965352,0.02079444,-0.01184769,-0.03390678,0.00126117,0.00235611,0.01000329,0.00022635,-0.00013438,-0.00035125,0.00000544,0.00002897,1034.75012207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,1737839597275976548
S,-0.75,0,1737839597343926016,,0.99845189,0.01760118,-0.01492703,-0.02189104,0.00086392,0.00195669,0.00998562,0.00016504,-0.00014220,-0.00021231,0.00000887,0.00002108,1034.74523926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,1737839597286255172
S,-0.75,0,1737839597353933568,,,,,,,,,,,,,,,0.36436635,0.61428851,0.36213398,-0.59895402,-177.37362671,0.01231639,0.00746012,0.01267827,0.00754736,-0.00849192,-0.00166709,0.00295613,9.81634998,0.20155580,-0.18274061,0.03853226,0.33700061,-0.34883207,-9.77781773,0.13544482,-0.16609146,0.36569824,0.00000000,9.80781802,,,,,,29,1,0,1737839597293617089
S,-0.75,0,1737839597353863168,,0.99942863,0.02002060,-0.01589912,-0.00714348,0.00079989,0.00257490,0.00999791,0.00021189,-0.00016846,-0.00006515,0.00001120,0.00002378,1034.74291992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,1737839597294234281
S,-0.75,0,1737839597363801856,,1.00005674,0.01850422,-0.01434154,0.00844532,0.00179697,0.00381359,0.00998635,0.00016545,-0.00014380,0.00011053,0.00002086,0.00004052,1034.74182129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,1737839597303941350
S,-0.75,0,1737839597373868288,,,,,,,,,,,,,,,0.36432427,0.61433953,0.36205918,-0.59897238,-177.61671448,0.01231639,0.00746012,0.01267827,0.00754736,0.01748985,0.00480445,0.00592449,9.79210758,0.24594337,-0.15046516,0.01430225,0.38199240,-0.31672627,-9.77780533,0.13604905,-0.16626109,0.12261047,0.00000000,9.78343064,,,,,,32,0,0,1737839597310893498
S,-0.75,0,1737839597373743104,,0.99922037,0.02465781,-0.01274628,0.01339919,0.00168169,0.00361449,0.00999737,0.00025561,-0.00013405,0.00015977,0.00001103,0.00004105,1034.75170898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,1737839597316132910
S,-0.75,0,1737839597383680000,,0.99862838,0.02205609,-0.00761671,0.01193850,0.00350921,0.00457799,0.00998396,0.00022558,-0.00006735,0.00011642,0.00004057,0.00003984,1034.76110840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,1737839597321984567
S,-0.75,0,1737839597393807104,,,,,,,,,,,,,,,0.36425784,0.61441964,0.36198324,-0.59897655,-177.61671448,0.01231639,0.00746012,0.01267827,0.00754736,0.00786981,0.00941152,0.00222409,9.81011295,0.22946946,-0.10092074,0.03233147,0.36615101,-0.26803076,-9.77778149,0.13668154,-0.16711003,0.12261047,0.00000000,9.80246562,,,,,,35,0,0,1737839597336013883
S,-0.75,0,1737839597393619200,,0.99917775,0.02203174,-0.00979376,0.00767715,0.00508652,0.00566668,0.00998858,0.00021859,-0.00009775,0.00007629,0.00005980,0.00005988,1034.76574707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,1737839597336013883
S,-0.75,0,1737839597403560448,,1.00005984,0.01850177,-0.00846030,0.00647524,0.00599945,0.00731500,0.01000817,0.00018357,-0.00008380,0.00004628,0.00005466,0.00007914,1034.76806641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,1737839597346316418
S,-0.72,0,1737839597413744128,,,,,,,,,,,,,,,0.36407164,0.61424053,0.36198410,-0.59927285,-177.27850342,0.01231620,0.00745944,0.01267751,0.00754590,0.01437260,0.00570577,0.01013814,9.78220749,0.14063449,-0.15435584,0.00427628,0.27169472,-0.31717402,-9.77793121,0.13106021,-0.16281818,0.46082153,0.00000000,9.77481568,,,,,,37,0,0,1737839597353947860
S,-0.72,0,1737839597413497600,,0.99905801,0.01737545,-0.01117787,0.00906917,0.00630824,0.00745452,0.00998279,0.00015714,-0.00011286,0.00009488,0.00006644,0.00007507,1034.75427246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,1737839597353947860
S,-0.72,0,1737839597423436800,,0.99830765,0.01799260,-0.01008304,0.01522791,0.00584863,0.00489505,0.00998009,0.00018015,-0.00009823,0.00016158,0.00006292,0.00005037,1034.74072266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,1737839597364289568
S,-0.72,0,1737839597433684992,,,,,,,,,,,,,,,0.36398384,0.61435229,0.36188427,-0.59927195,-177.27850342,0.01231620,0.00745944,0.01267751,0.00754590,0.02312850,0.00185071,0.00436826,9.81097126,0.16873196,-0.07534726,0.03307343,0.30070972,-0.23943673,-9.77789783,0.13197777,-0.16408947,0.46082153,0.00000000,9.80452645,,,,,,39,1,0,1737839597377108246
S,-0.72,0,1737839597433378304,,0.99858987,0.01795232,-0.00951263,0.01734558,0.00484056,0.00539947,0.00999125,0.00019046,-0.00008472,0.00017811,0.00005179,0.00005283,1034.73425293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,1737839597377716825
S,-0.72,0,1737839597443316224,,1.00032437,0.01538607,-0.00665197,0.01778509,0.00565517,0.00539271,0.01000810,0.00013969,-0.00006470,0.00018209,0.00006470,0.00004492,1034.73107910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,1737839597382783912
S,-0.72,0,1737839597453624320,,,,,,,,,,,,,,,0.36388940,0.61445779,0.36177719,-0.59928578,-177.63786316,0.01231620,0.00745944,0.01267751,0.00754590,0.01606683,0.00174220,0.00471751,9.79119110,0.15974656,-0.03659276,0.01332092,0.29249761,-0.20170268,-9.77787018,0.13275105,-0.16510992,0.10146179,0.00000000,9.78553817,,,,,,42,1,0,1737839597395237736
S,-0.72,0,1737839597453255680,,0.99827778,0.01367446,-0.00464085,0.01491271,0.00511352,0.00505971,0.00998383,0.00014698,-0.00003908,0.00014127,0.00004646,0.00005476,1034.74072266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,1737839597395879005
S,-0.72,0,1737839597463196928,,0.99929136,0.01411055,-0.00349580,0.00917848,0.00521176,0.00578351,0.00999265,0.00013569,-0.00003943,0.00008792,0.00005697,0.00005838,1034.75708008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,0,1737839597406110881
S,-0.72,0,1737839597473561600,,,,,,,,,,,,,,,0.36384517,0.61453700,0.36171186,-0.59927082,-177.63786316,0.01231620,0.00745944,0.01267751,0.00754590,0.00086404,0.00240520,-0.00125381,9.81728268,0.17601392,-0.00564215,0.03944111,0.30966881,-0.17173235,-9.77784157,0.13365489,-0.16609021,0.10146179,0.00000000,9.81193280,,,,,,45,1,0,1737839597413571443
S,-0.72,0,1737839597473134848,,0.99851102,0.01576871,-0.00172135,0.00377779,0.00608041,0.00379581,0.00998497,0.00016308,-0.00001109,0.00003128,0.00005840,0.00004483,1034.76489258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,1737839597414219325
S,-0.72,0,1737839597483074560,,0.99916637,0.01401477,-0.00299326,-0.00190162,0.00556531,0.00580774,0.00999804,0.00014138,-0.00002769,-0.00002431,0.00005674,0.00005314,1034.76867676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,1737839597423832435
S,-0.72,0,1737839597493496832,,,,,,,,,,,,,,,0.36385813,0.61458075,0.36171997,-0.59921324,-177.63786316,0.01231620,0.00745944,0.01267751,0.00754590,-0.00241069,0.00436975,0.00149519,9.78800583,0.14146413,-0.03786572,0.01019478,0.27589869,-0.20512116,-9.77781105,0.13443458,-0.16725545,0.10146179,0.00000000,9.78257188,,,,,,48,0,0,1737839597431564115
S,-0.72,0,1737839597493016576,,0.99779814,0.01430058,-0.00363831,-0.00140190,0.00535364,0.00511859,0.00997414,0.00013815,-0.00004133,-0.00002169,0.00006001,0.00004995,1034.76586914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,0,1737839597437014301
S,-0.72,0,1737839597502954240,,0.99903071,0.01190661,-0.00292794,0.00296874,0.00416324,0.00347149,0.00999210,0.00011626,-0.00003529,0.00003901,0.00004430,0.00002921,1034.75146484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,1737839597441910953
S,-0.72,0,1737839597513436160,,,,,,,,,,,,,,,0.36384255,0.61462867,0.36169508,-0.59918857,-177.35249329,0.01231713,0.00745959,0.01268369,0.00754650,0.00521928,0.00227964,0.00240567,9.80773067,0.08272457,-0.02012513,0.02994156,0.21777882,-0.18818089,-9.77778912,0.13505425,-0.16805576,0.38683167,0.00000000,9.80346139,,,,,,51,1,0,1737839597454904641
S,-0.72,0,1737839597512894464,,0.99873781,0.01233345,-0.00156350,0.00550501,0.00518123,0.00520456,0.00998804,0.00010944,-0.00000933,0.00005966,0.00005064,0.00005608,1034.74450684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,1737839597455520406
S,-0.72,0,1737839597522836224,,0.99978048,0.01362462,-0.00131128,0.00530192,0.00448614,0.00428797,0.00999618,0.00014792,-0.00001151,0.00004892,0.00003950,0.00003431,1034.74121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,0,1737839597465977855
S,-0.72,0,1737839597533373696,,,,,,,,,,,,,,,0.36382139,0.61468524,0.36165777,-0.59916586,-177.35249329,0.01231713,0.00745959,0.01268369,0.00754650,0.00440407,0.00950113,0.00476851,9.76355839,0.09448661,-0.03764866,-0.01420498,0.23028703,-0.20653790,-9.77776337,0.13580042,-0.16888924,0.38683167,0.00000000,9.75874723,,,,,,54,0,0,1737839597475072493
S,-0.72,0,1737839597532774656,,0.99989110,0.01248897,0.00017020,0.00344720,0.00364550,0.00539792,0.00999062,0.00011934,0.00000292,0.00003029,0.00003906,0.00005550,1034.74462891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,1737839597475675905
S,-0.72,0,1737839597542714880,,1.00021017,0.01285763,0.00027857,0.00243942,0.00422244,0.00416827,0.01000906,0.00012974,0.00000808,0.00003211,0.00004463,0.00004464,1034.76074219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,0,1737839597484698680
S,-0.72,0,1737839597553315072,,,,,,,,,,,,,,,0.36380950,0.61472917,0.36162695,-0.59914660,-177.66427612,0.01231713,0.00745959,0.01268369,0.00754650,0.00447745,0.00471717,0.00488505,9.80555725,0.11188120,-0.00204868,0.02781391,0.24834850,-0.17155842,-9.77774334,0.13646731,-0.16950975,0.07504883,0.00000000,9.80107991,,,,,,57,1,0,1737839597497470147
S,-0.72,0,1737839597552657152,,1.00006437,0.01106047,-0.00039136,0.00545313,0.00438250,0.00517103,0.00999856,0.00011599,-0.00000760,0.00005685,0.00003963,0.00004577,1034.76855469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,1737839597498631369
S,-0.72,0,1737839597562595584,,1.00001359,0.01223310,-0.00050452,0.01284779,0.00307587,0.00286772,0.00999853,0.00011764,-0.00000538,0.00013104,0.00002403,0.00002354,1034.77233887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,1737839597502317773
S,-0.72,0,1737839597573254656,,,,,,,,,,,,,,,0.36373341,0.61480117,0.36154720,-0.59916705,-177.66427612,0.01231713,0.00745959,0.01268369,0.00754650,0.02148372,0.00167241,0.00370488,9.82773113,0.14579952,-0.03566759,0.05000401,0.28265446,-0.20578089,-9.77772713,0.13685496,-0.17011331,0.07504883,0.00000000,9.82209347,,,,,,60,1,0,1737839597516323493
S,-0.72,0,1737839597572536320,,0.99987805,0.01225554,-0.00185459,0.01705800,0.00197626,0.00324035,0.01000059,0.00013427,-0.00001859,0.00018064,0.00002674,0.00002872,1034.77416992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,0,1737839597517525074
S,-0.72,0,1737839597582478336,,0.99906456,0.01188852,-0.00096037,0.02174718,0.00077174,0.00352625,0.00998004,0.00011977,-0.00000490,0.00021857,0.00000743,0.00003478,1034.77612305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,1737839597526681796
S,-0.72,0,1737839597593192448,,,,,,,,,,,,,,,0.36361077,0.61489129,0.36139962,-0.59923810,-177.68013000,0.01231713,0.00745959,0.01268369,0.00754650,0.02554384,0.00215165,-0.00104096,9.78387070,0.14107178,0.00559215,0.00614929,0.27832052,-0.16460046,-9.77772141,0.13724874,-0.17019261,0.05919495,0.00000000,9.77907340,,,,,,63,1,0,1737839597533364364
S,-0.72,0,1737839597592417024,,0.99753934,0.01169155,0.00042052,0.02508239,0.00115725,0.00136238,0.00997702,0.00011979,0.00000072,0.00026137,0.00000959,0.00001067,1034.77709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,1737839597534063272
S,-0.72,0,1737839597602357504,,1.00003839,0.01189917,0.00096081,0.02256503,-0.00020235,0.00076112,0.01000995,0.00011668,0.00000932,0.00023712,-0.00000269,0.00000568,1034.77770996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,1737839597544125936
S,-0.72,0,1737839597613127936,,,,,,,,,,,,,,,0.36347616,0.61497176,0.36126649,-0.59931743,-177.68013000,0.01231713,0.00745959,0.01268369,0.00754650,0.01730197,-0.00362904,-0.00084142,9.82644844,0.13752554,0.02659498,0.04872704,0.27472678,-0.14365225,-9.77772141,0.13720123,-0.17024723,0.05919495,0.00000000,9.82209574,,,,,,66,0,0,1737839597551129036
S,-0.72,0,1737839597612300032,,1.00167644,0.01563308,0.00231482,0.01463530,-0.00141110,0.00142106,0.01001568,0.00016109,0.00002714,0.00014055,-0.00000576,0.00001662,1034.77770996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,1737839597556546828
