state_letter,set_extension,encoder_position,timestamp,invalid_fields,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,scaledAmbientPressure,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,estPressureAlt,estAttitudeUncertQuaternionW,estAttitudeUncertQuaternionX,estAttitudeUncertQuaternionY,estAttitudeUncertQuaternionZ,estAngularRateX,estAngularRateY,estAngularRateZ,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estGravityVectorX,estGravityVectorY,estGravityVectorZ,current_altitude,vertical_velocity,vertical_acceleration,predicted_apogee,a_coefficient,b_coefficient,uncertainty_threshold_1,uncertainty_threshold_2,retrieved_imu_packets,queued_imu_packets,apogee_predictor_queue_size,imu_packets_per_cycle,update_timestamp_ns
C,20,-8,1740256942895084288,,0.13248105,-0.00335225,0.63432407,-0.0236212,0.00687307,-1.20480025,-0.00005331,-0.00038986,0.00153325,-0.00005125,0.00003277,-0.0023884,943.82562256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256942893421840
C,20,-8,1740256942896733952,,,,,,,,,,,,,,,0.75233299,-0.0977664,-0.05678417,0.64900881,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.02122163,0.01819689,-1.19499815,-1.34865177,-3.07996845,8.87431908,-1.75415015,-5.2395525,18.40445137,-0.40549839,-2.15958381,9.53013229,753.13505554,110.41122955,-9.3233957,,,,,,3,0,0,3,1740256942893421840
C,20,-8,1740256942897077248,,0.02650455,-0.07909297,1.02534771,-0.02214148,0.01615432,-1.21110117,0.00026186,-0.00002955,0.00173237,-0.00002244,0.0000226,-0.002429,943.82373047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942893817605
C,20,-8,1740256942898729216,,,,,,,,,,,,,,,0.75311482,-0.09771349,-0.05690322,0.64809895,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.00415851,0.0006911,-1.21817935,2.55494499,0.82266146,5.87806082,2.1544795,-1.33813691,15.40813065,-0.40046555,-2.16079831,9.53006935,753.13505554,110.38055449,-5.57546334,,,,,,1,1,0,1,1740256942894145758
C,20,-8,1740256942899067136,,0.13422959,-0.065643,0.98197633,-0.0196861,0.01926866,-1.22590601,0.00030131,-0.00005232,0.00155172,-0.00004542,0.00004249,-0.00245377,943.82263184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942894213055
C,20,-8,1740256942900726272,,,,,,,,,,,,,,,0.75390524,-0.09766123,-0.05702445,0.64717662,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.02476124,0.01916484,-1.22521269,0.95534188,-0.20994329,7.53171301,0.55996823,-2.37198973,17.06171417,-0.39537361,-2.16204643,9.53000164,753.13505554,110.3461972,-7.40650098,,,,,,1,2,0,1,1740256942898146685
C,20,-8,1740256942901061632,,-0.06015716,-0.19012198,0.83734822,-0.03107486,0.01507604,-1.20585167,-0.00004284,-0.00016101,0.00141534,-0.00006039,0.00001216,-0.00241374,943.82202148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256942898449411
C,20,-8,1740256942902721280,,,,,,,,,,,,,,,0.7546941,-0.09761624,-0.05715139,0.64625192,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.02306958,0.00177951,-1.22013772,0.69825751,0.01557921,7.66405058,0.30797285,-2.14788318,17.19393539,-0.39028466,-2.1634624,9.52988529,753.13505554,110.31171221,-7.4869612,,,,,,3,2,0,2,1740256942898449411
C,20,-8,1740256942903052544,,0.05771529,-0.24907628,0.89681309,-0.02327406,0.02673461,-1.20837319,-0.00001011,-0.00055438,0.00183458,-0.00003227,0.00006071,-0.00240036,943.82171631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942898544672
C,20,-8,1740256942904715264,,,,,,,,,,,,,,,0.75547385,-0.09757072,-0.05727132,0.64533651,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.01563266,0.02622114,-1.19798565,-1.01740384,-2.9999218,9.26532269,-1.40272212,-5.16469097,18.79511452,-0.38531834,-2.16476917,9.52979183,753.13505554,110.2728607,-9.68723787,1296.35993615,-6.48237803,0.05120654,0.03165575,0.00074805,1,1,0,1,1740256942899160014
C,20,-8,1740256942905040128,,0.18489988,-0.01849269,0.786511,-0.01355617,0.0208845,-1.21995902,0.00057792,0.00006135,0.00144453,-0.0000409,0.00004298,-0.00244671,943.8215332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942899233348
C,20,-8,1740256942906712320,,,,,,,,,,,,,,,0.75625455,-0.09753281,-0.05738474,0.64441711,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.02643244,0.02227965,-1.22519863,2.87836218,-0.56073278,7.4423399,2.49782896,-2.72683096,16.97202301,-0.38053319,-2.16609812,9.52968216,753.13505554,110.23850156,-7.40537402,,,,,,1,0,0,1,1740256942904081991
C,20,-8,1740256942907040000,,-0.0581398,-0.14358044,0.74709147,-0.02255937,0.01788144,-1.19250214,-0.00025053,-0.00041381,0.00154452,-0.00003907,0.00003118,-0.0023905,943.82141113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942909815127
C,20,-8,1740256942908713472,,,,,,,,,,,,,,,0.75703841,-0.09748819,-0.05750225,0.64349234,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.01075392,0.01284509,-1.21178687,-0.59846109,-1.74505353,7.94099522,-0.97404861,-3.91242719,17.47058487,-0.37558755,-2.16737366,9.5295887,753.13505554,110.20263298,-8.12690777,,,,,,1,2,0,1,1740256942910147002
C,20,-8,1740256942909042432,,0.00194885,0.0378858,0.7723704,-0.01499066,0.03136255,-1.20526767,-0.00002905,-0.00007413,0.00159431,-0.00001936,0.00006219,-0.00239798,943.8213501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,1740256942910221689
C,20,-8,1740256942910713088,,,,,,,,,,,,,,,0.75781143,-0.09743818,-0.0576123,0.64257956,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.00940191,0.02301337,-1.19220412,-0.53208834,-1.31256509,7.76402378,-0.90280592,-3.48102832,17.29355621,-0.37071759,-2.16846323,9.52953148,753.13505554,110.16732021,-7.86177094,,,,,,1,2,0,1,1740256942910962088
C,20,-8,1740256942911042048,,0.00331379,0.01899317,0.68439853,-0.01291694,0.02966437,-1.20050871,0.00021616,0.00034105,0.00148088,-0.00005865,0.00005129,-0.00240781,943.8213501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1740256942911248055
C,20,-8,1740256942912711424,,,,,,,,,,,,,,,0.75858259,-0.09740073,-0.0577262,0.64166445,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.03538329,0.02340494,-1.21229792,1.51132619,2.68202353,7.76651907,1.14538193,0.51224804,17.29593658,-0.3659443,-2.16977549,9.52941704,753.13505554,110.13370224,-7.02423169,,,,,,3,0,0,1,1740256942911248055
C,20,-8,1740256942913039360,,0.12923113,0.09383562,0.60569894,-0.02298423,0.01816751,-1.18888676,0.00007642,-0.00046151,0.00161145,-0.00004266,0.00005509,-0.00236939,943.8213501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942911821174
C,20,-8,1740256942914708480,,,,,,,,,,,,,,,0.75935245,-0.09736739,-0.05783611,0.64074838,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.01086845,0.03438553,-1.19069386,-0.68750805,-4.02494383,8.74269104,-1.04878747,-6.19603395,18.27198792,-0.36127943,-2.17109013,9.52929592,753.13505554,110.09537279,-9.39557696,,,,,,2,3,0,1,1740256942912243087
C,20,-8,1740256942915033600,,-0.00178643,0.20925057,0.79641265,-0.0260383,0.02510156,-1.20697808,0.0000131,0.0006245,0.00171962,-0.00004627,0.0000327,-0.00241804,943.8213501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,1740256942912243087
C,20,-8,1740256942916703744,,,,,,,,,,,,,,,0.76011938,-0.09732173,-0.05794736,0.63983524,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.01862364,0.00467048,-1.20585811,0.84851468,3.73484087,7.29793167,0.49206755,1.56260943,16.82714844,-0.35644713,-2.17223144,9.52921772,753.13505554,110.06317665,-6.33778397,,,,,,3,0,0,1,1740256942912534832
C,20,-8,1740256942917024256,,0.08491435,-0.07317287,0.86381018,-0.01495243,0.03105932,-1.20446658,0.00027689,0.00020145,0.00136832,-0.00004849,0.00005995,-0.00241234,943.8213501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1740256942912534832
C,20,-8,1740256942918700800,,,,,,,,,,,,,,,0.76089096,-0.09728037,-0.05806924,0.63891268,594.66986084,0.07552996,0.01111856,0.01694787,0.08312522,-0.03119184,0.02609033,-1.21249807,1.17851281,2.91065311,5.53958988,0.82702744,0.7370913,15.06868744,-0.35148534,-2.17356181,9.52909756,753.13505554,110.03402646,-4.79903434,,,,,,1,3,0,1,1740256942916148013
C,20,-8,1740256942919018496,,0.11160364,0.04670204,0.69514883,-0.02749086,0.01808971,-1.21934974,0.00019332,-0.0002626,0.00162995,-0.00004576,0.00003505,-0.00243224,943.55432129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256942916447184
C,20,-8,1740256942920696320,,,,,,,,,,,,,,,0.76166433,-0.09724112,-0.05818268,0.63798618,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01115895,0.02120384,-1.21229112,0.72143531,-3.03821969,9.50549603,0.37477121,-5.21303177,19.03448486,-0.3466641,-2.17481208,9.52898884,758.48576355,109.99463608,-9.94097626,,,,,,3,2,0,2,1740256942916447184
C,20,-8,1740256942921009408,,-0.09404922,-0.06132318,0.81786561,-0.02527266,0.03812337,-1.21021926,-0.00022694,0.00022321,0.00151177,-0.00005896,0.00004876,-0.00244518,943.40478516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942916538222
C,20,-8,1740256942922690048,,,,,,,,,,,,,,,0.76244378,-0.09719516,-0.05830416,0.63705039,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.03112957,0.0077989,-1.23671412,-0.3447406,2.46506763,6.4163928,-0.68635345,0.28900957,15.94528008,-0.34161282,-2.17605805,9.5288868,758.48576355,109.96366281,-5.73791353,,,,,,1,1,0,1,1740256942916976062
C,20,-8,1740256942922996992,,0.1601864,-0.03704672,0.70106274,-0.01871688,0.02018305,-1.19670725,0.00043418,-0.00028862,0.00155165,-0.00004965,0.00005784,-0.00237444,943.32104492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942917049841
C,20,-8,1740256942924692736,,,,,,,,,,,,,,,0.76321471,-0.0971623,-0.05842168,0.63612086,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.02701927,0.04169446,-1.1895684,1.22096252,-2.30509424,8.49906158,0.88415945,-4.48252964,18.02780533,-0.33680305,-2.17743516,9.5287447,758.48576355,109.92640319,-8.80654613,,,,,,1,3,0,2,1740256942928063015
C,20,-8,1740256942924997376,,0.06107094,0.00544631,0.75879151,-0.02797532,0.03673988,-1.19358814,0.00006685,-0.00010112,0.00169159,-0.00004586,0.0000621,-0.00238264,943.27410889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256942928377704
C,20,-8,1740256942926694144,,,,,,,,,,,,,,,0.76397246,-0.09712669,-0.05852754,0.63520628,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01289802,0.01765809,-1.19515049,0.65865314,-0.75577271,8.17722702,0.32647866,-2.93438625,17.70586395,-0.33217448,-2.17861342,9.52863789,758.48576355,109.89047224,-8.15593195,,,,,,3,2,0,2,1740256942928377704
C,20,-8,1740256942926999808,,0.1139028,-0.05237722,0.7494002,-0.01796186,0.02446781,-1.19510174,0.00036445,0.00013556,0.00143408,-0.00003509,0.00004583,-0.00240347,943.24780273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942928468965
C,20,-8,1740256942928694272,,,,,,,,,,,,,,,0.76473469,-0.09708314,-0.05863785,0.63428491,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.02048891,0.02667206,-1.2075156,1.83382535,1.56718099,6.70793056,1.50646424,-0.61254299,16.23648071,-0.32736117,-2.17972398,9.52855015,758.48576355,109.85839768,-6.23661852,,,,,,1,3,0,2,1740256942928990398
C,20,-8,1740256942928999424,,-0.09591836,-0.06761031,0.71610212,-0.01263789,0.02465255,-1.19735479,-0.00036956,-0.00036299,0.00167189,-0.00002962,0.00005057,-0.00237544,943.23309326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,1740256942929290865
C,20,-8,1740256942930692096,,,,,,,,,,,,,,,0.76549274,-0.09704233,-0.05874641,0.63336605,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01538419,0.02281912,-1.18532002,-1.44074595,-2.40482783,8.76036167,-1.76336157,-4.58567142,18.28881836,-0.32261559,-2.18084335,9.52845669,758.48576355,109.82073345,-9.05571024,,,,,,5,0,0,2,1740256942929290865
C,20,-8,1740256942930995968,,0.15517871,0.21693158,0.72082686,-0.0203375,0.03437519,-1.22327983,0.00013485,0.00038315,0.00148339,-0.00002891,0.00007799,-0.00245922,943.22485352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,1740256942929290865
C,20,-8,1740256942932688896,,,,,,,,,,,,,,,0.76625687,-0.09699756,-0.0588484,0.63243878,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.00590628,0.03406215,-1.22726941,-0.68876624,0.82199395,7.01550627,-1.00666118,-1.35982502,16.54389763,-0.317895,-2.18181896,9.52839184,758.48576355,109.78785214,-6.66936749,,,,,,1,3,0,1,1740256942929995394
C,20,-8,1740256942932989440,,0.07781261,0.04889305,0.83345646,-0.01624035,0.02869773,-1.21675885,0.00023409,0.00007076,0.00164224,-0.00003729,0.00006093,-0.00244191,943.22021484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1740256942930288787
C,20,-8,1740256942934683904,,,,,,,,,,,,,,,0.76703411,-0.09695583,-0.0589513,0.63149273,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.02084575,0.03046471,-1.23045313,2.02267766,1.33080757,7.39456129,1.70953155,-0.85204184,16.92287445,-0.31314611,-2.18284941,9.52831364,758.48576355,109.75441346,-6.96251861,,,,,,3,1,0,1,1740256942930288787
C,20,-8,1740256942934979840,,-0.01120372,0.15043029,0.86350781,-0.0164759,0.03140699,-1.21017981,-0.00001745,0.00023989,0.00144578,-0.00003212,0.00006609,-0.00240354,943.21765137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942930374770
C,20,-8,1740256942936681216,,,,,,,,,,,,,,,0.76780224,-0.0969159,-0.05905736,0.6305548,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01347986,0.02883253,-1.20378673,0.27433178,0.68694931,6.49940968,-0.0340645,-1.496984,16.02762985,-0.30839628,-2.18393326,9.52822018,758.48576355,109.72245136,-6.20519389,,,,,,1,3,0,1,1740256942934139545
C,20,-8,1740256942936974080,,0.20582104,-0.1025864,0.90957052,-0.01402723,0.04703341,-1.18127584,0.00029194,0.00013939,0.00165178,-0.00001931,0.0000933,-0.00236431,943.21618652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256942934433864
C,20,-8,1740256942938676736,,,,,,,,,,,,,,,0.76856011,-0.09687347,-0.05915491,0.62962818,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.00692252,0.03697466,-1.19869936,0.26731139,2.50919223,7.97919703,-0.03646377,0.32432938,17.50735283,-0.30377516,-2.18486285,9.52815533,758.48576355,109.68840868,-7.26118324,,,,,,3,2,0,2,1740256942934433864
C,20,-8,1740256942938964992,,-0.02866232,-0.07375884,0.85747278,-0.01325321,0.032156,-1.16998243,0.0002387,0.00003215,0.00139684,-0.00001689,0.0000464,-0.00233432,943.21539307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942934523291
C,20,-8,1740256942940670464,,,,,,,,,,,,,,,0.76930702,-0.0968274,-0.05925011,0.62871349,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.0056637,0.02426078,-1.17172444,2.95710611,-0.17638564,6.83132076,2.65792751,-2.3620832,16.35942841,-0.29917857,-2.18569756,9.5281086,758.48576355,109.65541866,-6.74949368,,,,,,1,1,0,1,1740256942934966427
C,20,-8,1740256942940952832,,0.09076883,-0.00025658,0.72023958,-0.01165484,0.03971578,-1.18235672,-0.0000981,-0.00012313,0.00164968,-0.00003743,0.00008251,-0.00233248,943.21496582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942935036280
C,20,-8,1740256942942673408,,,,,,,,,,,,,,,0.77003914,-0.09678815,-0.05934764,0.62781334,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.0214682,0.03737876,-1.15730035,-1.92266345,-1.527493,9.50008774,-2.21733761,-3.71414042,19.02811813,-0.2946741,-2.18664742,9.52802944,758.48576355,109.6166054,-9.5800073,,,,,,1,3,0,1,1740256942946034602
C,20,-8,1740256942942953216,,0.20255969,0.1079658,0.74802107,-0.01880436,0.04109914,-1.17958832,0.00059256,0.00025931,0.00166294,-0.00002986,0.00008015,-0.00239069,943.21472168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,1740256942946386440
C,20,-8,1740256942944674304,,,,,,,,,,,,,,,0.77078277,-0.09675229,-0.05944249,0.62689668,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.00725161,0.03721589,-1.21064341,3.08548665,0.98401225,8.17990589,2.79528093,-1.20360124,17.70785141,-0.29020569,-2.18761349,9.52794456,758.48576355,109.5813448,-7.82307467,,,,,,3,2,0,1,1740256942946386440
C,20,-8,1740256942944955904,,0.01265367,-0.10557602,0.84853965,-0.00667676,0.04259134,-1.17251015,-0.00003412,-0.00042027,0.00153834,-0.00001442,0.00007925,-0.00233194,943.21453857,,,,,,,,,,,,,,,,,,,,,,,,,1295.72094621,-6.48237803,0.05120654,0.03165575,0.00074805,2,0,0,1,1740256942946495256
C,20,-8,1740256942946674176,,,,,,,,,,,,,,,0.7715289,-0.0967116,-0.05953516,0.62597561,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01132761,0.03584966,-1.16760218,0.45170879,-1.55484104,6.60467291,0.16601065,-3.74331641,16.13255501,-0.28569815,-2.18847537,9.52788162,758.48576355,109.54817081,-6.79019716,,,,,,1,3,0,1,1740256942947039727
C,20,-8,1740256942946955520,,0.10600378,0.29228339,0.71873605,-0.01738773,0.03093521,-1.20509887,0.00029088,0.00060256,0.00149252,-0.00004564,0.00006478,-0.00239665,943.21447754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1740256942947322824
C,20,-8,1740256942948672256,,,,,,,,,,,,,,,0.77226591,-0.09667519,-0.05963035,0.62506288,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01778634,0.03599978,-1.18627119,1.09817374,1.50553155,8.11501122,0.81694335,-0.68388867,17.64281464,-0.28123039,-2.18942022,9.52780247,758.48576355,109.51336812,-7.62121926,,,,,,3,0,0,1,1740256942947322824
C,20,-8,1740256942948953088,,0.09557928,-0.016331,0.81783748,-0.00923921,0.05101295,-1.21616948,0.00025007,-2.49e-6,0.00171548,-0.00002079,0.0001017,-0.00245829,943.2144165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942947879720
C,20,-8,1740256942950669568,,,,,,,,,,,,,,,0.77302372,-0.09663758,-0.05972765,0.62412184,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01146877,0.03904285,-1.23798382,1.3316319,1.62542784,8.06424713,1.0549953,-0.56494701,17.59196091,-0.2766366,-2.19037485,9.52771378,758.48576355,109.47871582,-7.55008556,,,,,,2,3,0,1,1740256942948257429
C,20,-8,1740256942950947584,,-0.02513918,0.13367528,0.74579155,-0.01082799,0.04248029,-1.21613312,0.00013823,0.00022925,0.00148013,-0.00001963,0.00006407,-0.00244081,943.2144165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,1740256942948257429
C,20,-8,1740256942952665088,,,,,,,,,,,,,,,0.77379316,-0.09659209,-0.05982518,0.62316543,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.00548719,0.03015877,-1.22541618,1.41204786,0.29178047,7.47193861,1.14014864,-1.89943194,16.99959946,-0.27189916,-2.19121242,9.52766037,758.48576355,109.44468273,-7.25841307,,,,,,3,0,0,1,1740256942948540100
C,20,-8,1740256942952938496,,0.09240244,0.08801824,0.73349345,-0.01667639,0.038992,-1.20855761,0.00011153,0.00032273,0.0015395,-0.00004263,0.00010443,-0.00240733,943.2144165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1740256942948540100
C,20,-8,1740256942954661888,,,,,,,,,,,,,,,0.77455199,-0.09655614,-0.0599159,0.62221873,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01863758,0.05830999,-1.20727742,-0.42149696,2.15607405,7.66562319,-0.68890727,-0.03602362,17.19320297,-0.26741034,-2.19209766,9.52758026,758.48576355,109.41109719,-7.02004995,,,,,,1,3,0,2,1740256942952161373
C,20,-8,1740256942954932992,,0.05904653,0.10581928,0.77272445,-0.02776269,0.04687223,-1.17996192,0.00002052,0.00002784,0.00169102,-0.00004055,0.00008494,-0.00235875,943.2144165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256942952440803
C,20,-8,1740256942956657152,,,,,,,,,,,,,,,0.77529991,-0.09652352,-0.06000571,0.62128299,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.01030042,0.0322963,-1.19423831,0.0937048,-0.45212585,8.29254436,-0.16930339,-2.64513636,17.82003784,-0.26300818,-2.19301057,9.52749443,758.48576355,109.3751935,-8.19805464,,,,,,3,2,0,2,1740256942952440803
C,20,-8,1740256942956923648,,-0.05240608,-0.0464939,0.89215744,-0.02055353,0.03464558,-1.16031873,0.00007882,0.00023649,0.00141944,-0.00003952,0.00005802,-0.00231615,943.2144165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942952528786
C,20,-8,1740256942958651136,,,,,,,,,,,,,,,0.77603287,-0.09648477,-0.06010583,0.62036359,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.02286622,0.0297657,-1.16619718,1.27745724,2.55017018,5.61302567,1.0190351,0.35622835,15.1404314,-0.25842211,-2.19394183,9.52740574,758.48576355,109.34576493,-4.95957372,,,,,,1,0,0,1,1740256942953053682
C,20,-8,1740256942958916352,,0.03745535,0.0910178,0.86044168,-0.02855964,0.02647584,-1.14392936,-0.0001411,0.00004794,0.0015395,-0.00005698,0.00007711,-0.00227201,943.2144165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942957806879
C,20,-8,1740256942960648448,,,,,,,,,,,,,,,0.77674794,-0.09645644,-0.0602028,0.61946303,600.02056885,0.07552996,0.01111856,0.01694787,0.08312522,-0.02374671,0.04431115,-1.14085817,-1.73272395,-1.0173614,7.78934479,-1.98678911,-3.21233821,17.31663132,-0.25406519,-2.19497681,9.52728558,758.48576355,109.31062703,-7.79529659,,,,,,2,2,0,2,1740256942958189829
C,20,-8,1740256942960910848,,-0.09759596,-0.06607804,0.85672545,-0.02277925,0.03668003,-1.15245223,-0.00007945,0.0001084,0.00155749,-0.00003396,0.00004959,-0.00230391,942.98480225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,1740256942958189829
C,20,-8,1740256942962643968,,,,,,,,,,,,,,,0.77745712,-0.0964196,-0.06030454,0.61856854,604.62609863,0.07552996,0.01111856,0.01694787,0.08312522,-0.01598496,0.00994012,-1.15146673,0.58830333,1.70821774,7.71653271,0.33875394,-0.48771489,17.24371719,-0.2495494,-2.19593263,9.52718353,763.09129333,109.27674097,-7.18269659,,,,,,4,0,0,2,1740256942958470592
C,20,-8,1740256942962901760,,-0.01871239,0.00728091,0.76977849,-0.01419691,0.03111978,-1.17713344,-0.00014489,0.00008226,0.00147486,-0.00002901,0.00006811,-0.0023589,942.85614014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,1740256942958470592
C,20,-8,1740256942964637952,,,,,,,,,,,,,,,0.77817589,-0.09637687,-0.06040863,0.61766058,604.62609863,0.07552996,0.01111856,0.01694787,0.08312522,-0.01724812,0.03713359,-1.1747905,-1.39484715,-0.13741648,7.76918316,-1.6397357,-2.33424091,17.29628372,-0.24488856,-2.19682431,9.52709961,763.09129333,109.24206684,-7.59215396,1297.40482461,-6.48237803,0.05120654,0.03165575,0.00074805,1,1,1,1,1740256942959144768
C,20,-8,1740256942964889600,,-0.03835436,0.07779653,0.67966861,-0.02135751,0.03788712,-1.17857921,-2.42e-6,0.00006415,0.00153446,-0.0000511,0.00007858,-0.00234755,942.78411865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942959220992
C,20,-8,1740256942966635264,,,,,,,,,,,,,,,0.77890188,-0.09634302,-0.06050627,0.61674052,604.62609863,0.07552996,0.01111856,0.01694787,0.08312522,-0.02190399,0.03413696,-1.17692721,0.33677414,-0.29855099,8.3330822,0.09637389,-2.49631882,17.8600769,-0.24040025,-2.19776773,9.52699566,763.09129333,109.20609777,-8.20930439,,,,,,1,2,0,1,1740256942964152135
C,20,-8,1740256942966884096,,0.02454616,0.01058762,0.78680402,-0.01760566,0.03593755,-1.17055547,0.00020664,0.00008279,0.00163755,-0.00003389,0.00006966,-0.00234628,942.74377441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256942964447362
C,20,-8,1740256942968630784,,,,,,,,,,,,,,,0.77962929,-0.09630678,-0.06060549,0.61581665,604.62609863,0.07552996,0.01111856,0.01694787,0.08312522,-0.01567359,0.03263827,-1.1830169,1.01345623,0.89547992,7.49262667,0.7776075,-1.30320787,17.01952362,-0.23584871,-2.19868779,9.52689743,763.09129333,109.17228803,-7.14647814,,,,,,3,2,0,2,1740256942964447362
C,20,-8,1740256942968875008,,0.05179395,-0.00453719,0.78453219,-0.0117884,0.02762529,-1.16916144,0.00001201,0.00013544,0.00146509,-0.00002568,0.00005384,-0.00233427,942.72119141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256942964533604
C,20,-8,1740256942970624768,,,,,,,,,,,,,,,0.78035372,-0.09626515,-0.06070423,0.61489528,604.62609863,0.07552996,0.01111856,0.01694787,0.08312522,-0.01317054,0.02740875,-1.16996348,-0.37078869,0.90880233,6.92382574,-0.60203505,-1.29071021,16.45064735,-0.23124637,-2.19951248,9.52682209,763.09129333,109.1396656,-6.56120633,,,,,,1,1,0,1,1740256942965059519
C,20,-8,1740256942970862848,,0.05553921,0.10897548,0.86423397,-0.02438555,0.03700164,-1.16054928,-1.32e-6,0.00010312,0.00164179,-0.00003834,0.00009928,-0.00231834,942.70849609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1740256942965129797
