state_letter,set_extension,encoder_position,timestamp,invalid_fields,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,scaledAmbientPressure,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,estPressureAlt,estAttitudeUncertQuaternionW,estAttitudeUncertQuaternionX,estAttitudeUncertQuaternionY,estAttitudeUncertQuaternionZ,estAngularRateX,estAngularRateY,estAngularRateZ,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estGravityVectorX,estGravityVectorY,estGravityVectorZ,current_altitude,vertical_velocity,vertical_acceleration,predicted_apogee,a_coefficient,b_coefficient,uncertainty_threshold_1,uncertainty_threshold_2,retrieved_imu_packets,queued_imu_packets,apogee_predictor_queue_size,imu_packets_per_cycle,update_timestamp_ns
S,120,0,1740256115273773592,,-0.00782299,0.066087,-0.99802911,-0.00083371,0.00443075,0.00092251,-0.00001695,0.00013183,-0.00199764,1.68e-6,6.73e-6,2.02e-6,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115286699108,,,,,,,,,,,,,,,0.9903782,-0.03250425,0.00040892,-0.13451548,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,0.00357528,0.00005118,-0.00094166,-0.0912706,0.64820361,-9.79930401,-0.01366815,0.01745129,-0.03980732,0.07760245,-0.63075233,9.75949669,0.0,0.0,9.82112309,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115275796480,,-0.01049676,0.06577045,-0.99643505,-0.00198572,0.00136979,0.00092138,-0.00002124,0.00013126,-0.00199212,-5.83e-6,1.64e-6,-3.2e-7,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115288697600,,,,,,,,,,,,,,,0.99037784,-0.03250301,0.00040857,-0.13451825,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,-0.00104107,-0.00022479,-0.00467093,-0.09303018,0.64377248,-9.77156639,-0.01542249,0.01304537,-0.01206875,0.07760768,-0.63072711,9.75949764,0.0,0.0,9.79317232,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115277815552,,-0.00854194,0.06579624,-0.99523818,-0.00214142,0.00499466,0.00210594,-0.00001932,0.00013213,-0.00198923,-6.56e-6,0.0000119,5.99e-6,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115290694144,,,,,,,,,,,,,,,0.99037749,-0.03250419,0.00040975,-0.13452093,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,-0.00162561,0.00241887,-0.00065517,-0.10832078,0.6486553,-9.75508308,-0.03073114,0.01790249,0.00441551,0.07758964,-0.6307528,9.7594986,0.0,0.0,9.77716002,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115279831040,,-0.00879329,0.06637554,-0.99398059,-0.0021011,0.00370931,0.00664441,-0.00001423,0.00013417,-0.00198815,-5.89e-6,6.33e-6,0.00001344,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115292688640,,,,,,,,,,,,,,,0.99037749,-0.03250526,0.00041169,-0.13452068,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,-0.00101301,0.00111444,0.00127384,-0.05866177,0.65761834,-9.75378132,0.01889299,0.02683973,0.00571537,0.07755476,-0.63077861,9.75949669,0.0,0.0,9.77604537,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115281842688,,-0.00975567,0.06688882,-0.99698526,-0.00153401,0.00587819,0.00520179,-0.00002019,0.0001325,-0.00199172,-7.5e-7,0.00001098,0.00001238,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115294681344,,,,,,,,,,,,,,,0.99037784,-0.03250447,0.00041327,-0.13451815,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,0.00216945,0.00206231,0.00393861,-0.09919249,0.64381737,-9.74857903,-0.02167202,0.0130496,0.01091862,0.07752047,-0.63076776,9.75949764,0.0,0.0,9.7702851,,,,,,15,45,0,3,1740256115310971642
S,120,0,1740256115283850240,,-0.00893985,0.06831045,-0.99757773,-0.00416491,0.00510927,0.00603898,-0.00001748,0.00013705,-0.00199674,-4.96e-6,0.00001469,0.00001274,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115296672000,,,,,,,,,,,,,,,0.99037832,-0.03250226,0.00041733,-0.13451517,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,0.00113777,0.00637346,0.0023554,-0.08925248,0.66863507,-9.79619598,-0.0118183,0.03789908,-0.03669643,0.07743417,-0.63073599,9.75949955,0.0,0.0,9.81932307,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115285854208,,-0.01117831,0.06594098,-0.99710864,-0.00342776,0.00656032,0.00668435,-0.00002237,0.00013176,-0.0019943,-9.6e-6,0.00001018,0.00001239,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115298660864,,,,,,,,,,,,,,,0.99037856,-0.03250333,0.00042126,-0.1345131,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,-0.00429414,0.00099244,0.00207959,-0.10109679,0.65648234,-9.78125572,-0.0237373,0.02571523,-0.02175713,0.07735949,-0.63076711,9.7594986,0.0,0.0,9.80372446,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115287854080,,-0.00993626,0.06567823,-0.99612933,-0.004905,0.00348431,0.00769074,-0.00002058,0.00013058,-0.00199373,-7.62e-6,8.24e-6,0.00001332,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115300647424,,,,,,,,,,,,,,,0.9903788,-0.03250548,0.00042386,-0.13451093,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,-0.00065161,0.003433,0.00241489,-0.10917351,0.63833529,-9.78227234,-0.03186005,0.0075196,-0.02277565,0.07731346,-0.63081568,9.75949669,0.0,0.0,9.80363206,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115289850368,,-0.00903343,0.06691543,-0.99524093,-0.00122404,0.00301034,0.00180191,-0.00001687,0.00013426,-0.00198877,-1.33e-6,6.2e-6,2.69e-6,1032.43225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115302632448,,,,,,,,,,,,,,,0.99037898,-0.03250566,0.00042593,-0.13450964,-158.4651947,0.00543768,0.00062891,0.00105823,0.03991326,-0.0002523,0.00054537,0.00033499,-0.08284697,0.65439844,-9.7491045,-0.00557407,0.0235737,0.01039219,0.0772729,-0.63082474,9.75949669,0.0,0.0,9.77136244,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115291846912,,-0.00956381,0.06625009,-0.99660248,0.00066622,0.0018395,0.00545724,-0.00001831,0.00013188,-0.00199195,-3e-7,-2.41e-6,9.06e-6,1032.4239502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115304619520,,,,,,,,,,,,,,,0.99037892,-0.03250562,0.00042388,-0.13450998,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.0008651,-0.00457009,-0.00115182,-0.08626458,0.64870942,-9.75955105,-0.00895189,0.01789069,-0.00005531,0.07731269,-0.63081872,9.75949574,0.15325928,0.0,9.781447,,,,,,15,33,0,3,1740256115312594783
S,120,0,1740256115293843712,,-0.0105038,0.06685051,-0.99779719,0.00060826,0.00239684,0.00471732,-0.00002047,0.00013466,-0.00199695,3.41e-6,4.21e-6,9.21e-6,1032.41931152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115306605312,,,,,,,,,,,,,,,0.99037904,-0.03250325,0.00042119,-0.13450962,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00456358,-0.00014941,0.00172385,-0.09715539,0.66009408,-9.79233551,-0.01979699,0.02932829,-0.03283691,0.0773584,-0.6307658,9.7594986,0.15325928,0.0,9.8149824,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115295839232,,-0.01088895,0.06681211,-0.99648684,0.00063033,0.00189074,0.00542265,-0.00002287,0.00013417,-0.0019927,-4.5e-7,6.36e-6,8.89e-6,1032.41662598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115308591104,,,,,,,,,,,,,,,0.99037927,-0.03250022,0.00042162,-0.13450862,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00133985,0.00175604,0.00033574,-0.11474958,0.65867484,-9.77606487,-0.03740817,0.02796644,-0.01656246,0.07734141,-0.6307084,9.75950241,0.15325928,0.0,9.79879358,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115297836544,,-0.01273186,0.06737438,-0.99586225,-0.00212563,0.00304128,0.00625133,-0.0000238,0.00013549,-0.00199258,-2.65e-6,4.9e-6,0.0000165,1032.41516113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115310578176,,,,,,,,,,,,,,,0.99037975,-0.03249838,0.00042189,-0.13450576,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00226419,-0.00092584,0.00546416,-0.1061423,0.66268319,-9.77372551,-0.02881265,0.03200948,-0.01421928,0.07732965,-0.63067371,9.75950623,0.15325928,0.0,9.7966495,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115299833344,,-0.0116754,0.06684893,-0.9981218,-0.00061545,0.00244897,0.00462376,-0.00002503,0.00013509,-0.00199413,-3.54e-6,5.23e-6,7.96e-6,1032.41430664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115312568832,,,,,,,,,,,,,,,0.99038005,-0.03249787,0.00042176,-0.13450277,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00119059,0.00061266,0.00053897,-0.1336439,0.66647792,-9.76314449,-0.05631499,0.03581434,-0.00364304,0.07732891,-0.63066357,9.75950146,0.15325928,0.0,9.78655303,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115301831936,,-0.01071778,0.06616001,-0.99764526,-0.00147008,0.00337031,0.00195181,-0.00002086,0.00013014,-0.00199617,-9.2e-7,6.03e-6,4.56e-6,1032.41381836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115314557696,,,,,,,,,,,,,,,0.99038011,-0.03249715,0.00042198,-0.13450262,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00255669,0.00001145,-0.0002061,-0.10343096,0.63431853,-9.79522419,-0.02610836,0.00366831,-0.03572083,0.0773226,-0.63065022,9.75950336,0.15325928,0.0,9.81625215,,,,,,15,18,0,3,1740256115313196556
S,120,0,1740256115303832320,,-0.00967546,0.06732915,-0.99804103,-0.00512854,0.00619788,0.00464732,-0.00001848,0.00013519,-0.00199662,-0.00001184,0.00001096,9.47e-6,1032.41357422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115316545792,,,,,,,,,,,,,,,0.99038011,-0.03249723,0.00042288,-0.13450289,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00296533,0.00176056,-0.00025574,-0.09222891,0.66033709,-9.78957462,-0.0149233,0.02968287,-0.0300703,0.07730561,-0.63065422,9.75950432,0.15325928,0.0,9.81220384,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115305830400,,-0.01148047,0.0681618,-0.99580109,-0.00248349,0.00504756,0.00231432,-0.00002192,0.00013751,-0.00199003,-4.99e-6,0.00001528,4.06e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115318532096,,,,,,,,,,,,,,,0.99037999,-0.03249898,0.00042759,-0.13450347,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00177115,0.00714033,-0.0006404,-0.09807824,0.67411685,-9.76329803,-0.02085892,0.0434165,-0.00379467,0.07721931,-0.63070035,9.75950336,0.15325928,0.0,9.7869175,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115307825152,,-0.01200506,0.07050944,-0.9958002,0.00005067,0.00301954,0.00319387,-0.00002434,0.00014175,-0.00199314,8e-7,4.84e-6,7.42e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115320516864,,,,,,,,,,,,,,,0.99037993,-0.03249854,0.00043112,-0.13450398,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00169099,6.03e-6,-0.00013703,-0.12067123,0.68688107,-9.77563953,-0.04352117,0.05617988,-0.01613617,0.07715006,-0.63070118,9.75950336,0.15325928,0.0,9.80023417,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115309820672,,-0.01055477,0.06971925,-0.99680024,-0.00438115,0.00143479,0.0044343,-0.0000227,0.00014053,-0.00199078,-8.25e-6,8e-7,7.89e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115322503936,,,,,,,,,,,,,,,0.99037993,-0.03249786,0.00042997,-0.13450421,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.0000271,-0.00208212,-0.00040794,-0.12120118,0.69542789,-9.75025654,-0.04403052,0.06474304,0.00924778,0.07717066,-0.63068485,9.75950432,0.15325928,0.0,9.77546036,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115311816960,,-0.01151986,0.06770834,-0.99575031,-0.00239521,0.00375614,0.00310114,-0.00002266,0.00013605,-0.00199335,-7.05e-6,0.00001207,6.93e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115324489984,,,,,,,,,,,,,,,0.99037993,-0.03249932,0.00043091,-0.13450406,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00313214,0.00353537,0.00075319,-0.10384396,0.67472351,-9.78514194,-0.0266877,0.04400778,-0.02563763,0.07715626,-0.63071573,9.75950432,0.15325928,0.0,9.80879991,,,,,,15,3,0,3,1740256115313863352
S,120,0,1740256115313810432,,-0.00979009,0.06844907,-0.99865359,-0.00417732,0.00416606,0.00152997,-0.00001979,0.00013538,-0.00199597,-6.79e-6,9.82e-6,2.71e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256115314533483
S,120,0,1740256115326474240,,,,,,,,,,,,,,,0.99037981,-0.03250052,0.00043397,-0.13450468,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00006342,0.00224471,-0.00179457,-0.10447598,0.65483862,-9.77117443,-0.02737547,0.02409178,-0.01167202,0.0771005,-0.63074684,9.75950241,0.15325928,0.0,9.79358429,,,,,,3,0,0,3,1740256115314533483
S,120,0,1740256115315805952,,-0.00985654,0.06903411,-0.99970067,-0.0029571,0.00319839,0.00223574,-0.00002013,0.00013777,-0.00200032,-5.87e-6,5.93e-6,3.3e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,1740256115316502878
S,120,0,1740256115328461312,,,,,,,,,,,,,,,0.99037951,-0.03250117,0.00043539,-0.1345069,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00163322,0.00053076,-0.00259787,-0.09749794,0.67389446,-9.80934143,-0.02042174,0.04313141,-0.04983902,0.0770762,-0.63076305,9.75950241,0.15325928,0.0,9.83284478,,,,,,5,0,0,2,1740256115316502878
S,120,0,1740256115317802752,,-0.01099232,0.06614526,-0.99965012,0.0003597,0.00130504,0.00347156,-0.00002057,0.00013454,-0.00200002,1.29e-6,1.26e-6,8.94e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,1740256115316502878
S,120,0,1740256115330452224,,,,,,,,,,,,,,,0.99037939,-0.03250132,0.0004349,-0.13450772,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00146324,-0.00147486,0.00092511,-0.09263067,0.67669493,-9.80958176,-0.0155442,0.04593033,-0.05007935,0.07708647,-0.6307646,9.75950241,0.15325928,0.0,9.83322679,,,,,,3,0,0,4,1740256115322904818
S,120,0,1740256115319801344,,-0.01240047,0.06693231,-0.9974969,-0.0055108,0.00166352,0.00213534,-0.00002726,0.00013136,-0.00199339,-0.00001107,1e-8,4.22e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,4,1740256115322904818
S,120,0,1740256115332442368,,,,,,,,,,,,,,,0.99037939,-0.03250138,0.00043249,-0.13450769,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00093795,-0.00331513,-0.0010108,-0.13511392,0.63157511,-9.77920532,-0.05798064,0.00081557,-0.01970291,0.07713328,-0.63075954,9.75950241,0.15325928,0.0,9.80033979,,,,,,4,0,0,4,1740256115324059642
S,120,0,1740256115321802752,,-0.01101437,0.06528533,-0.99813098,-0.000373,0.00532934,0.00357781,-0.00002226,0.00013115,-0.00199679,-2.35e-6,0.00001347,7.45e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,4,1740256115324059642
S,120,0,1740256115334430720,,,,,,,,,,,,,,,0.99037921,-0.03250279,0.00043288,-0.13450845,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00196629,0.00375113,-0.00051699,-0.11427418,0.65243882,-9.78917122,-0.0371442,0.02165109,-0.02967167,0.07712998,-0.63078773,9.75949955,0.15325928,0.0,9.81146567,,,,,,4,0,0,4,1740256115324059642
S,120,0,1740256115323801600,,-0.01234077,0.06478836,-0.99704683,-0.00215118,0.00218145,0.00112491,-0.00002449,0.00012778,-0.00199541,-3.65e-6,5.24e-6,2.49e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,6,1740256115325249219
S,120,0,1740256115336417280,,,,,,,,,,,,,,,0.9903791,-0.03250264,0.00043561,-0.13450941,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00151933,0.00175033,-0.00126625,-0.11268049,0.62360519,-9.79075813,-0.03560307,-0.00718671,-0.03125858,0.07707742,-0.6307919,9.75949955,0.15325928,0.0,9.81117674,,,,,,6,0,0,6,1740256115325249219
S,120,0,1740256115325797376,,-0.00934446,0.06374099,-0.99901652,-0.00073225,0.00578957,0.00581307,-0.000018,0.0001259,-0.00199535,-3.18e-6,0.00001045,8.58e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,6,1740256115325249219
S,120,0,1740256115338402304,,,,,,,,,,,,,,,0.99037892,-0.03250198,0.00043673,-0.13451107,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00052192,0.00076719,-0.00199882,-0.09943195,0.61954129,-9.76841259,-0.02237704,-0.0112406,-0.00891113,0.0770549,-0.63078189,9.75950146,0.15325928,0.0,9.78851187,,,,,,6,0,0,6,1740256115325249219
S,120,0,1740256115327793664,,-0.01124437,0.06591868,-0.9995181,-0.00262527,0.00555897,0.0031352,-0.00002239,0.00013332,-0.0020003,-4.86e-6,0.00001509,0.0000114,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,1740256115328447317
S,120,0,1740256115340389376,,,,,,,,,,,,,,,0.9903791,-0.0325014,0.00044026,-0.13450976,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00073561,0.00628651,0.00489129,-0.10045399,0.64933348,-9.81246281,-0.02346975,0.0185535,-0.05296135,0.07698424,-0.63077998,9.75950146,0.15325928,0.0,9.83439832,,,,,,3,2,0,2,1740256115328447317
S,120,0,1740256115329790208,,-0.0109155,0.06579006,-0.99709088,-0.00188133,0.00672408,0.00137462,-0.00002229,0.0001318,-0.00199422,-7.11e-6,0.00001174,-2.8e-7,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,3,1740256115329447548
S,120,0,1740256115342375424,,,,,,,,,,,,,,,0.9903791,-0.03250174,0.00044462,-0.13450955,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,-0.00258993,0.00224557,-0.00419161,-0.112665,0.64794171,-9.78841114,-0.03576447,0.01714355,-0.02891064,0.07690053,-0.63079816,9.7595005,0.15325928,0.0,9.8104037,,,,,,6,0,0,3,1740256115329447548
S,120,0,1740256115331783936,,-0.01141028,0.06584326,-0.99626678,-0.00018202,-0.00185293,0.00210882,-0.00002328,0.00013237,-0.00199302,1e-6,1.8e-6,7.67e-6,1032.41345215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,3,1740256115329447548
S,120,0,1740256115344359680,,,,,,,,,,,,,,,0.99037886,-0.03250141,0.00044722,-0.13451141,-158.31193542,0.00543768,0.00062891,0.00105823,0.03991326,0.00252647,0.00310998,0.00060528,-0.11269995,0.65004873,-9.77452755,-0.03584943,0.01925021,-0.01502609,0.07685052,-0.63079852,9.75950146,0.15325928,0.0,9.79668532,,,,,,6,0,0,3,1740256115329447548
S,120,0,1740256115333779200,,-0.0113129,0.06600053,-0.99675113,-0.00131009,0.00035062,0.00174175,-0.00002471,0.00013239,-0.0019932,-1.5e-6,-2.58e-6,-1.4e-7,1032.40930176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1740256115334221678
S,120,0,1740256115346347264,,,,,,,,,,,,,,,0.99037868,-0.03249937,0.00044509,-0.13451332,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,0.00209701,-0.00664721,-0.00456486,-0.12533766,0.64852297,-9.76876545,-0.04845011,0.01776987,-0.00926113,0.07688755,-0.6307531,9.75950432,0.23252869,0.0,9.79093685,,,,,,1,0,0,1,1740256115334576862
S,120,0,1740256115335781888,,-0.00874336,0.06501397,-0.99785262,0.00068959,0.00313452,0.00331703,-0.00001558,0.00012947,-0.00199369,1.97e-6,7.54e-6,8.02e-6,1032.40698242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,1740256115340109432
S,120,0,1740256115348338944,,,,,,,,,,,,,,,0.99037844,-0.03249768,0.00044169,-0.13451532,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,0.00214123,0.00049917,0.00032978,-0.08019109,0.63701856,-9.76752472,-0.00324087,0.00630713,-0.00801849,0.07695022,-0.63071144,9.75950623,0.23252869,0.0,9.78860149,,,,,,3,0,0,2,1740256115340845290
S,120,0,1740256115337786624,,-0.01031707,0.06720109,-0.99798387,-0.00275232,0.00372601,0.00043132,-0.00002158,0.00013528,-0.00199671,-2.82e-6,8.68e-6,3.23e-6,1032.40563965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,2,1740256115340845290
S,120,0,1740256115350329344,,,,,,,,,,,,,,,0.9903785,-0.03249519,0.00044262,-0.13451533,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,0.00255375,0.0020047,-0.00026658,-0.10028487,0.65594882,-9.79473591,-0.02335913,0.02528322,-0.03522778,0.07692575,-0.6306656,9.75950813,0.23252869,0.0,9.8171339,,,,,,6,1,0,3,1740256115341923086
S,120,0,1740256115339788288,,-0.00977077,0.06411313,-0.99663794,-0.00157376,0.00394842,0.00471835,-0.0000194,0.00012934,-0.00199322,-4.06e-6,5.78e-6,9.77e-6,1032.40490723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,3,1740256115341923086
S,120,0,1740256115352317440,,,,,,,,,,,,,,,0.99037844,-0.03249443,0.00044345,-0.13451593,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,-0.00128165,-0.00011744,-0.00086471,-0.09689468,0.64925319,-9.77913189,-0.01998664,0.01860011,-0.0196228,0.07690804,-0.63065308,9.75950909,0.23252869,0.0,9.80110446,,,,,,6,1,0,3,1740256115341923086
S,120,0,1740256115341786624,,-0.0071937,0.06662621,-0.99948204,-0.0027304,0.00356542,0.00035067,-0.00001585,0.00013317,-0.00199879,-5.27e-6,6.01e-6,6.9e-7,1032.40454102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,3,1740256115341923086
S,120,0,1740256115354304000,,,,,,,,,,,,,,,0.99037826,-0.0324951,0.00044381,-0.13451703,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,-0.00014004,0.00073571,-0.00133188,-0.09026755,0.63914728,-9.7883091,-0.01336414,0.00848043,-0.02880192,0.0769034,-0.63066685,9.75950718,0.23252869,0.0,9.80955844,,,,,,4,0,0,3,1740256115342966055
S,120,0,1740256115343782144,,-0.00726694,0.06500985,-0.99725598,-0.00080054,0.0013271,0.00063263,-0.00001216,0.00013093,-0.00199434,-2.96e-6,2.77e-6,-6.6e-7,1032.40429688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,3,1740256115342966055
S,120,0,1740256115356289024,,,,,,,,,,,,,,,0.99037784,-0.03249543,0.00044415,-0.13452005,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,-0.00064069,0.0000421,-0.00473656,-0.050645,0.6509577,-9.78969002,0.02625464,0.0202837,-0.03018284,0.07689964,-0.630674,9.75950718,0.23252869,0.0,9.81138653,,,,,,4,0,0,3,1740256115342966055
S,120,0,1740256115345778432,,-0.00844209,0.06845666,-0.99719584,0.00127552,0.00275023,0.00368521,-0.00001923,0.00013238,-0.00199495,7.56e-6,2.8e-6,8.2e-6,1032.4041748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1740256115346355315
S,120,0,1740256115358276352,,,,,,,,,,,,,,,0.99037755,-0.03249575,0.00044414,-0.13452241,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,0.00622484,-0.00229782,-0.0004193,-0.09535053,0.62473518,-9.78230095,-0.01844829,-0.00594479,-0.02279282,0.07690224,-0.63067997,9.75950813,0.23252869,0.0,9.80267372,,,,,,4,3,0,3,1740256115347128409
S,120,0,1740256115347775232,,-0.00904771,0.06906893,-0.99626505,-0.00216374,0.002965,0.00237205,-0.00001688,0.00014197,-0.00199305,-5.06e-6,0.00001105,4.65e-6,1032.4041748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1740256115347128409
S,120,0,1740256115360262656,,,,,,,,,,,,,,,0.99037755,-0.03249575,0.00044414,-0.13452241,-158.23266602,0.00543768,0.00062891,0.00105823,0.03991326,0.00042452,0.00436991,-0.00051734,-0.07681126,0.70855641,-9.77620888,0.00009098,0.07787645,-0.01670074,0.07690224,-0.63067997,9.75950813,0.23252869,0.0,9.80185311,,,,,,4,3,0,3,1740256115347128409
S,120,0,1740256115349769216,,-0.00982698,0.06760065,-0.9964909,-0.00031528,0.00770878,0.00328022,-0.00001658,0.00013396,-0.00199372,-4.66e-6,0.00001364,4.39e-6,1032.4041748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256115347769418
