state_letter,set_extension,encoder_position,battery_voltage,current_milliamps,timestamp_seconds,temperature_celsius,pressure_pascals,raw_acceleration_x_gs,raw_acceleration_y_gs,raw_acceleration_z_gs,raw_rotated_acceleration_x_gs,raw_rotated_acceleration_y_gs,raw_rotated_acceleration_z_gs,est_tilt_angle_degrees,raw_angular_rate_x_deg_per_s,raw_angular_rate_y_deg_per_s,raw_angular_rate_z_deg_per_s,magnetic_field_x_microteslas,magnetic_field_y_microteslas,magnetic_field_z_microteslas,est_position_z_meters,est_velocity_z_meters_per_s,est_mach_number,est_quaternion_w,est_quaternion_x,est_quaternion_y,est_quaternion_z,predicted_apogee,height_used_for_prediction,velocity_used_for_prediction,retrieved_firm_packets,apogee_predictor_queue_size,update_timestamp_ns
S,113,0,16.29962,382.9268292682927,779.56621696,49.48539734,92586.15625000,-0.73168069,0.68279147,0.04295317,0.10571080,0.04293406,0.99518239,3.96239734,0.03154578,-0.07552909,0.04120606,-21.50265121,-29.56260872,-20.63070297,2.19346762,0.09382344,0.00026056,0.49410304,-0.47045001,0.53040695,0.50319725,,,,1,0,1775328038563267952
S,113,0,16.29761,167.07317073170734,779.57748755,49.49855042,92585.78125000,-0.73046386,0.68718636,0.04405210,0.10208756,0.04419827,0.99768132,3.96886659,0.17650427,-0.05264091,-0.05797606,-21.48906708,-29.42980766,-20.61281586,2.19091845,0.08790006,0.00024411,0.49410772,-0.47038433,0.53045475,0.50320363,,,,1,0,1775328038574286227
S,113,0,16.29107,153.90243902439025,779.58838357,49.48857117,92584.50000000,-0.72911984,0.68498755,0.04453969,0.10258633,0.04463619,0.99513376,3.97128344,0.33672154,-0.11367606,0.09461182,-21.48825455,-29.49493599,-20.56451607,2.19100857,0.08559576,0.00023771,0.49411741,-0.47035187,0.53048176,0.50319606,,,,1,0,1775328038585284595
S,113,0,16.29771,170.97560975609758,779.59770915,49.49394226,92586.50000000,-0.73253328,0.68291479,0.04429211,0.10671854,0.04410392,0.99579388,3.98295283,0.13835730,-0.23574637,0.16327636,-21.52480888,-29.48885536,-20.53924561,2.18523932,0.07455731,0.00020706,0.49413106,-0.47022808,0.53056526,0.50321025,,,,1,0,1775328038596286722
S,113,0,16.29814,220.0,779.61020840,49.49671936,92585.82812500,-0.73009348,0.68462288,0.04636549,0.10401666,0.04626250,0.99545717,3.99115562,0.38249791,-0.09841727,0.12512939,-21.51765633,-29.46472168,-20.53939819,2.18185115,0.06748144,0.00018740,0.49414334,-0.47013903,0.53062630,0.50321728,,,,1,0,1775328038607281404
S,113,0,16.29474,182.9268292682927,779.62132524,49.49201965,92586.10937500,-0.73021543,0.68572223,0.04746191,0.10365438,0.04732382,0.99634248,4.00257111,0.30620396,0.00839424,0.00305909,-21.55270386,-29.49040413,-20.59752464,2.17653155,0.05671389,0.00015750,0.49415621,-0.47001889,0.53071481,0.50322336,,,,1,0,1775328038618283475
S,113,0,16.294780000000003,260.9756097560976,779.63033779,49.49240112,92585.68750000,-0.72862858,0.68596566,0.04904677,0.10247809,0.04894179,0.99546826,4.00790119,0.10021033,-0.08315849,-0.01982909,-21.51721764,-29.42863083,-20.53875351,2.17472768,0.05258771,0.00014604,0.49415565,-0.46996933,0.53075039,0.50323266,,,,1,0,1775328038629276380
S,113,0,16.30239,271.95121951219517,779.64292255,49.48271179,92585.48437500,-0.73009378,0.68682140,0.04819318,0.10316229,0.04800475,0.99706393,4.01795387,0.05443396,-0.03738212,0.14801757,-21.51621437,-29.40604210,-20.61005783,2.17030406,0.04393936,0.00012203,0.49416035,-0.46987033,0.53081948,0.50324750,,,,1,0,1775328038640278099
S,113,0,16.29031,320.9756097560976,779.65298783,49.48347473,92585.62500000,-0.73070621,0.68840867,0.04685352,0.10261440,0.04666513,0.99866229,4.02350569,-0.06000695,0.03128242,0.05646485,-21.53837395,-29.38051796,-20.52502251,2.16815519,0.03953052,0.00010978,0.49415994,-0.46981972,0.53085119,0.50326169,,,,1,0,1775328038651278300
S,113,0,16.295270000000002,242.92682926829266,779.66483328,49.50161743,92585.95312500,-0.73265821,0.68828791,0.04612089,0.10425305,0.04579508,0.99984491,4.03041172,0.00865760,-0.12130546,0.15564696,-21.53114128,-29.48166084,-20.47794724,2.16546130,0.03412202,0.00009476,0.49415967,-0.46975517,0.53088492,0.50328678,,,,1,0,1775328038662292630
S,113,0,16.29985,162.9268292682927,779.67643582,49.49134827,92585.68750000,-0.72924352,0.68865126,0.04612424,0.10152143,0.04591411,0.99787259,4.03487873,0.09258094,-0.07552909,0.02594727,-21.55941582,-29.47844696,-20.59672737,2.16366196,0.03048786,0.00008467,0.49415350,-0.46971944,0.53091091,0.50329876,,,,1,0,1775328038673281498
S,113,0,16.302310000000002,351.9512195121951,779.68731933,49.48684692,92587.12500000,-0.72948658,0.68791902,0.04636732,0.10239577,0.04604125,0.99746108,4.04573631,0.21465124,-0.15945242,0.14801757,-21.58678627,-29.52095222,-20.60071373,2.15817547,0.02055966,0.00005710,0.49416518,-0.46960580,0.53098804,0.50331199,,,,1,0,1775328038684276458
S,113,0,16.296380000000003,421.9512195121951,779.69828802,49.48846436,92585.65625000,-0.72814506,0.68974990,0.04795255,0.10034406,0.04770219,0.99795055,4.04980040,0.22991003,-0.27389333,-0.05797606,-21.50403023,-29.48398399,-20.60705566,2.15566707,0.01591756,0.00004421,0.49418193,-0.46955067,0.53102517,0.50330788,,,,1,0,1775328038695282307
S,113,0,16.29589,208.04878048780486,779.70835453,49.49240112,92585.73437500,-0.72899657,0.68755299,0.04831629,0.10258120,0.04789817,0.99683613,4.05728865,0.35198033,-0.31204030,0.06409424,-21.51948738,-29.38735390,-20.57635880,2.15139961,0.00839841,0.00002332,0.49419484,-0.46946734,0.53108460,0.50331026,,,,1,0,1775328038706331267
S,113,0,16.29379,322.9268292682927,779.71973924,49.49432373,92586.09375000,-0.72972476,0.68486798,0.04965427,0.10504568,0.04905027,0.99527252,4.06187153,0.21465124,-0.21285819,-0.10375243,-21.52942467,-29.41231155,-20.61456299,2.14823985,0.00264502,0.00000735,0.49422264,-0.46939492,0.53113216,0.50330013,,,,1,0,1775328038717282116
S,113,0,16.2941,230.97560975609758,779.73100483,49.49383545,92585.73437500,-0.73131061,0.68499136,0.04940925,0.10619420,0.04871643,0.99640322,4.06428099,0.22991003,-0.28152272,0.08698242,-21.54181480,-29.38725090,-20.55792427,2.14678335,-0.00008223,0.00000023,0.49423733,-0.46935713,0.53115344,0.50329852,,,,1,0,1775328038728281669
S,113,0,16.29164,244.8780487804878,779.74128471,49.48347473,92584.82812500,-0.73155630,0.68547946,0.04806951,0.10591495,0.04738230,0.99694759,4.06003904,-0.02185997,0.00839424,0.02594727,-21.54500771,-29.49383545,-20.47699928,2.14936924,0.00368032,0.00001022,0.49425086,-0.46938196,0.53112525,0.50329185,,,,1,0,1775328038739282110
S,113,0,16.29503,389.0243902439025,779.75123151,49.49336243,92585.67187500,-0.73118824,0.68474716,0.04965285,0.10629565,0.04889929,0.99613780,4.06529331,0.03154578,0.09231757,0.14038818,-21.61936951,-29.45264435,-20.47540474,2.14618063,-0.00192866,0.00000536,0.49425477,-0.46932852,0.53115505,0.50330639,,,,1,0,1775328038750288959
S,113,0,16.299229999999998,226.09756097560975,779.76378797,49.49365234,92585.78125000,-0.73094571,0.68547916,0.04880083,0.10555619,0.04809034,0.99653924,4.06360674,-0.06763634,0.16098212,0.07172363,-21.56289101,-29.46441078,-20.49696541,2.14714456,-0.00078497,0.00000218,0.49424446,-0.46935502,0.53112960,0.50331867,,,,1,0,1775328038761285586
S,113,0,16.2956,159.02439024390245,779.77485167,49.49259949,92585.07812500,-0.72984666,0.68425739,0.04916677,0.10551399,0.04846716,0.99489671,4.06196785,-0.04474816,0.08468818,0.04120606,-21.53806686,-29.39129257,-20.46462822,2.14816284,0.00050456,0.00000140,0.49423552,-0.46937990,0.53111255,0.50332230,,,,1,0,1775328038772281620
S,113,0,16.297539999999998,184.8780487804878,779.78637231,49.49298096,92585.92187500,-0.73070019,0.68279260,0.04806929,0.10698873,0.04730570,0.99436140,4.05820560,-0.12104210,0.07705878,0.07172363,-21.51023293,-29.47814751,-20.61192894,2.15083623,0.00417855,0.00001160,0.49422425,-0.46942642,0.53107458,0.50332993,,,,1,0,1775328038783283636
S,113,0,16.29816,190.97560975609755,779.79643840,49.49624634,92583.90625000,-0.73082179,0.68389201,0.04940929,0.10621011,0.04877096,0.99528432,4.04617167,-0.20496543,0.08468818,0.06409424,-21.55697441,-29.44607544,-20.48609924,2.15831351,0.01586363,0.00004406,0.49420863,-0.46955535,0.53098667,0.50331777,,,,1,0,1775328038794292207
S,113,0,16.29548,223.90243902439025,779.80650488,49.49642944,92584.76562500,-0.72972310,0.68303657,0.04977537,0.10581720,0.04918522,0.99392956,4.03837204,0.07732215,0.07705878,0.07172363,-21.57464409,-29.44683266,-20.51216698,2.16335464,0.02338907,0.00006495,0.49420267,-0.46963441,0.53092569,0.50331420,,,,1,0,1775328038805284019
S,113,0,16.29354,240.97560975609755,779.81908850,49.48358154,92584.81250000,-0.72984952,0.68303484,0.04502542,0.10552353,0.04449832,0.99404675,4.03050852,0.15361609,0.00076485,0.10224121,-21.53737831,-29.45438194,-20.60917091,2.16933274,0.03186311,0.00008849,0.49419272,-0.46971810,0.53087020,0.50330448,,,,1,0,1775328038816295517
S,113,0,16.29018,273.9024390243903,779.82996567,49.49557495,92585.21875000,-0.73022026,0.68572026,0.04234670,0.10392141,0.04191399,0.99632865,4.03148031,0.19176306,-0.15182303,0.09461182,-21.57465935,-29.41200066,-20.57213020,2.17006421,0.03210046,0.00008915,0.49418598,-0.46971667,0.53087276,0.50330961,,,,1,0,1775328038827298069
S,113,0,16.29901,285.8536585365853,779.84022173,49.49911499,92585.53125000,-0.72899902,0.68633062,0.04454031,0.10264355,0.04419029,0.99598420,4.02739763,0.31383336,-0.15182303,0.05646485,-21.51519966,-29.46651459,-20.62781906,2.17360282,0.03658804,0.00010161,0.49419734,-0.46974239,0.53085649,0.50329179,,,,1,0,1775328038838297437
S,113,0,16.28596,392.9268292682927,779.85180510,49.50775146,92586.09375000,-0.72899944,0.68596405,0.04380943,0.10292876,0.04342324,0.99570394,4.03186893,0.30620396,-0.28915212,0.08698242,-21.51693916,-29.36973763,-20.59828758,2.17228603,0.03357649,0.00009324,0.49420786,-0.46968976,0.53089947,0.50328517,,,,1,0,1775328038849290045
S,113,0,16.294330000000002,210.0,779.86270804,49.49096680,92586.46875000,-0.73155910,0.68694401,0.04636500,0.10461736,0.04582775,0.99808592,4.04636574,0.22991003,-0.16708182,0.12512939,-21.49087334,-29.47033882,-20.53627205,2.16474915,0.02015987,0.00005599,0.49422690,-0.46953431,0.53101367,0.50329095,,,,1,0,1775328038860293024
S,113,0,16.29765,179.02439024390245,779.87445538,49.50065613,92586.26562500,-0.73253381,0.68767816,0.04819122,0.10510892,0.04760057,0.99925745,4.05410147,0.22228064,-0.24337576,0.13275878,-21.56123161,-29.43591309,-20.57372475,2.16139650,0.01409952,0.00003916,0.49423346,-0.46945572,0.53107309,0.50329512,,,,1,0,1775328038871291113
S,113,0,16.290680000000002,361.9512195121951,779.88519357,49.49038696,92587.12500000,-0.73167634,0.68596888,0.05050539,0.10604399,0.04976559,0.99736261,4.07284927,0.17650427,0.06180000,0.14038818,-21.50691795,-29.42182541,-20.50643539,2.15131974,-0.00297774,0.00000827,0.49423876,-0.46927553,0.53120220,0.50332195,,,,1,0,1775328038882296407
S,113,0,16.296100000000003,141.9512195121951,779.89459379,49.48818970,92586.92187500,-0.73338449,0.68743587,0.05123509,0.10662651,0.05042869,0.99956685,4.08461237,0.10783973,0.16861151,0.14801757,-21.49183273,-29.41724205,-20.58478737,2.14521289,-0.01314651,0.00003651,0.49423245,-0.46917212,0.53127861,0.50334376,,,,1,0,1775328038893290182
S,113,0,16.29907,150.0,779.90717214,49.48971558,92586.85937500,-0.72997487,0.68962926,0.04746362,0.10263574,0.04679716,0.99898970,4.09658098,-0.05237755,0.06942939,0.14038818,-21.47600555,-29.43556976,-20.60852623,2.13834476,-0.02427071,0.00006740,0.49423304,-0.46906057,0.53135532,0.50336617,,,,1,0,1775328038904289531
S,113,0,16.29907,213.90243902439025,779.91723884,49.49192810,92587.28125000,-0.72997421,0.68620950,0.04502651,0.10502213,0.04413420,0.99639153,4.11208868,-0.18970664,0.12283515,0.07935303,-21.52446175,-29.47217369,-20.60509491,2.12924504,-0.03866872,0.00010739,0.49422866,-0.46892017,0.53144932,0.50340188,,,,1,0,1775328038915286583
S,113,0,16.303250000000002,265.8536585365854,779.92838208,49.50218201,92587.37500000,-0.72985512,0.68987256,0.04539339,0.10288799,0.04453033,0.99905193,4.13033628,0.10021033,0.06942939,0.01831788,-21.58650398,-29.41382980,-20.65382385,2.11834216,-0.05605802,0.00015568,0.49422470,-0.46875408,0.53156126,0.50344241,,,,1,0,1775328038926296951
S,113,0,16.29973,189.02439024390245,779.94019158,49.48664856,92587.40625000,-0.72997522,0.68718630,0.04490509,0.10498959,0.04383719,0.99707615,4.14600086,-0.01423058,0.00839424,0.14801757,-21.48781586,-29.45884514,-20.56387138,2.10778522,-0.07212976,0.00020032,0.49422204,-0.46861121,0.53165835,0.50347549,,,,1,0,1775328038937290393
S,113,0,16.28971,293.9024390243902,779.94995567,49.49969482,92587.25000000,-0.72948629,0.68620914,0.04514876,0.10549396,0.04397571,0.99599648,4.15835857,0.12309851,-0.12893485,-0.01219970,-21.55562210,-29.58632278,-20.58255577,2.10021806,-0.08366241,0.00023234,0.49422282,-0.46849540,0.53173381,0.50350279,,,,1,0,1775328038948290019
S,113,0,16.29794,203.90243902439022,779.96164523,49.48980713,92587.42187500,-0.73107010,0.68718833,0.04782704,0.10655582,0.04649675,0.99772871,4.17827940,0.10783973,0.06180000,-0.10375243,-21.58201218,-29.44078636,-20.50591469,2.08750057,-0.10284834,0.00028562,0.49422514,-0.46830747,0.53186053,0.50354141,,,,1,0,1775328038959288868
S,113,0,16.29804,307.0731707317073,779.97260914,49.49288940,92588.42187500,-0.73082757,0.68584400,0.04514736,0.10739017,0.04367948,0.99653852,4.19395256,0.19176306,-0.06027031,-0.00457031,-21.54824448,-29.49591637,-20.57596397,2.07716823,-0.11861417,0.00032941,0.49423486,-0.46815106,0.53197205,0.50355971,,,,1,0,1775328038970302643
S,113,0,16.29117,400.9756097560976,779.98413104,49.48818970,92588.21875000,-0.73131377,0.68450153,0.04563355,0.10912842,0.04392606,0.99579436,4.21992874,0.05443396,-0.02975273,0.14038818,-21.45700645,-29.40960693,-20.52698326,2.06058240,-0.14370927,0.00039910,0.49424222,-0.46790183,0.53214359,0.50360268,,,,1,0,1775328038981295307
S,113,0,16.298289999999998,260.9756097560976,779.99531341,49.50228882,92587.64062500,-0.73070610,0.68669873,0.04539138,0.10735857,0.04373437,0.99704993,4.22734833,0.14598669,-0.12130546,0.06409424,-21.50138092,-29.35050583,-20.54964638,2.05519462,-0.15086669,0.00041897,0.49425170,-0.46782246,0.53219581,0.50361210,,,,1,0,1775328038992294286
S,113,0,16.29084,208.04878048780486,780.00532255,49.49432373,92587.43750000,-0.72911757,0.68437779,0.04636632,0.10787451,0.04461110,0.99423754,4.23558664,0.21465124,-0.08315849,0.07172363,-21.52284622,-29.51936150,-20.56203461,2.04855084,-0.15989770,0.00044406,0.49426705,-0.46772936,0.53225780,0.50361794,,,,1,0,1775328039003296264
S,113,0,16.29542,442.9268292682927,780.01561621,49.49710083,92588.68750000,-0.73070049,0.68291456,0.04782575,0.11044204,0.04582697,0.99412531,4.25417995,0.22228064,-0.17471121,0.08698242,-21.50717545,-29.46665573,-20.63952827,2.03579450,-0.17809336,0.00049459,0.49427930,-0.46754378,0.53238755,0.50364119,,,,1,0,1775328039014302891
S,113,0,16.29131,281.9512195121951,780.02797260,49.48722839,92588.15625000,-0.73082191,0.68389201,0.04928750,0.11019206,0.04723424,0.99491960,4.26599550,0.22991003,-0.02212333,-0.00457031,-21.52560997,-29.50679398,-20.53400612,2.02732110,-0.18981723,0.00052715,0.49428794,-0.46742466,0.53246695,0.50365919,,,,1,0,1775328039025299814
S,113,0,16.298859999999998,239.02439024390242,780.03860741,49.48942566,92587.78125000,-0.73094136,0.68242741,0.05062652,0.11163455,0.04838026,0.99385256,4.28377151,0.13835730,-0.15945242,0.03357666,-21.48816681,-29.52375412,-20.50444412,2.01402664,-0.20810261,0.00057793,0.49430540,-0.46724075,0.53259212,0.50368053,,,,1,0,1775328039036300089
S,113,0,16.294780000000003,380.9756097560976,780.05041334,49.49739075,92588.14062500,-0.73070109,0.68267006,0.04697313,0.11121732,0.04468799,0.99388254,4.29089785,0.07732215,-0.02212333,0.19379394,-21.52347946,-29.46364784,-20.48377037,2.00862193,-0.21443488,0.00059551,0.49430847,-0.46717158,0.53263086,0.50370067,,,,1,0,1775328039047305160
S,113,0,16.29882,281.9512195121951,780.06070386,49.50363159,92587.62500000,-0.73009139,0.68450159,0.04855767,0.10983443,0.04629803,0.99484992,4.30106401,0.05443396,0.01602364,0.16327636,-21.52233887,-29.52548409,-20.56770325,2.00036478,-0.22384408,0.00062163,0.49430868,-0.46707696,0.53269339,0.50372213,,,,1,0,1775328039058299472
S,113,0,16.29798,200.0,780.07075600,49.50016785,92588.48437500,-0.73082560,0.68535620,0.04673046,0.10979730,0.04444635,0.99597794,4.30466032,0.00865760,-0.01449394,-0.05034667,-21.46626854,-29.41526413,-20.50425720,1.99645746,-0.22740890,0.00063154,0.49431199,-0.46703956,0.53271580,0.50372970,,,,1,0,1775328039069297451
S,113,0,16.29029,208.04878048780486,780.08333929,49.50267029,92588.51562500,-0.72972697,0.68718773,0.04941157,0.10823846,0.04714602,0.99661011,4.32218695,0.08495154,-0.11367606,0.05646485,-21.55077171,-29.45191193,-20.48122597,1.98439145,-0.24260911,0.00067375,0.49430770,-0.46688169,0.53283042,0.50375891,,,,1,0,1775328039080300448
S,113,0,16.296030000000002,180.97560975609755,780.09371984,49.50083923,92588.89062500,-0.72972929,0.68755323,0.04734127,0.10804605,0.04504734,0.99688148,4.33096886,0.17650427,-0.13656424,0.01068848,-21.56143570,-29.48811913,-20.77309608,1.97747028,-0.25073734,0.00069632,0.49431527,-0.46679196,0.53289998,0.50376129,,,,1,0,1775328039091303890
S,113,0,16.29117,275.8536585365854,780.10347289,49.49652100,92588.50000000,-0.73021555,0.68816501,0.04953327,0.10835123,0.04717177,0.99763423,4.34253073,0.16887487,-0.13656424,0.08698242,-21.61567688,-29.49686241,-20.58126640,1.96913469,-0.26100880,0.00072485,0.49432296,-0.46667585,0.53298485,0.50377136,,,,1,0,1775328039102305980
S,113,0,16.29121,319.0243902439024,780.11605633,49.49642944,92588.54687500,-0.73106539,0.68755662,0.05318596,0.10982049,0.05067796,0.99769282,4.35464621,0.29857457,-0.08315849,0.04120606,-21.57887650,-29.37504959,-20.52698326,1.95866716,-0.27270657,0.00075734,0.49433550,-0.46654955,0.53307408,0.50378174,,,,1,0,1775328039113302884
S,113,0,16.29164,162.9268292682927,780.12612302,49.49911499,92588.62500000,-0.72972763,0.68853104,0.05002103,0.10818648,0.04754043,0.99755466,4.36533737,0.17650427,-0.02975273,-0.01982909,-21.51386642,-29.39307976,-20.56592369,1.95007873,-0.28297216,0.00078584,0.49434122,-0.46644419,0.53314638,0.50379699,,,,1,0,1775328039124301659
S,113,0,16.29173,332.9268292682927,780.13708986,49.49298096,92588.09375000,-0.73094922,0.68889779,0.04831496,0.10895616,0.04574865,0.99861747,4.37533140,0.13835730,0.16098212,0.04883545,-21.50592232,-29.49569130,-20.59058189,1.94076395,-0.29220435,0.00081149,0.49433866,-0.46635410,0.53321207,0.50381351,,,,1,0,1775328039135308304
S,113,0,16.296200000000002,389.0243902439025,780.14884032,49.48741150,92588.78125000,-0.73204404,0.68718994,0.04977477,0.11111212,0.04705006,0.99801606,4.38275623,-0.07526574,0.29068181,0.10987061,-21.51510811,-29.44710732,-20.56132698,1.93397868,-0.29920772,0.00083095,0.49433348,-0.46629074,0.53325546,0.50383145,,,,1,0,1775328039146302801
S,113,0,16.298939999999998,379.0243902439024,780.15956824,49.49633789,92588.25000000,-0.73046094,0.68779820,0.04770605,0.10955638,0.04503089,0.99743938,4.39164019,-0.09052452,0.18387030,-0.05034667,-21.53955841,-29.39369583,-20.58028221,1.92467952,-0.30808496,0.00085559,0.49431872,-0.46622357,0.53330171,0.50385910,,,,1,0,1775328039157305039
S,113,0,16.29981,265.8536585365854,780.17142319,49.51283264,92587.70312500,-0.72985041,0.68792015,0.04855920,0.10909003,0.04590535,0.99712884,4.39329004,-0.10578331,0.30594060,0.00305909,-21.48337936,-29.52597618,-20.61511803,1.92089903,-0.30996329,0.00086078,0.49430835,-0.46621966,0.53330129,0.50387329,,,,1,0,1775328039168301962
S,113,0,16.30356,340.0,780.18200304,49.49633789,92588.59375000,-0.73058158,0.68706608,0.04843640,0.11026400,0.04569197,0.99695027,4.39743423,-0.02185997,0.21438788,0.10987061,-21.53269958,-29.39362144,-20.58086395,1.91448045,-0.31402269,0.00087208,0.49429327,-0.46619689,0.53331035,0.50389957,,,,1,0,1775328039179310163
S,113,0,16.29855,278.0487804878049,780.19214067,49.50401306,92588.23437500,-0.72863197,0.68681931,0.04624591,0.10886645,0.04356545,0.99549717,4.39997244,0.05443396,0.14572333,-0.11901122,-21.52884865,-29.50887299,-20.63297081,1.90984452,-0.31726563,0.00088107,0.49428833,-0.46617809,0.53332412,0.50390714,,,,1,0,1775328039190310327
S,113,0,16.294610000000002,271.95121951219517,780.20448847,49.49298096,92589.53125000,-0.73216867,0.68572319,0.04551143,0.11228102,0.04263717,0.99696219,4.40362120,0.14598669,0.14572333,0.04883545,-21.52260017,-29.39146805,-20.48248100,1.90535486,-0.32022667,0.00088931,0.49427980,-0.46615368,0.53334647,0.50391448,,,,1,0,1775328039201306435
S,113,0,16.29363,252.9268292682927,780.21420667,49.49327087,92588.79687500,-0.73131508,0.68669957,0.04624334,0.11123943,0.04336822,0.99712682,4.41454887,-0.02185997,0.06180000,0.04883545,-21.55035400,-29.47743988,-20.55339050,1.89474952,-0.33101505,0.00091927,0.49428356,-0.46604767,0.53341812,0.50393307,,,,1,0,1775328039212306081
S,113,0,16.299129999999998,249.02439024390245,780.22427338,49.50755310,92588.57812500,-0.73021746,0.68437785,0.04405126,0.11192459,0.04107702,0.99464411,4.42217350,0.11546912,-0.12893485,0.01068848,-21.54625893,-29.46480179,-20.52594376,1.88772738,-0.33796465,0.00093855,0.49428722,-0.46597329,0.53346676,0.50394678,,,,1,0,1775328039223304745
S,113,0,16.29548,298.0487804878049,780.23685826,49.48664856,92588.90625000,-0.73143661,0.68340200,0.04368437,0.11351603,0.04058993,0.99469233,4.42505169,0.27568638,-0.30441090,0.13275878,-21.51418114,-29.47875977,-20.63916016,1.88153446,-0.34117353,0.00094749,0.49430242,-0.46592996,0.53349656,0.50394034,,,,1,0,1775328039234306334
S,113,0,16.295520000000003,300.9756097560975,780.24726089,49.49356079,92588.50000000,-0.73168069,0.68242502,0.04258766,0.11428773,0.03944272,0.99411118,4.42589283,0.22228064,-0.25100514,0.04120606,-21.50865173,-29.50456619,-20.43620491,1.87811697,-0.34212872,0.00095013,0.49430805,-0.46591642,0.53350949,0.50393367,,,,1,0,1775328039245307443
