state_letter,set_extension,encoder_position,battery_voltage,current_milliamps,timestamp_seconds,temperature_celsius,pressure_pascals,raw_acceleration_x_gs,raw_acceleration_y_gs,raw_acceleration_z_gs,raw_rotated_acceleration_x_gs,raw_rotated_acceleration_y_gs,raw_rotated_acceleration_z_gs,est_tilt_angle_degrees,raw_angular_rate_x_deg_per_s,raw_angular_rate_y_deg_per_s,raw_angular_rate_z_deg_per_s,magnetic_field_x_microteslas,magnetic_field_y_microteslas,magnetic_field_z_microteslas,est_position_z_meters,est_velocity_z_meters_per_s,est_mach_number,est_quaternion_w,est_quaternion_x,est_quaternion_y,est_quaternion_z,predicted_apogee,height_used_for_prediction,velocity_used_for_prediction,retrieved_firm_packets,apogee_predictor_queue_size,update_timestamp_ns
C,113,0,16.27907,201.95121951219514,794.29500771,49.58824158,82654.70312500,0.05452663,-0.06045673,0.15923184,0.14558923,0.09981386,-0.02870407,17.81136131,148.73606873,-137.32832336,-2.54515862,-9.19707870,-41.01838303,12.34122276,949.47027588,70.02812958,0.19444849,0.76997077,-0.18822576,0.55843902,0.24466722,1184.65297855,948.49549302,70.15482330,1,0,1775328053292284275
C,113,0,16.28245,170.97560975609758,794.30507417,49.60856628,82647.14062500,0.08049987,-0.05706154,0.15694353,0.13900778,0.11418952,-0.04477855,17.79218292,148.01890564,-136.90870667,-2.62145257,-8.67450047,-40.96013641,12.81039906,950.00347900,69.94332123,0.19420688,0.77275091,-0.17578290,0.56245100,0.23580760,1184.63961552,949.28473863,70.02812958,1,0,1775328053303272976
C,113,0,16.27781,380.9756097560976,794.31671810,49.60205078,82639.62500000,0.07096955,-0.02799033,0.16571455,0.13654974,0.11993966,-0.01581442,17.77202225,147.79765320,-137.07655334,-2.48412347,-7.90471935,-40.95087814,13.37886143,950.77374268,69.81699371,0.19385807,0.77654856,-0.15728694,0.56807196,0.22254755,1184.63618086,949.81794175,69.94332123,1,0,1775328053315171178
C,113,0,16.28583,190.97560975609755,794.32852796,49.59936523,82632.23437500,0.07146470,-0.04777483,0.15511172,0.14173372,0.10143293,-0.03274441,17.76501465,147.56114197,-137.82423401,-2.52989984,-7.29895163,-40.91602707,13.82949543,951.33190918,69.73233032,0.19362380,0.77891725,-0.14472400,0.57164770,0.21345177,1184.60801942,950.58820543,69.81699371,1,0,1775328053325288471
C,113,0,16.276609999999998,174.8780487804878,794.33865916,49.60089111,82642.90625000,0.05957979,0.02439950,0.16426229,0.11899085,0.12719418,0.02810710,17.76614571,146.70664978,-138.01496887,-2.35442376,-6.43437290,-40.91154480,14.40082455,952.00280762,69.61148071,0.19328777,0.78209913,-0.12615986,0.57656270,0.19995055,1184.63171423,951.14637193,69.73233032,1,0,1775328053336347986
C,113,0,16.276139999999998,172.92682926829266,794.35037472,49.60491943,82621.09375000,0.05733614,-0.03468545,0.18774325,0.17217357,0.10036885,-0.00451721,17.77890205,145.05107117,-138.07600403,-1.72881341,-5.82426643,-40.78371429,14.69302177,952.53973389,69.52879333,0.19305697,0.78403020,-0.11374030,0.57957661,0.19092111,1184.54057028,951.81727037,69.61148071,1,0,1775328053347304224
C,113,0,16.27818,304.8780487804878,794.36114430,49.61058044,82615.43750000,0.07301855,-0.00699357,0.15926957,0.13713281,0.10922837,-0.00334153,17.80851555,144.37968445,-137.61061096,-1.08794427,-4.91818190,-40.76210785,15.19500923,953.33380127,69.40731812,0.19271798,0.78660029,-0.09514711,0.58373398,0.17737438,1184.55668377,952.35419664,69.52879333,1,0,1775328053358291129
C,113,0,16.27787,397.07317073170736,794.37182955,49.60789490,82608.18750000,0.08132271,-0.02189786,0.15671411,0.14389099,0.10273269,-0.01983924,17.83219528,143.81510925,-137.25965881,-0.98113275,-4.38772726,-40.76358414,15.38682842,953.83135986,69.32603455,0.19249310,0.78808767,-0.08282344,0.58627456,0.16834594,1184.58650020,953.14826402,69.40731812,1,0,1775328053369293737
C,113,0,16.275209999999998,196.09756097560975,794.38309143,49.60789490,82605.32812500,0.08592043,-0.00848122,0.12992965,0.11663495,0.10149426,-0.02076468,17.85916328,143.17424011,-137.05366516,-0.41655758,-3.67229199,-40.69873810,15.76807499,954.33569336,69.24369812,0.19226448,0.78940719,-0.07044766,0.58865446,0.15924619,1184.57324892,953.64582261,69.32603455,1,0,1775328053381170976
C,113,0,16.26977,353.9024390243902,794.39315838,49.60733032,82597.28125000,0.08225711,-0.00212841,0.13114652,0.11960168,0.09743437,-0.01312082,17.90658379,142.35026550,-136.62641907,-0.26396969,-2.77642035,-40.76031494,16.03237915,955.11669922,69.12044525,0.19192241,0.79105079,-0.05202770,0.59187192,0.14566949,1184.56062963,954.15015611,69.24369812,1,0,1775328053391312769
C,113,0,16.28171,290.0,794.40332105,49.59495544,82590.15625000,0.10639098,0.00211937,0.11911357,0.10947925,0.11293114,-0.02779251,17.94301414,141.57969666,-136.38990784,-0.02745849,-2.24265742,-40.80192566,16.31684685,955.62268066,69.03900909,0.19169998,0.79193431,-0.03981802,0.59378779,0.13664055,1184.56867867,954.93116197,69.12044525,1,0,1775328053402288506
C,113,0,16.27583,200.0,794.41580832,49.60713196,82583.60937500,0.10738873,0.00444813,0.14469138,0.13744274,0.11510192,-0.01867530,18.00275803,141.22111511,-136.13050842,0.00305909,-1.19060111,-40.70478439,16.60392952,956.39752197,68.91674042,0.19135687,0.79295087,-0.02146598,0.59635544,0.12299735,1184.56453595,955.43714341,69.03900909,1,0,1775328053413281467
C,113,0,16.2796,141.9512195121951,794.42693855,49.60894775,82577.53125000,0.08907969,0.00873327,0.13334928,0.12766311,0.09714697,-0.00762177,18.04446793,140.71757507,-135.35231018,0.12512939,-0.59482294,-40.68683624,16.82362366,956.93566895,68.83654022,0.19113363,0.79341215,-0.00937508,0.59784794,0.11396107,1184.57435244,956.21198472,68.91674042,1,0,1775328053424286390
C,113,0,16.27952,275.8536585365854,794.43845867,49.60397339,82572.12500000,0.05662882,-0.00687597,0.10992910,0.11132300,0.05380303,-0.00713657,18.11064529,139.96226501,-135.24549866,0.18616454,0.40756977,-40.70109177,16.98606873,957.69720459,68.71311951,0.19079241,0.79379296,0.00873445,0.59978569,0.10036769,1184.61126672,956.75013169,68.83654022,1,0,1775328053435291628
C,113,0,16.274939999999997,259.0243902439025,794.44852540,49.60934448,82565.45312500,0.03522667,-0.04872623,0.13863559,0.14943743,0.01134164,-0.01936016,18.15839577,139.20695496,-135.06239319,0.54474604,0.87277782,-40.66775131,17.15654182,958.21923828,68.63078308,0.19056222,0.79384702,0.02078681,0.60086757,0.09128617,1184.60233951,957.51166734,68.71311951,1,0,1775328053446277958
C,113,0,16.26981,335.8536585365854,794.46007909,49.60377502,82558.10937500,0.03549407,-0.05946546,0.15361197,0.16668822,-0.00031293,-0.02464866,18.23496056,139.02384949,-134.82588196,0.88806880,1.88734031,-40.72510910,17.26202393,959.01672363,68.50869751,0.19022486,0.79363459,0.03865132,0.60216260,0.07778409,1184.61098134,958.03370103,68.63078308,1,0,1775328053457277474
C,113,0,16.274469999999997,169.02439024390245,794.47117552,49.60885620,82550.67187500,0.04204470,-0.02186578,0.15083127,0.15654126,0.02215314,-0.00014377,18.28854561,138.39060974,-134.36048889,0.97962153,2.49331021,-40.68493271,17.38758278,959.53411865,68.42640686,0.18999487,0.79329944,0.05053669,0.60282248,0.06875440,1184.64811106,958.83118638,68.50869751,1,0,1775328053468289601
C,113,0,16.2836,314.8780487804878,794.48205272,49.62315369,82542.04687500,0.05636382,-0.02845397,0.19712257,0.20555392,0.02427325,-0.00148915,18.34197235,138.32194519,-134.86402893,0.94147456,3.11670208,-40.77188873,17.45965576,960.07611084,68.34417725,0.18976235,0.79278088,0.06253280,0.60335195,0.05962114,1184.65359163,959.34858140,68.42640686,1,0,1775328053479335746
C,113,0,16.28303,358.0487804878049,794.49156212,49.60185242,82537.96875000,0.06221616,-0.01099355,0.21126240,0.21821627,0.02933574,0.01202428,18.43312836,137.02494812,-134.99372864,1.36109126,4.06115246,-40.66625977,17.34822655,960.91424561,68.22505188,0.18943785,0.79176873,0.08020478,0.60377192,0.04614373,1184.68452913,959.89057359,68.34417725,1,0,1775328053490299577
C,113,0,16.28348,172.92682926829266,794.50389335,49.59254456,82532.39062500,0.08413921,0.01584618,0.20374222,0.21263582,0.05702213,0.01938799,18.50095367,136.31541443,-134.74195862,2.17743635,4.74306536,-40.69301987,17.38890076,961.44238281,68.14525604,0.18921900,0.79091638,0.09196766,0.60382998,0.03718464,1184.78315523,960.72870835,68.22505188,1,0,1775328053501279981
C,113,0,16.27785,237.0731707317073,794.51404378,49.60386658,82526.82812500,0.10433242,0.04304479,0.17283678,0.18717791,0.08402441,0.02269350,18.61111450,135.72795105,-134.54359436,2.85645247,5.65752077,-40.70175171,17.28888512,962.20782471,68.02718353,0.18888785,0.78934866,0.10958157,0.60361665,0.02382457,1184.81649874,961.25684556,68.14525604,1,0,1775328053512285330
C,113,0,16.28032,170.97560975609758,794.52535377,49.61384583,82518.68750000,0.09869315,0.01641102,0.11740671,0.13786322,0.06852467,-0.00959677,18.68748283,136.25437927,-134.44441223,3.55835676,6.23405075,-40.65814972,17.30678940,962.72082520,67.94646454,0.18866079,0.78808856,0.12130369,0.60330546,0.01498624,1184.85063467,962.02228746,68.02718353,1,0,1775328053523306716
C,113,0,16.27775,211.9512195121951,794.53716377,49.61691284,82514.00000000,0.09684723,0.04303293,0.12460075,0.14480250,0.07457211,0.01509324,18.80812645,135.33122253,-133.46022034,4.65698957,7.10082769,-40.74716568,17.13215637,963.47918701,67.82451630,0.18832129,0.78583211,0.13910422,0.60259038,0.00167542,1184.86425748,962.53528794,67.94646454,1,0,1775328053534281695
C,113,0,16.274859999999997,223.90243902439025,794.54667586,49.61308289,82508.26562500,0.08013915,0.02582591,0.10972006,0.12831303,0.05126233,0.00597442,18.89164162,134.43858337,-132.97193909,5.20630598,7.73982000,-40.73920441,17.13305092,963.96588135,67.74481964,0.18810113,0.78418863,0.15055485,0.60194242,-0.00684067,1184.86905355,963.29364976,67.82451630,1,0,1775328053545287692
C,113,0,16.282780000000002,327.0731707317073,794.55925924,49.60079956,82501.78125000,0.11243515,0.04093336,0.09769891,0.13030203,0.08296757,-0.00021144,19.02859879,133.92741394,-131.58338928,7.22046566,8.49881935,-40.66699219,16.97063446,964.73571777,67.62352753,0.18776792,0.78138632,0.16790891,0.60071504,-0.01957837,1184.86384498,963.78034410,67.74481964,1,0,1775328053556282652
C,113,0,16.27983,216.09756097560975,794.56932619,49.60981750,82497.29687500,0.15590128,0.07799613,0.05232603,0.10655449,0.14755596,-0.00002015,19.12525177,133.82060242,-130.68312073,7.37305355,9.13201714,-40.77518463,16.88164711,965.20776367,67.54309082,0.18754196,0.77931190,0.17942563,0.59974986,-0.02792358,1184.88591483,964.55018052,67.62352753,1,0,1775328053567283761
C,113,0,16.276059999999998,387.0731707317073,794.58149947,49.60166931,82490.26562500,0.12522884,0.08764806,-0.00189585,0.04861542,0.14437748,0.01263799,19.21532440,133.76719666,-129.55397034,7.35779476,10.01554012,-40.78289413,16.55832481,965.69390869,67.46299744,0.18732193,0.77701366,0.19094582,0.59872723,-0.03626661,1184.86264856,965.02222642,67.54309082,1,0,1775328053578305165
C,113,0,16.28379,187.0731707317073,794.59227448,49.59294128,82483.65625000,0.13294502,0.09278443,0.03732987,0.09338252,0.13578632,0.02277345,19.34549904,134.17918396,-128.69947815,7.63245296,10.39510441,-40.72369003,16.57674980,966.44256592,67.33998108,0.18698287,0.77325523,0.20802212,0.59702408,-0.04863429,1184.85605601,965.50837144,67.46299744,1,0,1775328053589291329
C,113,0,16.28163,322.9268292682927,794.60204303,49.59629822,82479.65625000,0.11565224,0.05335825,0.02852970,0.07970149,0.10329803,-0.00369797,19.42861557,133.96556091,-127.76107025,8.25806332,10.97967148,-40.76261520,16.37747383,966.93060303,67.25696564,0.18675140,0.77046835,0.21947104,0.59579778,-0.05688704,1184.84880763,966.25702867,67.33998108,1,0,1775328053600311511
C,113,0,16.27997,384.8780487804878,794.61297928,49.61288452,82472.62500000,0.17341833,0.04578940,-0.15580960,-0.05107331,0.22115599,-0.07020521,19.55772972,132.95848083,-127.86025238,7.96051693,11.63362312,-40.74803925,16.10717201,967.65484619,67.12582397,0.18638247,0.76612377,0.23618336,0.59373581,-0.06891774,1184.82734882,966.74506578,67.25696564,1,0,1775328053611394842
C,113,0,16.283440000000002,169.02439024390245,794.62469307,49.60867310,82464.81250000,0.13716877,0.07932686,-0.02295754,0.05467734,0.15047868,0.00127420,19.65111542,133.14158630,-128.46296692,9.08966732,12.12588692,-40.75719833,15.94938087,968.16497803,67.04064941,0.18614720,0.76304138,0.24735495,0.59217018,-0.07692806,1184.74773698,967.46930894,67.12582397,1,0,1775328053622284080
C,113,0,16.27946,410.0,794.63558134,49.61567688,82457.79687500,0.07479960,0.01382208,-0.00245851,0.03833500,0.06179294,-0.02245296,19.78940010,133.54594421,-127.24227142,8.99811459,12.92765331,-40.82750702,15.55467510,968.90191650,66.91394806,0.18579336,0.75804019,0.26413170,0.58966655,-0.08889784,1184.73643957,967.97944078,67.04064941,1,0,1775328053633287633
C,113,0,16.29201,249.02439024390245,794.64740101,49.60972595,82449.50000000,0.06183662,0.04618698,-0.00940042,0.03125691,0.07031405,0.01114950,19.88083649,133.32469177,-126.62429047,9.31854916,13.28721333,-40.86508942,15.55643845,969.42034912,66.82764435,0.18555546,0.75446880,0.27529564,0.58788824,-0.09683263,1184.69869296,968.71637925,66.91394806,1,0,1775328053644296833
C,113,0,16.283070000000002,190.97560975609755,794.65794949,49.61241150,82447.42187500,0.03118762,-0.00810461,0.03159348,0.04201603,0.00030448,-0.01646395,20.01412392,133.06529236,-125.98342133,9.09729671,14.03447151,-40.85768890,15.17335033,970.18707275,66.70114136,0.18520343,0.74881595,0.29183501,0.58507878,-0.10858134,1184.69010479,969.23481187,66.82764435,1,0,1775328053655296590
C,113,0,16.275889999999997,400.9756097560976,794.66747655,49.59782410,82441.82812500,0.02548102,-0.06464100,0.00647778,0.00925665,-0.01421395,-0.06769033,20.09478188,133.00425720,-125.14418793,8.38776302,14.41956329,-40.87117767,14.87028313,970.68048096,66.61489868,0.18496814,0.74483943,0.30269974,0.58313841,-0.11634728,1184.68529884,970.00153550,66.70114136,1,0,1775328053666290995
C,113,0,16.28016,211.9512195121951,794.68043409,49.60424805,82432.60937500,0.03839039,-0.02032233,0.02757652,0.04073273,0.00018504,-0.03143395,20.20602226,134.00370789,-125.43410492,7.57141781,15.10797310,-40.92658997,14.39181328,971.46868896,66.48185730,0.18459690,0.73849308,0.31894252,0.58010095,-0.12800990,1184.65338402,970.49494371,66.61489868,1,0,1775328053677286825
C,113,0,16.28635,298.0487804878049,794.69068958,49.60972595,82425.50000000,0.01088382,-0.08684249,0.02679461,0.00953377,-0.04466564,-0.07932285,20.27331924,133.93504333,-125.38069916,6.89240170,15.58044338,-40.88319397,14.17056465,971.97558594,66.39328766,0.18434942,0.73400056,0.32976264,0.57796633,-0.13584793,1184.63226290,971.28315171,66.48185730,1,0,1775328053688291470
C,113,0,16.274759999999997,190.97560975609755,794.70249874,49.60961914,82420.18750000,-0.03643372,-0.08093647,0.03710457,-0.01307474,-0.07915036,-0.05309565,20.33903503,133.82060242,-125.08315277,7.36542416,16.06404305,-40.93228149,13.83088684,972.47216797,66.30303192,0.18409884,0.72937447,0.34043601,0.57575983,-0.14358544,1184.60107577,971.79004869,66.39328766,1,0,1775328053699305819
C,113,0,16.28385,153.90243902439025,794.71277693,49.60713196,82415.98437500,-0.02948628,-0.07837939,0.03467627,-0.01311103,-0.07086799,-0.05496400,20.44298935,134.56065369,-124.81612396,8.02918148,16.62293053,-41.05421066,13.41178226,973.23840332,66.16580200,0.18371850,0.72208428,0.35643464,0.57226950,-0.15510060,1184.54991515,972.28663072,66.30303192,1,0,1775328053710291835
C,113,0,16.2836,226.09756097560975,794.72284369,49.60406494,82408.82812500,-0.01610956,-0.05495574,0.01460233,-0.01437606,-0.03936239,-0.04167506,20.51520348,134.94212341,-123.85482025,8.77686214,16.95605087,-40.88997650,13.30387402,973.73779297,66.07393646,0.18346429,0.71700215,0.36702317,0.56986868,-0.16263983,1184.48446423,973.05286607,66.16580200,1,0,1775328053721284814
C,113,0,16.283620000000003,335.8536585365854,794.73542724,49.61116028,82401.89062500,-0.01394192,-0.04959462,-0.00987346,-0.02963489,-0.01702511,-0.03979207,20.62650871,135.53721619,-122.67226410,9.10492611,17.61358070,-40.95241547,12.79483223,974.48144531,65.93612671,0.18307963,0.70901442,0.38283852,0.56614745,-0.17381120,1184.42786425,973.55225572,66.07393646,1,0,1775328053732290663
C,113,0,16.275949999999998,200.0,794.74580289,49.60885620,82395.53125000,-0.00645682,-0.08060690,0.00948645,-0.02114079,-0.03577429,-0.07001731,20.70082474,135.68980408,-122.12294769,9.16596127,17.95478439,-40.97454453,12.39062309,974.99414062,65.84336090,0.18282270,0.70341569,0.39335683,0.56360042,-0.18119457,1184.33861388,974.29590806,65.93612671,1,0,1775328053743291512
C,113,0,16.283070000000002,237.0731707317073,794.75688445,49.60473633,82391.68750000,-0.03568708,-0.09204603,0.04258162,-0.02709182,-0.07919496,-0.06747908,20.80862617,135.62113953,-121.97035980,8.38776302,18.54342270,-41.11000061,11.88055229,975.74420166,65.70322418,0.18243477,0.69471323,0.40892452,0.55967242,-0.19214833,1184.29142439,974.80860337,65.84336090,1,0,1775328053754353935
C,113,0,16.27424,295.8536585365853,794.76814417,49.60386658,82384.03125000,-0.05458598,-0.07175166,0.06729504,-0.02223114,-0.10230774,-0.04117592,20.87350655,135.78135681,-121.84066010,7.64771175,18.85513306,-41.07377243,11.70040226,976.25323486,65.61126709,0.18217969,0.68870729,0.41914850,0.55698001,-0.19942440,1184.19688481,975.55866441,65.70322418,1,0,1775328053765296191
C,113,0,16.28651,360.0,794.77936885,49.61825562,82376.98437500,0.00092284,-0.07130548,0.08378908,0.02484425,-0.08558597,-0.06452703,20.96635818,135.68217468,-121.91695404,7.35779476,19.32862091,-41.09017563,11.20237923,977.01519775,65.47237396,0.18178996,0.67935073,0.43435356,0.55280024,-0.21031278,1184.15247362,976.06769761,65.61126709,1,0,1775328053776286429
C,113,0,16.28608,363.9024390243902,794.78910434,49.60559082,82369.93750000,-0.03534755,-0.03135237,0.07086042,0.00102318,-0.08395743,-0.01427316,21.02596664,135.71269226,-121.76436615,7.09839535,19.67011833,-41.08824539,10.79859924,977.52062988,65.38042450,0.18153822,0.67286426,0.44442922,0.54990768,-0.21757281,1184.07967872,976.82966050,65.47237396,1,0,1775328053787298186
C,113,0,16.28626,257.0731707317073,794.80092117,49.60559082,82362.18750000,-0.01527587,-0.07519075,0.10411138,0.01640030,-0.11135761,-0.06369217,21.08224106,135.62113953,-121.99324799,6.22864485,19.97666168,-41.09258270,10.40318680,978.02606201,65.28555298,0.18127480,0.66625637,0.45433599,0.54695678,-0.22476560,1184.03326422,977.33509263,65.38042450,1,0,1775328053798297905
C,113,0,16.27975,252.9268292682927,794.81095836,49.61125183,82358.39062500,-0.03977561,-0.10166805,0.09555295,-0.02180022,-0.11936670,-0.07953116,21.15973091,135.68217468,-121.71858978,5.66406965,20.42782021,-41.10888672,9.92359829,978.83032227,65.14320374,0.18087797,0.65589947,0.46915665,0.54237014,-0.23563260,1183.96996157,977.84052476,65.28555298,1,0,1775328053809297736
C,113,0,16.274199999999997,182.9268292682927,794.82351121,49.60800171,82352.42187500,-0.01958494,-0.14721772,0.12405355,-0.01290731,-0.14137414,-0.13150160,21.20614433,135.75846863,-121.36763763,5.38941145,20.77850914,-41.05908585,9.50340748,979.30895996,65.04991913,0.18061985,0.64894277,0.47866374,0.53932530,-0.24265741,1183.92210588,978.64478502,65.14320374,1,0,1775328053820301955
C,113,0,16.282610000000002,189.02439024390245,794.83358154,49.60406494,82345.85937500,-0.06081681,-0.13350499,0.12828267,-0.04593605,-0.15794954,-0.10450135,21.27474213,135.49906921,-121.15401459,4.81720686,21.17444229,-41.14020538,8.82889080,980.09051514,64.90219116,0.18021077,0.63802415,0.49297136,0.53454942,-0.25330114,1183.84313975,979.12342271,65.04991913,1,0,1775328053831299378
C,113,0,16.27367,330.9756097560976,794.84421424,49.61585999,82338.03125000,-0.06072917,-0.10139561,0.12159651,-0.04056136,-0.14599338,-0.07612836,21.31832314,135.30070496,-120.81832123,4.34418440,21.38199234,-41.22072601,8.58926296,980.61383057,64.80447388,0.17993614,0.63051730,0.50239652,0.53127408,-0.26037213,1183.74296698,979.90497789,64.90219116,1,0,1775328053842291005
C,113,0,16.27796,247.0731707317073,794.85622781,49.61422729,82330.51562500,-0.08069844,-0.15706164,0.10487127,-0.09256644,-0.13953672,-0.11890975,21.37633133,135.22441101,-120.71150970,3.37525129,21.78515816,-41.17524338,7.92754555,981.36590576,64.65577698,0.17952374,0.61900228,0.51622105,0.52629167,-0.27086762,1183.68393004,980.42829332,64.80447388,1,0,1775328053853295613
C,113,0,16.28181,355.8536585365853,794.86629483,49.60502625,82325.76562500,-0.06350335,-0.11774766,0.13936907,-0.05407467,-0.15957594,-0.09451130,21.41249466,135.23204041,-120.96327972,2.78015852,22.06982803,-41.22645569,7.60475397,981.92517090,64.55643463,0.17925046,0.61111957,0.52529305,0.52288806,-0.27782786,1183.55118612,981.18036851,64.65577698,1,0,1775328053864302685
C,113,0,16.287309999999998,153.90243902439025,794.87830388,49.61001587,82320.90625000,-0.05643124,-0.11067033,0.14400645,-0.05071640,-0.15770259,-0.09342382,21.45745468,135.61351013,-121.68807220,2.23084211,22.40777779,-41.21582794,7.04161692,982.69903564,64.40720367,0.17883471,0.59894228,0.53870153,0.51764053,-0.28830057,1183.52022448,981.73963365,64.55643463,1,0,1775328053875295960
C,113,0,16.27029,206.09756097560975,794.88894655,49.60894775,82313.93750000,-0.00681095,-0.11353073,0.12103361,-0.02079149,-0.11810160,-0.11491076,21.48539734,136.03312683,-122.23738861,1.86463130,22.63797188,-41.21009064,6.59777880,983.19976807,64.30741119,0.17855792,0.59061784,0.54750240,0.51403391,-0.29526439,1183.40882682,982.51349839,64.40720367,1,0,1775328053886295272
C,113,0,16.28822,170.97560975609758,794.89932248,49.61250305,82307.39062500,-0.04958827,-0.11396889,0.15472919,-0.05296858,-0.16104905,-0.10318223,21.51226425,135.83476257,-122.29079437,1.29242671,22.89234352,-41.26776505,5.97983932,983.71984863,64.20881653,0.17828317,0.58205092,0.55625582,0.51033282,-0.30225286,1183.31849256,983.01423082,64.30741119,1,0,1775328053897298361
C,113,0,16.27517,190.97560975609755,794.91113141,49.61404419,82300.89062500,-0.05724367,-0.14961618,0.15178545,-0.08361863,-0.15485400,-0.13314961,21.54695511,135.56010437,-122.84011078,0.68970454,23.15210152,-41.36259460,5.30562830,984.48675537,64.05761719,0.17786294,0.56897986,0.56905872,0.50466400,-0.31264764,1183.25532491,983.53431138,64.20881653,1,0,1775328053908371322
C,113,0,16.27519,312.9268292682927,794.92166167,49.61489868,82295.65625000,-0.02028086,-0.15416466,0.15571575,-0.05774182,-0.14560959,-0.15456127,21.56433678,135.39988708,-122.93929291,-0.30974606,23.43965149,-41.29644775,4.84151793,984.96911621,63.95652008,0.17758198,0.56010121,0.57737803,0.50081396,-0.31954163,1183.12919370,984.30121812,64.05761719,1,0,1775328053919298893
C,113,0,16.28179,298.0487804878049,794.93230052,49.61192322,82288.51562500,-0.03393302,-0.13057612,0.18591592,-0.06163827,-0.17536615,-0.13495834,21.58629227,135.18626404,-123.36653900,-0.72936273,23.68327141,-41.36217880,4.13065147,985.74554443,63.80115891,0.17715144,0.54638678,0.58968610,0.49486098,-0.32991582,1183.01538459,984.78357896,63.95652008,1,0,1775328053930286705
C,113,0,16.28641,360.0,794.94431202,49.60406494,82283.34375000,-0.02104593,-0.10275565,0.16803543,-0.04524522,-0.15558012,-0.11395293,21.59885597,135.89579773,-125.10604095,-1.10320306,23.84326363,-41.39305115,3.70311713,986.22772217,63.69911957,0.17687026,0.53711164,0.59767985,0.49078593,-0.33677727,1182.87712738,985.56000718,63.80115891,1,0,1775328053941291683
C,113,0,16.274739999999998,208.04878048780486,794.95475328,49.61183167,82279.84375000,-0.00899249,-0.08799551,0.15940525,-0.03592327,-0.14358944,-0.10642234,21.61528969,135.65165710,-126.55562592,-0.98876214,24.07439423,-41.32183838,2.93527770,986.93005371,63.54791260,0.17644829,0.52282488,0.60952181,0.48438758,-0.34713972,1182.75952750,986.04218492,63.69911957,1,0,1775328053952294199
C,113,0,16.28575,234.8780487804878,794.96623827,49.61326599,82271.31250000,-0.03261514,-0.09944066,0.18958272,-0.06511731,-0.17249702,-0.11357079,21.62498474,135.23966980,-127.03627777,-1.14135003,24.19304657,-41.34373856,2.38467336,987.41864014,63.44621658,0.17616552,0.51309460,0.61728406,0.47992963,-0.35406497,1182.57450456,986.74451646,63.54791260,1,0,1775328053963294974
C,113,0,16.27787,338.0487804878049,794.97723840,49.61393738,82266.04687500,-0.00042382,-0.07589830,0.20374963,-0.03358054,-0.18252912,-0.11327013,21.63466835,134.79716492,-126.76924896,-1.85851312,24.29847336,-41.38529587,1.76317811,988.14245605,63.29518890,0.17574599,0.49839056,0.62849021,0.47319487,-0.36427116,1182.46724914,987.23310289,63.44621658,1,0,1775328053974295175
C,113,0,16.27546,223.90243902439025,794.98709560,49.61231995,82259.40625000,0.01201789,-0.07981717,0.20156759,-0.03022853,-0.17609534,-0.12337492,21.64158630,134.82768250,-127.31093597,-1.98058331,24.41283798,-41.32803345,1.26403511,988.64361572,63.19467926,0.17546736,0.48840198,0.63577843,0.46861166,-0.37101567,1182.30761136,987.95691880,63.29518890,1,0,1775328053985290043
C,113,0,16.28649,338.0487804878049,794.99772791,49.60856628,82258.01562500,-0.00835899,-0.06600089,0.20496383,-0.04739267,-0.18240312,-0.10449496,21.64697456,133.24076843,-126.92946625,-2.16368890,24.48185158,-41.39971161,0.66160214,989.12493896,63.09096146,0.17518039,0.47826004,0.64293516,0.46389788,-0.37775716,1182.22177316,988.45807847,63.19467926,1,0,1775328053997204041
C,113,0,16.283830000000002,247.0731707317073,795.00974564,49.61769104,82253.10937500,0.01599378,-0.06945840,0.15919220,-0.03237440,-0.13248348,-0.10873115,21.65336990,132.07347107,-125.83846283,-2.58330560,24.59821510,-41.39372253,0.00700740,989.76702881,62.93944931,0.17475723,0.46300620,0.65323412,0.45675793,-0.38766322,1182.09815469,988.93940171,63.09096146,1,0,1775328054007296167
C,113,0,16.287889999999997,203.90243902439022,795.02134779,49.60713196,82244.93750000,0.01498037,-0.05200647,0.13532698,-0.02666801,-0.11297138,-0.08814062,21.65980339,131.44023132,-125.61721039,-2.74352288,24.62583160,-41.49727631,-0.65863961,990.20086670,62.83935928,0.17448217,0.45275444,0.65985864,0.45194653,-0.39413756,1181.85798728,989.58149156,62.93944931,1,0,1775328054018291830
C,113,0,16.28179,167.07317073170734,795.03239591,49.61576843,82240.37500000,0.00988844,-0.06970024,0.15139179,-0.04741855,-0.11992642,-0.10604018,21.67077255,130.87565613,-125.79268646,-2.62908196,24.72929001,-41.55588913,-1.52278137,990.88287354,62.69148636,0.17406926,0.43718091,0.66949862,0.44456017,-0.40374580,1181.70994396,990.01532945,62.83935928,1,0,1775328054029297624
C,113,0,16.275209999999998,240.97560975609755,795.04246267,49.61701965,82233.79687500,0.02851675,-0.05128612,0.13424386,-0.02360618,-0.10800701,-0.09613594,21.67900276,130.47892761,-125.95290375,-2.90374017,24.64841461,-41.54496765,-2.11090040,991.30981445,62.59293747,0.17379528,0.42664456,0.67573756,0.43951768,-0.41009435,1181.53365675,990.69733628,62.69148636,1,0,1775328054040303325
