state_letter,set_extension,encoder_position,battery_voltage,current_milliamps,timestamp_seconds,temperature_celsius,pressure_pascals,raw_acceleration_x_gs,raw_acceleration_y_gs,raw_acceleration_z_gs,raw_rotated_acceleration_x_gs,raw_rotated_acceleration_y_gs,raw_rotated_acceleration_z_gs,est_tilt_angle_degrees,raw_angular_rate_x_deg_per_s,raw_angular_rate_y_deg_per_s,raw_angular_rate_z_deg_per_s,magnetic_field_x_microteslas,magnetic_field_y_microteslas,magnetic_field_z_microteslas,est_position_z_meters,est_velocity_z_meters_per_s,est_mach_number,est_quaternion_w,est_quaternion_x,est_quaternion_y,est_quaternion_z,predicted_apogee,height_used_for_prediction,velocity_used_for_prediction,retrieved_firm_packets,apogee_predictor_queue_size,update_timestamp_ns
S,125,0,15.85858,238.04878048780486,3337.09796910,58.16468811,98380.00000000,-0.72688264,0.69509089,-0.03120800,0.13084829,-0.11699483,0.99079496,11.43119907,0.06969275,-0.41122243,0.16327636,-5.44734859,-35.53264999,-19.75066376,7.88558960,0.44112763,0.00120893,0.21195297,0.62660050,0.34758529,-0.66455418,,,,1,0,1777053933459364894
S,125,0,15.84629,250.0,3337.11003423,58.16343689,98378.31250000,-0.73005730,0.70046657,-0.02999104,0.13192260,-0.11988062,0.99637413,11.43375015,0.15361609,-0.12893485,0.06409424,-5.43557549,-35.62289047,-19.82355499,7.90099812,0.45601937,0.00124974,0.21191360,0.62660027,0.34757301,-0.66457331,,,,1,0,1777053933470362820
S,125,0,15.85833,263.9024390243903,3337.12010350,58.16525269,98378.76562500,-0.74163175,0.69193166,-0.02501176,0.11861444,-0.11434406,1.00113368,11.43576527,-0.15918908,0.34408757,0.18616454,-5.52795553,-35.47277069,-19.93930054,7.91127777,0.46578541,0.00127650,0.21190454,0.62658936,0.34758481,-0.66458035,,,,1,0,1777053933481363579
S,125,0,15.85454,229.02439024390245,3337.13119713,58.15809631,98378.10937500,-0.74125749,0.69718683,-0.01124709,0.11250007,-0.12761870,1.00335228,11.44007015,-0.56354696,0.40512273,0.13275878,-5.45982933,-35.52061462,-19.84797287,7.92640781,0.48042241,0.00131663,0.21190098,0.62657601,0.34763592,-0.66456747,,,,1,0,1777053933492363005
S,125,0,15.85466,253.90243902439025,3337.14275926,58.16639709,98380.06250000,-0.73088670,0.69522500,-0.00904586,0.11417460,-0.13188317,0.99357235,11.44180965,-0.51014119,0.80948061,0.03357666,-5.42291260,-35.56857300,-19.87829399,7.93694544,0.48776108,0.00133673,0.21193635,0.62655914,0.34769642,-0.66454029,,,,1,0,1777053933503362597
S,125,0,15.85623,232.9268292682927,3337.15365951,58.16210938,98378.31250000,-0.70821124,0.69788831,-0.01706170,0.13084531,-0.13593483,0.97637266,11.44939899,-0.43384725,0.26016423,0.17090575,-5.47217464,-35.51467896,-19.82367325,7.95496988,0.50579590,0.00138616,0.21192978,0.62652361,0.34777847,-0.66453302,,,,1,0,1777053933514371949
S,125,0,15.85454,287.0731707317073,3337.16541509,58.16497803,98378.45312500,-0.70261586,0.71045798,-0.02131433,0.14359820,-0.14221871,0.97878873,11.45132542,-0.02948937,0.16861151,0.05646485,-5.47232246,-35.55085373,-19.77500725,7.96569824,0.51315188,0.00140632,0.21194004,0.62651724,0.34781626,-0.66451597,,,,1,0,1777053933525363708
S,125,0,15.85421,284.8780487804878,3337.17612186,58.15476990,98378.73437500,-0.71249253,0.70057404,-0.02790405,0.13819623,-0.12821865,0.98167706,11.46131516,0.36723912,-0.33492848,0.10987061,-5.49707985,-35.53291321,-19.79937363,7.98249102,0.53347540,0.00146204,0.21186788,0.62649870,0.34786183,-0.66453254,,,,1,0,1777053933536365504
S,125,0,15.85446,256.0975609756098,3337.18555752,58.16983032,98381.21875000,-0.73104107,0.70791477,-0.03169419,0.13739681,-0.12298986,1.00128150,11.46105766,0.55797398,-0.54092211,0.08698242,-5.47250748,-35.56888962,-19.82971954,7.99017382,0.53397495,0.00146337,0.21183348,0.62651312,0.34782323,-0.66455024,,,,1,0,1777053933547369763
S,125,0,15.8566,236.09756097560975,3337.19814023,58.16152954,98396.31250000,-1.93710136,2.62878680,0.75905401,0.23328948,-1.37569201,3.04829335,11.41771698,0.58849156,-0.47225758,0.60578120,-5.45338106,-35.49048996,-19.80541992,7.94607210,0.45729968,0.00125326,0.21208706,0.62663418,0.34757665,-0.66448414,,,,1,0,1777053933558372596
S,125,0,15.862309999999999,279.0243902439025,3337.20835741,58.16677856,98456.15625000,-1.80605960,2.13350034,-0.68142664,0.95310450,-0.06742322,2.71386480,10.73975086,-1.19678664,-4.76760626,-0.76750970,-5.47846794,-35.51467896,-19.88448524,7.00717115,-0.85617757,0.00234639,0.21627344,0.62912571,0.34435740,-0.66245347,,,,1,0,1777053933569374578
S,125,0,15.85464,265.8536585365854,3337.22018479,58.16868591,98378.60937500,-0.50382608,1.25793552,-0.56276470,0.91308880,-0.12785280,1.14143300,10.77411366,-12.45777225,15.46554661,5.17578840,-5.39104557,-35.46004105,-19.75063133,7.09719706,-0.52737582,0.00144529,0.21692832,0.62855124,0.34534669,-0.66226959,,,,1,0,1777053933580375096
S,125,0,15.86233,311.9512195121951,3337.23086640,58.16563416,98376.54687500,-2.70700765,2.52961588,0.20512062,0.20628595,-0.60593081,3.65502596,10.80321312,-8.62018681,11.74240208,0.05646485,-5.39141178,-35.48403931,-19.90870476,7.21694088,-0.13858943,0.00037981,0.21748388,0.62748498,0.34583071,-0.66284573,,,,1,0,1777053933591370503
S,125,0,15.85668,248.0487804878049,3337.24093638,58.16278076,98365.68750000,-3.40169191,3.19687843,-0.44673520,0.77566481,-0.24471068,4.61839437,10.91421127,-12.32807255,11.39907932,-0.47759274,-5.27906656,-35.41119003,-19.78698730,7.44504070,0.60279268,0.00165198,0.21841690,0.62484831,0.34694889,-0.66444361,,,,1,0,1777053933602373059
S,125,0,15.85491,282.92682926829264,3337.25352102,58.16287231,98366.04687500,-3.67594457,4.10970640,-0.07092211,0.98389673,-0.92466879,5.34642172,11.02312279,-6.30848074,8.44650364,0.65918696,-5.23571444,-35.44108200,-19.73218727,7.59784222,1.29185700,0.00354040,0.21930559,0.62217265,0.34779724,-0.66621584,,,,1,0,1777053933613376003
S,125,0,15.85889,230.97560975609758,3337.26367508,58.16125488,98373.90625000,-4.06752014,4.55749941,0.13994311,0.97462606,-1.17549658,5.91636896,11.10464573,-3.00495315,3.95279098,-0.07323485,-5.21167707,-35.57949829,-19.70774651,7.70298672,1.98258245,0.00543338,0.21995005,0.62015206,0.34827968,-0.66763377,,,,1,0,1777053933624370299
S,125,0,15.85058,279.0243902439025,3337.27538074,58.16792297,98364.20312500,-4.53351307,4.75488567,0.22714762,0.88335991,-1.14741468,6.41220760,11.16917992,-5.72864676,9.51461887,-0.84380364,-5.13108921,-35.59105682,-19.73803139,7.83747053,2.77033591,0.00759219,0.22124904,0.61710757,0.34829935,-0.67001098,,,,1,0,1777053933635370373
S,125,0,15.85499,272.9268292682927,3337.28624621,58.15647888,98364.20312500,-4.61323595,4.59059191,-0.14006616,1.03557444,-0.71395648,6.38693571,11.18917274,-3.69922781,5.40237570,0.60578120,-5.16063213,-35.36239624,-19.64700699,7.95658350,3.34646320,0.00917125,0.22293293,0.61405623,0.34779716,-0.67251247,,,,1,0,1777053933646395429
S,125,0,15.8587,294.8780487804878,3337.29741651,58.15733337,98386.79687500,-4.72219658,4.53829575,0.15064706,0.75663280,-0.87237203,6.44859982,11.21738434,-2.68451858,2.52609420,-0.18767576,-5.11201429,-35.56698990,-19.51912880,7.98548889,3.95099878,0.01082801,0.22277141,0.61454254,0.34861755,-0.67169648,,,,1,0,1777053933657390429
S,125,0,15.85881,453.9024390243903,3337.30692289,58.16163635,98372.50000000,-4.48497295,4.27680492,0.17098770,0.72232628,-0.74938512,6.11162519,11.03922176,-2.95917678,4.12826681,-0.46233395,-5.02490711,-35.48201752,-19.73795128,8.14143658,4.73693466,0.01298184,0.22686008,0.61022240,0.34619823,-0.67550725,,,,1,0,1777053933668457096
S,125,0,15.86027,294.8780487804878,3337.31897128,58.15504456,98376.65625000,-4.67978859,4.47429132,0.18330239,0.78623819,-0.72326219,6.38842916,10.88506126,3.31218529,-1.17416179,-0.42418697,-5.05642509,-35.56654358,-19.71970177,8.27227402,5.50726795,0.01509313,0.23001170,0.60724509,0.34373111,-0.67837816,,,,1,0,1777053933679387169
S,125,0,15.85112,229.02439024390245,3337.32904043,58.15390015,98382.96875000,-4.65295267,4.50675917,0.21756308,0.79254341,-0.78486669,6.38467216,10.91112709,3.98357201,-1.34963787,-0.64543939,-5.08114195,-35.55465698,-19.68934250,8.31129837,5.91068649,0.01619877,0.22947602,0.60757691,0.34390536,-0.67817414,,,,1,0,1777053933690394262
S,125,0,15.85514,272.9268292682927,3337.33910978,58.16906738,98368.54687500,-4.76238441,4.54219151,0.34791127,0.69062281,-0.81434011,6.50328684,10.74830627,3.97594261,-2.29568267,0.26245847,-5.04322958,-35.44602585,-19.67719650,8.41355133,6.57099676,0.01800799,0.23144029,0.60639447,0.34181181,-0.67962182,,,,1,0,1777053933701391910
S,125,0,15.8587,390.0,3337.35169630,58.15858459,98368.68750000,-4.88616467,4.47820330,0.04390349,0.79729700,-0.55367184,6.55657005,10.94402218,8.75957298,-6.51473761,-1.30156732,-5.05636549,-35.56657028,-19.67713928,8.46525574,7.17235661,0.01965635,0.22852772,0.60787117,0.34342939,-0.67847186,,,,1,0,1777053933712400576
S,125,0,15.85031,297.0731707317073,3337.36211784,58.15333557,98374.68750000,-4.68867588,4.59205008,0.30975732,0.77032423,-0.90892255,6.46119213,11.04007721,5.57811546,-3.74526763,-0.68358636,-5.13706970,-35.57307434,-19.65292549,8.54377747,7.79240465,0.02135580,0.22713768,0.60839480,0.34387553,-0.67824322,,,,1,0,1777053933723399243
S,125,0,15.850560000000002,261.9512195121951,3337.37435214,58.16477966,98373.84375000,-4.64984941,4.71065712,0.20497739,0.93207073,-0.95648754,6.48612261,11.29408836,4.44896507,-6.07986212,-0.82854486,-5.07467699,-35.52453613,-19.63462830,8.61954021,8.42667007,0.02309366,0.22436671,0.60928214,0.34568655,-0.67744797,,,,1,0,1777053933734392946
S,125,0,15.85866,256.0975609756098,3337.38442140,58.16430664,98371.40625000,-4.63231659,4.93690920,0.25282183,1.04438829,-1.10090637,6.60247087,11.15365505,3.41899681,-2.70004058,-1.06505609,-5.21785355,-35.61577988,-19.53140450,8.69590855,8.86697388,0.02430035,0.22543411,0.60911494,0.34442297,-0.67788750,,,,1,0,1777053933745399983
S,125,0,15.85842,253.90243902439025,3337.39625136,58.15914917,98378.78125000,-4.77118111,4.62004375,-0.11438380,1.05012512,-0.67998362,6.52356625,11.66023254,3.60973167,-2.94418120,-1.34734368,-5.14956903,-35.56707001,-19.73807144,8.77489853,9.46096325,0.02592841,0.22073670,0.61006147,0.34796131,-0.67677414,,,,1,0,1777053933756391983
M,122,0,15.84689,253.90243902439025,3337.40707723,58.15466309,98373.76562500,-4.88320684,4.92356682,0.23004973,0.97693634,-1.11859918,6.77749777,12.06073093,4.55577660,-0.04501152,-1.07268548,-5.21104860,-35.50729752,-19.56794357,8.87356853,10.09421921,0.02766408,0.21714805,0.61050558,0.35035726,-0.67629838,,,,1,0,1777053933769237600
M,122,0,15.842789999999999,410.0,3337.41731496,58.15820312,98385.48437500,-5.06809759,4.83603287,0.15640303,0.95691633,-1.17821825,6.84057045,13.73268509,8.08818626,-4.64553595,-1.77458978,-5.12373447,-35.41638565,-19.66516495,8.93102264,10.64013863,0.02916006,0.20381123,0.61170977,0.36111209,-0.67369890,,,,1,0,1777053933778519781
M,122,0,15.8513,390.0,3337.42914339,58.15686035,98371.96875000,-4.97085238,4.38453007,0.42767167,0.58697557,-1.35864151,6.47502518,15.45098305,5.52470970,-3.99703765,-0.80565667,-5.14878845,-35.50097275,-19.46449661,9.00317097,11.17375278,0.03062253,0.19068626,0.61237013,0.37141979,-0.67133367,,,,1,0,1777053933789474539
M,122,0,15.8213,531.9512195121952,3337.43980224,58.15847778,98363.62500000,-4.47367048,5.19933796,0.07696185,1.54217434,-1.81510639,6.43271828,15.98202515,6.80644751,-4.61501837,-1.21001458,-5.06585598,-33.88571167,-20.32878113,9.07496834,11.55246639,0.03166035,0.18636611,0.61259055,0.37414125,-0.67083460,,,,1,0,1777053933800430798
M,122,0,15.84456,302.9268292682927,3337.45016151,58.15771484,98367.70312500,-4.92715263,4.26453972,0.61449355,0.44288540,-1.57466722,6.33758736,16.66431999,8.44676781,-10.74142170,-0.15715818,2.28093314,-37.47506332,-20.49884033,9.19711399,12.15866566,0.03332172,0.18112075,0.61265069,0.37782478,-0.67015135,,,,1,0,1777053933811453964
M,122,0,15.83573,390.0,3337.46245810,58.16000366,98367.60937500,-4.73208189,4.78769302,0.63436246,0.86731863,-2.08457255,6.37333012,17.68808174,0.16124548,0.74081606,0.47608152,-4.47229910,-38.96734619,-18.07511711,9.31758404,12.73039627,0.03488847,0.17344575,0.61252356,0.38337210,-0.66914666,,,,1,0,1777053933822414297
M,122,0,15.83647,497.0731707317073,3337.47268346,58.15515137,98367.39062500,-5.19326448,4.48108864,0.18233527,0.96003675,-1.85903835,6.53495979,21.41329002,-2.28016067,-0.83846849,-0.73699212,-1.81299317,-31.19693375,-22.89183998,9.39114380,13.20554733,0.03619091,0.14744881,0.61110204,0.40479282,-0.66404521,,,,1,0,1777053933833396667
M,122,0,15.83319,533.9024390243902,3337.48434208,58.15962219,98383.95312500,-4.59345388,5.08611488,0.34474513,1.59844589,-3.06009936,5.93026161,26.58430290,-7.11719656,3.79257369,1.90277827,2.21841168,-38.77695847,-19.69552231,9.44834137,13.59096813,0.03724694,0.11162629,0.60849661,0.43338791,-0.65532166,,,,1,0,1777053933844396371
M,122,0,15.82093,480.0,3337.49518907,58.14617920,98379.62500000,-5.13406801,4.70095730,-0.08546434,1.55413532,-2.65898132,6.24335337,28.87478638,-5.14881277,1.06125057,1.18561518,-3.15389585,-40.79117203,-17.45806313,9.51431656,13.90263939,0.03810187,0.09575648,0.60725886,0.44566053,-0.65073359,,,,1,0,1777053933855396333
M,122,0,15.82109,611.9512195121952,3337.50525240,58.15142822,98378.23437500,-5.11069918,5.25695467,-0.13979289,1.99970484,-3.22240782,6.27627420,30.66867447,-5.28614187,0.14572333,1.64337885,-4.78247738,-33.07054901,-20.92476273,9.65495491,14.43645954,0.03956455,0.08320758,0.60671300,0.45508271,-0.64643306,,,,1,0,1777053933866398741
M,122,0,15.82183,598.0487804878048,3337.51588874,58.15715027,98358.50000000,-4.75926685,5.45793581,0.36312115,1.88668442,-3.80564952,5.87613964,31.24122810,-2.39460158,-0.51040453,2.45209455,-0.84161931,-31.78170013,-22.70164871,9.81650925,14.97677040,0.04104498,0.07928298,0.60646713,0.45812806,-0.64500439,,,,1,0,1777053933877398611
M,122,0,15.80752,629.0243902439024,3337.52790938,58.15046692,98357.37500000,-5.47095346,4.71252632,-0.61519951,1.91748381,-2.63734722,6.47189093,32.08699036,7.69145727,-5.48476934,1.91040766,0.72208118,-32.97743225,-22.47986221,9.98535633,15.55493736,0.04262992,0.07294092,0.60630995,0.46204731,-0.64310205,,,,1,0,1777053933888393092
M,122,0,15.81876,562.9268292682926,3337.53797749,58.15638733,98365.79687500,-5.77281666,4.81443548,-0.78181010,2.06093311,-2.91630602,6.66056681,34.76724625,12.32249928,-13.38882160,-0.42418697,0.73981309,-33.12791824,-22.47366524,10.06897068,15.82645226,0.04337364,0.05263013,0.60678834,0.47415629,-0.63577813,,,,1,0,1777053933899397907
M,122,0,15.80645,579.0243902439024,3337.54899541,58.14750671,98369.28125000,-5.22721243,5.39901638,-0.56599301,2.41766930,-3.57553387,6.17769527,35.24537659,20.21129227,-15.87600422,1.03302729,0.76359183,-33.30245209,-22.47960472,10.25213337,16.40692520,0.04496508,0.04758847,0.60775346,0.47488862,-0.63470620,,,,1,0,1777053933910400722
M,122,0,15.818449999999999,683.9024390243903,3337.56063247,58.15495300,98348.01562500,-5.36078358,4.92556620,1.17640042,0.81297493,-4.34505081,5.90277338,35.06669235,13.38298512,-19.40841293,1.30768549,0.69554800,-33.29087830,-22.35810089,10.45314789,17.00157738,0.04659427,0.04726569,0.60785818,0.47234741,-0.63652354,,,,1,0,1777053933921405388
M,122,0,15.80705,693.9024390243902,3337.57145758,58.16058350,98349.01562500,-5.06657648,5.19099951,0.54639071,1.50392103,-4.27784538,5.68801165,36.32020569,19.28050613,-17.23403549,2.05536604,0.62663865,-33.39970779,-22.33988762,10.63738632,17.48448563,0.04791731,0.03602738,0.60914749,0.47614396,-0.63318896,,,,1,0,1777053933932395054
M,122,0,15.81105,570.9756097560975,3337.58328911,58.14990234,98368.06250000,-4.93545437,5.33987665,0.30700883,1.71641302,-4.77064657,5.22131252,41.15095901,15.27507496,-14.28909016,3.30658674,0.48980460,-33.44265747,-22.34613037,10.78839111,17.81623459,0.04882728,-0.00286188,0.61459875,0.49415085,-0.61487836,,,,1,0,1777053933943397295
M,122,0,15.818119999999999,644.8780487804878,3337.59391974,58.15266418,98353.53125000,-5.17446852,5.48209906,-0.30089584,2.22082424,-4.37762690,5.72917223,39.78620148,19.68486404,-15.12832355,2.41394758,0.43402272,-33.43094254,-22.33405304,10.94563007,18.25197220,0.05002125,0.00652016,0.61354685,0.48767105,-0.62104338,,,,1,0,1777053933954404351
M,122,0,15.81437,603.9024390243902,3337.60342759,58.14712524,98333.26562500,-5.28731108,5.41479111,-0.00142309,1.97188234,-4.25547409,5.93954897,37.65526962,20.15025711,-17.38662338,5.40467024,0.39713794,-33.41923904,-22.12738037,11.18783855,18.90358543,0.05180750,0.02184824,0.61069411,0.47778991,-0.63110393,,,,1,0,1777053933965396332
M,122,0,15.80579,623.9024390243902,3337.61638158,58.14494324,98341.28125000,-5.18447638,5.51542664,-0.01736448,2.10938931,-4.10484886,5.99997711,35.91586685,21.15733719,-15.70052814,4.72565413,0.19176930,-33.46247864,-22.31004715,11.43901539,19.58086014,0.05366382,0.03424395,0.60809904,0.46914083,-0.63949180,,,,1,0,1777053933976418758
M,122,0,15.81437,710.9756097560976,3337.62628703,58.14407349,98335.56250000,-5.36497498,5.47076130,-0.05019094,2.06127119,-4.01744366,6.19080162,35.68128204,21.98894119,-15.03677082,4.33655500,0.09731008,-33.68588638,-22.31612015,11.67906857,20.17396927,0.05528938,0.03449170,0.60805672,0.46647516,-0.64146578,,,,1,0,1777053933987416776
M,122,0,15.81527,589.0243902439024,3337.63811532,58.15858459,98338.10937500,-5.47391939,5.45794678,0.03507688,1.96366310,-4.00951529,6.31046867,35.28240967,23.22490311,-15.34194660,5.58014631,-0.03161082,-33.48797607,-22.13401031,11.92915726,20.80758476,0.05702464,0.03590987,0.60790497,0.46296641,-0.64406842,,,,1,0,1777053933998415072
M,122,0,15.80719,580.9756097560975,3337.64873923,58.14436340,98327.90625000,-5.33489990,5.55333233,0.10259394,2.00057554,-4.11776209,6.19297266,35.15111160,24.72026443,-15.12069416,7.04498959,-0.23134165,-33.66379547,-22.15849876,12.12257195,21.21516991,0.05814291,0.03570176,0.60817999,0.46114075,-0.64512920,,,,1,0,1777053934009411443
M,122,0,15.81313,569.0243902439024,3337.65880847,58.14741516,98328.76562500,-5.40133476,5.62358713,0.07588614,2.03205061,-4.15045166,6.28087997,35.07801819,25.52898026,-14.57137775,6.92291927,-0.26817635,-33.62795639,-22.01872444,12.39735889,21.81602478,0.05978935,0.03420836,0.60901600,0.45877147,-0.64611006,,,,1,0,1777053934020418646
M,122,0,15.81379,636.829268292683,3337.67139507,58.13864136,98321.50000000,-5.41626596,5.52738094,0.06195139,1.96266270,-4.06843138,6.28391075,35.02204514,26.20036697,-14.70870686,7.97577572,-0.62888557,-33.75054550,-21.97050476,12.66916275,22.43850708,0.06149615,0.03245952,0.61002541,0.45637670,-0.64694333,,,,1,0,1777053934031415127
M,122,0,15.81771,582.9268292682926,3337.68152236,58.14140320,98324.81250000,-5.48712206,5.55871296,0.09648520,1.91829014,-4.11179209,6.35849285,34.95337677,26.56657791,-13.18282795,8.91419125,-0.73391485,-33.72117996,-21.73961639,12.95502186,23.06178093,0.06320406,0.03080239,0.61111438,0.45393595,-0.64771330,,,,1,0,1777053934042422276
M,122,0,15.81072,646.829268292683,3337.69331182,58.14074707,98315.60937500,-5.50806475,5.53688240,0.11277713,1.86656046,-4.10460281,6.37783289,34.88143158,27.29137039,-13.09890461,9.41010189,-0.92681527,-33.78853226,-21.78240395,13.27316570,23.67811012,0.06489327,0.02919689,0.61227226,0.45152259,-0.64838076,,,,1,0,1777053934053417553
M,122,0,15.80626,545.8536585365854,3337.70412014,58.14579773,98313.04687500,-5.48041773,5.54624748,0.08077579,1.88854265,-4.09415960,6.36188936,34.83119583,27.96275711,-12.94631672,10.56976986,-1.15022898,-33.78381729,-21.75839233,13.50499439,24.09063339,0.06602334,0.02811624,0.61308134,0.44988093,-0.64880502,,,,1,0,1777053934064428109
M,122,0,15.805610000000001,541.9512195121952,3337.71521579,58.15199280,98313.54687500,-5.57175255,5.79919147,0.07372238,1.99552631,-4.28418684,6.50723314,34.74452209,27.67284012,-11.34414387,10.98175716,-1.31805730,-33.87528229,-21.52751732,13.82180500,24.72428131,0.06775929,0.02650470,0.61440754,0.44730669,-0.64939803,,,,1,0,1777053934075417794
M,122,0,15.80917,608.0487804878048,3337.72485229,58.14064026,98305.85937500,-5.49210072,5.67544460,0.09762106,1.89789152,-4.20692205,6.40961742,34.65625381,28.99272537,-12.08419514,11.41663265,-1.51050544,-33.88847733,-21.47913170,14.14224148,25.34913635,0.06947296,0.02490685,0.61575973,0.44473144,-0.64994889,,,,1,0,1777053934086426090
M,122,0,15.81387,710.9756097560976,3337.73684514,58.13816833,98297.70312500,-5.59557772,5.70177555,0.06806055,1.88376617,-4.20442486,6.52683687,34.56595230,30.22105789,-11.74087238,11.87439632,-1.74031806,-33.95014572,-21.30916214,14.52225876,25.98305321,0.07121057,0.02327450,0.61719298,0.44210744,-0.65043998,,,,1,0,1777053934097425534
M,122,0,15.81808,545.8536585365854,3337.74850779,58.14321899,98295.68750000,-5.60938358,5.75564194,0.09218258,1.87257576,-4.26136637,6.55250549,34.49963379,30.92296219,-12.14523029,12.44660091,-2.01387715,-34.04214096,-21.21827888,14.74275303,26.42018700,0.07240805,0.02211997,0.61821324,0.44022158,-0.65079045,,,,1,0,1777053934108426145
M,122,0,15.80938,531.9512195121952,3337.75950099,58.14064026,98297.03125000,-5.63414049,5.74955702,0.08886866,1.83530331,-4.25349903,6.58394003,34.39956665,32.93712234,-12.86239338,12.89673519,-2.16241264,-34.01300430,-21.02393150,15.07782745,27.05786133,0.07415596,0.02038620,0.61976475,0.43738595,-0.65128309,,,,1,0,1777053934119432386
M,122,0,15.822040000000001,649.0243902439024,3337.76957405,58.13749695,98296.25000000,-5.63410521,5.72831869,0.10627665,1.77701950,-4.24730682,6.58564043,34.29386902,34.37144852,-13.24386311,13.40027523,-2.44757819,-33.97255325,-20.92098427,15.43313885,27.71241379,0.07595023,0.01849695,0.62141508,0.43433040,-0.65181154,,,,1,0,1777053934130426589
M,122,0,15.81332,680.0,3337.78004808,58.14598083,98288.50000000,-5.68475342,5.76829052,0.10855827,1.75174713,-4.27723122,6.65116978,34.18549347,35.97362137,-13.83895588,14.04877377,-2.69020391,-34.07640076,-20.85437202,15.83460903,28.35877228,0.07772068,0.01653528,0.62310469,0.43116999,-0.65234929,,,,1,0,1777053934141422033
M,122,0,15.817499999999999,530.0,3337.79222599,58.13758850,98279.29687500,-5.76184750,5.78056669,0.10617648,1.70618629,-4.27954865,6.73791599,34.07130432,37.49950027,-14.31960773,14.25476742,-3.00025320,-34.09646606,-20.53253174,16.24602890,29.02091026,0.07953636,0.01446972,0.62489128,0.42784068,-0.65288132,,,,1,0,1777053934152428681
M,122,0,15.81441,623.9024390243902,3337.80229524,58.14532471,98277.23437500,-5.68448019,5.74436188,0.11756191,1.67147541,-4.26303864,6.66014147,33.99505997,38.30058670,-14.76211262,15.08637142,-3.19274592,-34.11567688,-20.49022293,16.49485588,29.45539474,0.08072618,0.01306636,0.62608832,0.42559189,-0.65323365,,,,1,0,1777053934163425200
M,122,0,15.81738,509.0243902439025,3337.81404791,58.13796997,98274.89062500,-5.73960114,5.77103996,0.14930756,1.60969543,-4.29742622,6.72393036,33.87655640,39.41447830,-14.66293049,15.36102962,-3.52239799,-34.29244232,-20.19871330,16.91226959,30.11023140,0.08252176,0.01090582,0.62792814,0.42211387,-0.65376395,,,,1,0,1777053934174434348
M,122,0,15.8055,590.9756097560976,3337.82495109,58.14207458,98267.67187500,-5.79047871,5.81187248,0.16766565,1.56491184,-4.33553696,6.78894806,33.75399399,41.16923904,-15.92178059,15.69672298,-3.80119634,-34.23391342,-20.05928802,17.30066490,30.78225708,0.08436303,0.00860703,0.62984121,0.41844875,-0.65431398,,,,1,0,1777053934185430903
M,122,0,15.81004,630.9756097560976,3337.83650927,58.14379883,98268.82812500,-5.76051950,5.93758535,0.10769897,1.64593697,-4.40790462,6.80524445,33.62742996,42.69511795,-16.67708969,16.16974449,-4.15515614,-34.29026794,-19.90773392,17.68733215,31.44612503,0.08618222,0.00625874,0.63177896,0.41468337,-0.65486950,,,,1,0,1777053934196432274
M,122,0,15.81855,632.9268292682926,3337.84706793,58.15600586,98256.89062500,-5.80180120,5.80676079,0.18446013,1.46263123,-4.33519030,6.81763983,33.49316025,43.20628738,-16.75338364,16.74194908,-4.34726429,-34.30964661,-19.59181023,18.13601303,32.12805176,0.08804951,0.00381644,0.63380235,0.41073281,-0.65542257,,,,1,0,1777053934207428107
M,122,0,15.8189,569.0243902439024,3337.85767607,58.13339233,98254.37500000,-5.84254313,5.89236641,0.12794366,1.51489735,-4.37023115,6.89041758,33.40441513,44.48802567,-16.59316635,16.96320152,-4.60757303,-34.26906967,-19.47058868,18.43867874,32.57696152,0.08928283,0.00218750,0.63514638,0.40810525,-0.65577018,,,,1,0,1777053934218435070
M,122,0,15.81373,625.8536585365854,3337.86795601,58.12995911,98249.68750000,-5.83304358,5.92679644,0.14525995,1.47541142,-4.40717554,6.89727354,33.26902390,46.48692703,-17.60787582,17.50488853,-4.99270630,-34.37386322,-19.20960236,18.86171532,33.25247955,0.09113468,-0.00032941,0.63720363,0.40406153,-0.65628177,,,,1,0,1777053934229430310
M,122,0,15.81344,582.9268292682926,3337.88033190,58.13168335,98245.39062500,-5.88769531,5.92561769,0.13132402,1.42702675,-4.38982964,6.96334219,33.12707138,48.23405838,-18.22585678,17.59644127,-5.21022415,-34.49580002,-18.86933136,19.30238342,33.94517517,0.09303290,-0.00303189,0.63934857,0.39975083,-0.65682840,,,,1,0,1777053934240435791
M,122,0,15.818309999999999,730.9756097560976,3337.89052091,58.13626099,98234.35937500,-5.88546753,5.86162663,0.10657831,1.36936951,-4.32002878,6.96210909,32.98348618,49.45476151,-18.42422104,18.45856285,-5.57560730,-34.40771484,-18.62667656,19.77032661,34.64372253,0.09494673,-0.00587453,0.64155257,0.39527676,-0.65736753,,,,1,0,1777053934251446495
M,122,0,15.81519,670.0,3337.90225810,58.14054871,98230.90625000,-5.85326719,5.96512604,0.07486067,1.40441608,-4.39312935,6.96972752,32.84017563,51.56047440,-19.86617661,18.61115074,-5.90510941,-34.51207733,-18.53586197,20.19941711,35.32888412,0.09682391,-0.00881710,0.64373541,0.39069721,-0.65793824,,,,1,0,1777053934262433347
M,122,0,15.80967,598.0487804878048,3337.91305686,58.14045715,98230.70312500,-5.91355085,5.92038822,0.12727866,1.29187107,-4.37113619,7.01865625,32.74460983,53.85692215,-20.69015121,18.90106773,-6.30215359,-34.55677032,-18.17156410,20.51879120,35.78896713,0.09808485,-0.01085477,0.64521742,0.38756552,-0.65830821,,,,1,0,1777053934273438050
